sample_idx,y_true,y_pred,pred_correct,axp_json,intervals_json,n_constrained,coverage_convB,fsc_s,their_cov,solver_status,solver_wall_s,total_wall_s,timeout_s
105,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.852483,2.484907,84.900000,ok,6.1752,6.1753,480
106,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [68.5, true, null, true]}",5,0.852483,1.791759,80.860000,ok,21.5279,21.5281,480
107,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [68.5, true, null, true]}",5,0.852483,1.791759,82.260000,ok,172.2825,172.2826,480
108,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.849011,2.197225,78.000000,ok,3.4301,3.4302,480
109,2,2,True,"[0, 1, 2, 3, 7, 9, 13]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 79.5, false], ""7"": [59.0, true, null, true], ""9"": [184.5, true, null, true], ""13"": [null, true, 1479.5, false]}",7,0.842992,5.703782,85.100000,ok,33.6724,33.6725,480
110,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,80.800000,ok,445.5094,445.5096,480
111,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,79.150000,ok,14.3202,14.3203,480
112,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,80.460000,ok,353.3532,353.3534,480
113,2,2,True,"[0, 1, 2, 3, 9, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 79.5, false], ""9"": [191.0, true, null, true], ""21"": [681.5, true, null, true]}",6,0.825863,2.302585,80.870000,ok,373.1902,373.1904,480
114,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,79.540000,ok,33.5461,33.5462,480
115,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true]}",5,0.845539,1.791759,82.020000,ok,118.3387,118.3388,480
116,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.852483,2.484907,82.350000,ok,85.7720,85.7722,480
117,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.843224,1.386294,81.130000,ok,64.0548,64.0549,480
118,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.843224,1.386294,82.480000,ok,162.0993,162.0995,480
119,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 80.0, false], ""9"": [202.5, true, null, true]}",5,0.847854,1.791759,80.210000,ok,284.2161,284.2163,480
120,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 79.5, false], ""9"": [202.5, true, null, true]}",5,0.853641,2.708050,81.560000,ok,6.5299,6.5300,480
121,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [68.5, true, null, true]}",5,0.850168,1.386294,83.250000,ok,34.6869,34.6871,480
122,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true]}",5,0.845539,1.791759,82.490000,ok,6.6325,6.6326,480
123,2,1,False,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [113.0, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.871483,1.386294,92.250000,ok,35.1333,35.1334,480
124,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.843224,1.386294,81.930000,ok,158.4128,158.4130,480
125,2,2,True,"[0, 1, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.789983,0.693147,79.810000,ok,257.7891,257.7893,480
126,2,2,True,"[0, 1, 2, 3, 7, 14, 18]","{""0"": [null, true, 314.0, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""14"": [null, true, 1146.0, false], ""18"": [null, true, 1584.5, false]}",7,0.832416,4.905275,82.060000,ok,34.6890,34.6892,480
127,2,2,True,[],{},0,,,,timeout,481.7752,481.7753,480
127,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,79.610000,ok,776.5605,776.5607,960
128,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.849011,2.197225,80.900000,ok,93.5770,93.5772,960
129,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.849011,2.197225,82.160000,ok,270.7101,270.7103,960
130,2,2,True,"[0, 1, 2, 3, 7, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.842066,2.890372,81.080000,ok,9.9461,9.9463,960
131,2,2,True,"[0, 1, 3, 7, 9, 12, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""12"": [1163.5, true, null, true], ""18"": [null, true, 1584.5, false]}",7,0.789983,0.693147,82.380000,ok,484.1883,484.1886,960
132,2,2,True,"[0, 1, 2, 3, 7, 13]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [57.0, true, null, true], ""13"": [null, true, 1479.5, false]}",6,0.861511,4.394449,82.400000,ok,5.3848,5.3850,960
133,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 79.5, false], ""9"": [202.5, true, null, true]}",5,0.853641,2.708050,82.140000,ok,32.2609,32.2611,960
134,2,2,True,"[0, 1, 2, 3, 7, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.845539,3.295837,81.840000,ok,8.5809,8.5811,960
135,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.843224,1.386294,82.830000,ok,288.3981,288.3983,960
136,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,81.730000,ok,188.1668,188.1670,960
137,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 123.5, false], ""3"": [null, true, 58.0, false], ""9"": [191.0, true, null, true]}",5,0.860585,3.178054,83.070000,ok,46.1793,46.1795,960
138,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 47.5, false], ""7"": [59.0, true, null, true]}",5,0.854798,2.079442,84.390000,ok,40.0073,40.0075,960
139,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""9"": [186.0, true, null, true]}",5,0.861742,3.178054,82.830000,ok,124.0806,124.0808,960
140,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 80.0, false], ""9"": [202.5, true, null, true]}",5,0.847854,1.791759,83.580000,ok,33.9618,33.9619,960
141,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 63.0, false], ""7"": [69.5, true, null, true]}",5,0.852483,2.484907,85.130000,ok,5.8926,5.8928,960
142,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [68.5, true, null, true]}",5,0.852483,1.791759,78.320000,ok,10.5985,10.5987,960
143,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 47.5, false], ""7"": [59.0, true, null, true]}",5,0.854798,2.079442,80.700000,ok,61.6726,61.6728,960
144,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.850168,2.197225,82.600000,ok,69.6178,69.6180,960
145,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,80.540000,ok,145.0834,145.0836,960
146,2,2,True,"[0, 1, 2, 3, 7, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.845539,3.295837,83.590000,ok,7.8241,7.8243,960
147,2,2,True,"[0, 2, 3, 7, 9, 18]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.821233,1.386294,81.350000,ok,263.9378,263.9380,960
148,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 123.5, false], ""3"": [null, true, 47.5, false], ""9"": [191.0, true, null, true]}",5,0.857113,2.772589,83.850000,ok,34.2171,34.2173,960
149,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,82.650000,ok,408.4303,408.4305,960
150,2,2,True,"[0, 1, 2, 7, 9, 13, 18, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 95.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""13"": [null, true, 1479.5, false], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",8,0.785122,1.791759,79.170000,ok,387.7412,387.7414,960
151,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 79.5, false], ""9"": [202.5, true, null, true]}",5,0.853641,2.708050,80.650000,ok,259.5089,259.5091,960
152,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,78.930000,ok,491.0708,491.0709,960
153,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,82.050000,ok,90.1745,90.1747,960
154,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,82.000000,ok,519.2761,519.2763,960
155,2,2,True,"[0, 1, 2, 3, 7, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.845539,3.295837,83.630000,ok,11.1994,11.1996,960
156,2,2,True,"[0, 2, 3, 7, 9, 13, 18]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""13"": [null, true, 1479.5, false], ""18"": [null, true, 1584.5, false]}",7,0.821002,3.295837,84.040000,ok,30.8136,30.8138,960
157,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [68.5, true, null, true]}",5,0.855955,2.197225,85.660000,ok,2.3551,2.3552,960
158,2,2,True,"[0, 2, 3, 7, 9, 18]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.821233,1.386294,81.350000,ok,279.5734,279.5736,960
159,2,2,True,"[0, 2, 3, 7, 9, 12, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""12"": [1163.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",8,0.773779,2.197225,77.520000,ok,66.6131,66.6133,960
160,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true]}",5,0.845539,1.791759,82.600000,ok,9.2054,9.2056,960
161,2,2,True,"[0, 1, 2, 3, 7, 12, 22]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""12"": [1163.5, true, null, true], ""22"": [372.5, true, null, true]}",7,0.817761,4.394449,80.360000,ok,24.5297,24.5298,960
162,2,2,True,"[0, 2, 3, 7, 9, 18]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.821233,1.386294,81.430000,ok,203.7826,203.7829,960
163,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 123.5, false], ""3"": [null, true, 58.0, false], ""9"": [197.5, true, null, true]}",5,0.855955,2.484907,80.710000,ok,43.7301,43.7303,960
164,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,78.640000,ok,147.6659,147.6661,960
165,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 63.0, false], ""7"": [68.5, true, null, true]}",5,0.850168,1.386294,83.930000,ok,47.8122,47.8124,960
166,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [68.5, true, null, true]}",5,0.855955,2.197225,79.660000,ok,12.7808,12.7809,960
167,2,2,True,"[0, 1, 2, 3, 7, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.845539,3.295837,84.440000,ok,4.7151,4.7152,960
168,2,2,True,"[0, 1, 2, 3, 7, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 123.5, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.839752,2.484907,83.630000,ok,5.8558,5.8560,960
169,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 58.0, false], ""7"": [59.0, true, null, true]}",5,0.853641,1.791759,83.270000,ok,9.9637,9.9639,960
170,2,1,False,"[0, 1, 3, 5, 14]","{""0"": [325.0, true, null, true], ""1"": [240.5, true, null, true], ""3"": [113.0, true, null, true], ""5"": [28.0, true, null, true], ""14"": [1188.5, true, null, true]}",5,0.837076,1.098612,89.340000,ok,133.0467,133.0469,960
171,2,2,True,"[0, 1, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.789983,0.693147,81.790000,ok,557.4150,557.4152,960
172,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,82.640000,ok,366.5683,366.5685,960
173,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.849011,2.197225,83.270000,ok,15.9383,15.9385,960
174,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,80.530000,ok,94.5653,94.5655,960
175,2,2,True,"[0, 1, 2, 3, 7, 9]","{""0"": [null, true, 314.0, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true]}",6,0.837542,4.905275,79.480000,ok,11.9824,11.9825,960
176,2,1,False,"[0, 2, 3, 14]","{""0"": [352.0, true, null, true], ""2"": [124.5, true, null, true], ""3"": [130.5, true, null, true], ""14"": [1188.5, true, null, true]}",4,0.868010,1.386294,88.810000,ok,101.7006,101.7007,960
177,2,2,True,"[0, 1, 2, 3, 7, 19]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 58.0, false], ""7"": [59.0, true, null, true], ""19"": [1051.5, true, null, true]}",6,0.830492,2.484907,84.270000,ok,22.1180,22.1182,960
178,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 79.5, false], ""9"": [197.5, true, null, true]}",5,0.849011,1.609438,83.670000,ok,122.3336,122.3338,960
179,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true]}",5,0.849011,2.197225,81.400000,ok,132.5577,132.5579,960
180,2,2,True,"[0, 2, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.798085,1.791759,82.170000,ok,275.9810,275.9812,960
181,2,2,True,"[0, 1, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.789983,0.693147,79.820000,ok,354.2392,354.2394,960
182,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 58.0, false], ""7"": [59.0, true, null, true]}",5,0.853641,1.791759,83.260000,ok,27.3941,27.3942,960
183,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 47.5, false], ""7"": [68.5, true, null, true]}",5,0.852483,1.791759,82.510000,ok,220.0016,220.0018,960
184,2,2,True,"[0, 1, 2, 3, 7]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 58.0, false], ""7"": [59.0, true, null, true]}",5,0.858270,2.484907,81.370000,ok,14.4451,14.4452,960
185,2,2,True,"[0, 2, 3, 7, 9, 21]","{""0"": [null, true, 256.5, false], ""2"": [null, true, 95.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""21"": [681.5, true, null, true]}",6,0.807344,1.386294,79.790000,ok,121.9850,121.9852,960
186,2,2,True,"[0, 1, 3, 7, 9, 18, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""3"": [null, true, 47.5, false], ""7"": [69.5, true, null, true], ""9"": [202.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.789983,0.693147,79.940000,ok,307.0200,307.0202,960
187,2,2,True,[],{},0,,,,error:AssertionError,12.6248,12.6248,960
188,2,2,True,"[0, 1, 2, 3, 9]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 79.5, false], ""3"": [null, true, 79.5, false], ""9"": [197.5, true, null, true]}",5,0.849011,1.609438,80.450000,ok,22.8920,22.8921,960
189,2,1,False,"[0, 1, 2, 3, 4, 5, 14, 15, 16, 22, 23]","{""0"": [269.0, true, null, true], ""1"": [240.5, true, null, true], ""2"": [124.5, true, null, true], ""3"": [63.0, true, null, true], ""4"": [31.5, true, null, true], ""5"": [28.0, true, null, true], ""14"": [1017.5, true, null, true], ""15"": [996.5, true, null, true], ""16"": [1093.5, true, null, true], ""22"": [566.0, true, null, true], ""23"": [315.5, true, null, true]}",11,0.740684,8.188689,86.940000,ok,9.1536,9.1538,960
190,2,2,True,"[0, 1, 2, 3, 7, 18]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 217.5, false], ""2"": [null, true, 122.0, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false]}",6,0.845539,3.295837,83.830000,ok,7.6132,7.6133,960
191,2,2,True,"[0, 1, 2, 3, 7, 18, 21]","{""0"": [null, true, 256.5, false], ""1"": [null, true, 178.5, false], ""2"": [null, true, 123.5, false], ""3"": [null, true, 58.0, false], ""7"": [69.5, true, null, true], ""18"": [null, true, 1584.5, false], ""21"": [681.5, true, null, true]}",7,0.811974,2.484907,83.360000,ok,236.4779,236.4781,960
