f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,class
2.53889,2.34446,2.12999,1.92068,1.70197,1.49306,1.28429,1.08009,0.871541,0.663204,0.459181,0.254594,0.0491963,-0.170302,-0.219184,-0.394278,-0.593615,-0.700136,-0.874958,-1.03317,-1.15065,-1.24371,-1.32114,-1.36462,-1.2313,-1.08211,-0.886968,-0.962198,-1.06657,-1.1688,-1.24598,-1.20563,-1.19269,-1.10189,-0.969903,-0.81556,-0.645499,-0.463543,-0.269239,-0.0851712,0.126071,0.294316,0.412069,0.581325,0.699995,0.771925,0.664088,0.507549,0.356592,0.211961,0.0732719,-0.0624962,-0.186077,-0.296914,-0.404205,-0.496599,-0.570141,-0.636036,-0.639594,-0.456099,-0.284216,-0.125957,0.0678587,0.253028,0.450059,0.638709,0.808583,0.882792,0.896144,0.869716,1.03358,1.21713,1.41096,1.58515,1.49209,1.3058,1.10626,0.902272,0.698436,0.497161,0.296743,0.100908,-0.0932996,-0.292553,-0.471426,-0.670319,-0.664349,-0.608362,-0.542078,-0.465741,-0.395319,-0.289368,-0.173042,-0.0496859,0.0680462,0.194224,0.334407,0.425893,0.37743,0.231965,0.0917981,-0.0564363,-0.249677,-0.410338,-0.557388,-0.697061,-0.844721,-0.966069,-1.07546,-1.19159,-1.28765,-1.36633,-1.4102,-1.42336,-1.33581,-1.22469,-1.11675,-1.09178,-1.28223,-1.37969,-1.31336,-1.24356,-1.14247,-1.05155,-0.933791,-0.730338,-0.536366,-0.361121,-0.214084,-0.0898106,0.111469,0.316624,0.515054,0.709502,0.889589,1.08537,1.28153,1.47801,1.66803,1.85861,2.05607,2.24742,2.42709,2.54456,1
2.55943,2.31879,2.06511,1.81182,1.559,1.30866,1.08189,0.959499,0.782939,0.62724,0.46441,0.240996,0.0389519,0.0118875,0.0243754,-0.071706,-0.293304,-0.540255,-0.779459,-0.989688,-1.12077,-1.32604,-1.47484,-1.5908,-1.63445,-1.64444,-1.49441,-1.30618,-1.16881,-1.23564,-1.31146,-1.36688,-1.32912,-1.10816,-0.882182,-0.716232,-0.554726,-0.426348,-0.579889,-0.355798,-0.0935821,0.116796,0.0808174,0.280234,0.390698,0.490431,0.603297,0.728192,0.845343,0.98032,0.812135,0.611083,0.427562,0.488345,0.487131,0.282492,0.0775399,-0.116696,-0.291413,-0.42201,-0.554037,-0.669575,-0.762278,-0.675314,-0.524859,-0.309482,-0.0737365,0.161184,0.29808,0.349808,0.595317,0.844166,1.0932,1.34214,1.54904,1.71376,1.57575,1.32654,1.07736,0.828229,0.577823,0.328236,0.119388,-0.112467,-0.35064,-0.581411,-0.803449,-0.771719,-0.670597,-0.569796,-0.451307,-0.300431,-0.0933052,0.107237,0.214687,0.118642,0.293325,0.528445,0.621303,0.526846,0.410298,0.306947,0.213384,0.10382,-0.0917167,-0.110121,-0.231268,-0.463477,-0.674216,-0.635296,-0.726589,-0.901149,-1.10571,-1.27366,-1.39001,-1.34666,-1.28354,-1.21282,-1.33937,-1.5617,-1.57102,-1.51886,-1.42822,-1.30429,-1.12414,-0.888645,-0.611979,-0.383507,-0.154329,0.0471422,0.0420451,0.0876657,0.336782,0.515382,0.670309,0.844121,1.03079,1.21182,1.45641,1.70148,1.93955,2.18229,2.42184,2.562,2
2.64347,2.43263,2.2257,2.01869,1.81255,1.60668,1.40113,1.19579,0.990722,0.78611,0.582732,0.410932,0.227235,0.0752261,-0.105041,-0.295904,-0.485139,-0.676115,-0.864998,-1.05136,-1.23465,-1.41416,-1.56278,-1.62526,-1.6494,-1.63938,-1.59102,-1.52589,-1.40366,-1.27826,-1.13548,-0.973395,-0.773665,-0.582645,-0.359032,-0.146833,0.0234282,0.0870015,0.164195,0.230668,0.311626,0.24998,0.0947379,-0.0497826,-0.186592,-0.321478,-0.451115,-0.571875,-0.682731,-0.782593,-0.853686,-0.874429,-0.5945,-0.325254,-0.0550262,0.190452,0.45278,0.639068,0.795073,0.88679,0.835891,0.794464,0.759635,0.721463,0.709453,0.687426,0.500829,0.302542,0.0628365,-0.160642,-0.36197,-0.584584,-0.42453,-0.5255,-0.440297,-0.597324,-0.633969,-0.439805,-0.49328,-0.29817,-0.0775257,0.146378,0.342712,0.550229,0.594928,0.599223,0.602903,0.613618,0.635404,0.663976,0.63594,0.478402,0.281708,0.0607829,-0.099977,-0.155644,-0.273496,-0.398318,-0.531315,-0.447555,-0.319341,-0.184758,-0.0416264,0.0537979,0.0271196,-0.0493668,-0.0867423,-0.249256,-0.427848,-0.610731,-0.77595,-0.942094,-1.093,-1.21853,-1.31801,-1.40719,-1.45151,-1.48738,-1.49391,-1.45633,-1.37192,-1.20795,-1.03844,-0.864362,-0.696637,-0.524496,-0.339707,-0.161152,0.00466899,0.158336,0.313192,0.474773,0.65262,0.854126,1.05218,1.2509,1.45022,1.64858,1.84754,2.04586,2.24732,2.44688,2.59515,2.64588,6
2.82208,2.61585,2.39347,2.17086,1.94858,1.72585,1.50399,1.28087,1.05867,0.835494,0.612374,0.390699,0.388517,0.409272,0.207821,-0.00978443,-0.222005,-0.442059,-0.628976,-0.826205,-1.01773,-1.21012,-1.34133,-1.38845,-1.36039,-1.17344,-1.15619,-1.21368,-1.15883,-1.02505,-0.831689,-0.61402,-0.394682,-0.16605,0.0638888,0.168113,0.225612,0.211262,0.184713,0.105416,-0.116999,-0.332617,-0.55144,-0.762438,-0.940458,-1.11271,-1.26602,-1.40434,-1.25318,-1.06561,-0.777797,-0.628768,-0.352763,-0.0666897,0.225234,0.497539,0.702035,0.780101,0.676568,0.537258,0.404762,0.294587,0.264717,0.478035,0.692598,0.892932,0.739376,0.518689,0.295346,0.0785377,-0.137179,-0.361797,-0.279354,-0.320617,-0.473306,-0.319941,-0.280747,-0.217353,0.0251257,0.24793,0.467936,0.6382,0.816968,0.648904,0.455444,0.318897,0.442729,0.561001,0.590161,0.455861,0.217519,-0.0849242,-0.386948,-0.651837,-0.851429,-1.09194,-1.28927,-1.34236,-1.18957,-1.03551,-0.859713,-0.673811,-0.459887,-0.248565,-0.0298642,0.0539892,0.0817376,0.111527,0.0252047,-0.141303,-0.389792,-0.592208,-0.777077,-0.978924,-1.13248,-1.20671,-1.15225,-1.11423,-1.18624,-1.32787,-1.36494,-1.34144,-1.16031,-0.975597,-0.791515,-0.594089,-0.438134,-0.225839,-0.00705315,0.207764,0.378169,0.351199,0.435954,0.656031,0.878372,1.10085,1.32345,1.54461,1.76605,1.98651,2.20745,2.42815,2.64868,2.82232,7
2.72892,2.5089,2.29415,2.08266,1.8749,1.66167,1.45645,1.25298,1.06725,0.8976,0.692759,0.488045,0.283479,0.0801285,-0.0302788,0.034317,0.025566,-0.168533,-0.358111,-0.536836,-0.708527,-0.866863,-1.01217,-1.14207,-1.26397,-1.3548,-1.42494,-1.49204,-1.48786,-1.47529,-1.43212,-1.37326,-1.26805,-1.17143,-1.03763,-0.888211,-0.725707,-0.553657,-0.375507,-0.189626,0.00275443,0.200619,0.386308,0.526994,0.650649,0.700144,0.716086,0.59008,0.628598,0.560621,0.422943,0.29111,0.150723,0.0165233,-0.110734,-0.250312,-0.415169,-0.330139,-0.169267,0.0319259,0.233651,0.415323,0.605809,0.730579,0.588033,0.39407,0.183833,-0.0207106,-0.219145,-0.410635,-0.572837,-0.531718,-0.415227,-0.251645,-0.336923,-0.553144,-0.569742,-0.450911,-0.330087,-0.1234,0.0837845,0.286357,0.461696,0.660213,0.74067,0.546126,0.380122,0.190345,0.0024149,-0.106271,0.0248986,0.149537,0.264673,0.270585,0.168825,0.196723,0.276982,0.216912,0.149157,-0.00936282,-0.177801,-0.327537,-0.485771,-0.637876,-0.782835,-0.919442,-1.0463,-1.16177,-1.26413,-1.35148,-1.42193,-1.47367,-1.50526,-1.51574,-1.50478,-1.43781,-1.37956,-1.30695,-1.23219,-1.1314,-1.0175,-0.892236,-0.746667,-0.611841,-0.458817,-0.305933,-0.118134,0.00985633,-0.0166433,0.0253704,0.224055,0.428715,0.622829,0.827928,1.02805,1.22361,1.42272,1.63,1.82657,2.01508,2.20876,2.4031,2.59092,2.73215,3
2.85979,2.65849,2.44629,2.2347,2.02009,1.80207,1.58808,1.3665,1.14899,0.927526,0.710355,0.569314,0.44637,0.288906,0.0777673,-0.135163,-0.349151,-0.553496,-0.72786,-0.914015,-1.10449,-1.28845,-1.36012,-1.37907,-1.31779,-1.11812,-1.16876,-1.17082,-1.12324,-0.980183,-0.813373,-0.620492,-0.431463,-0.213441,0.0116045,0.120283,0.225236,0.186504,0.156548,0.0748136,-0.150971,-0.374828,-0.596247,-0.801126,-0.986589,-1.14869,-1.29817,-1.34202,-1.15376,-0.953467,-0.695762,-0.553806,-0.294542,-0.0372905,0.217652,0.46023,0.651022,0.723642,0.600859,0.470275,0.332511,0.223408,0.313785,0.528865,0.745607,0.729341,0.510609,0.292527,0.0755433,-0.141902,-0.361436,-0.348495,-0.299421,-0.377294,-0.44842,-0.314207,-0.303826,-0.205274,0.0423863,0.278714,0.515435,0.73413,0.638358,0.444627,0.261144,0.373811,0.484857,0.605542,0.561167,0.353754,0.0892868,-0.194281,-0.477594,-0.657032,-0.892936,-1.11434,-1.31145,-1.34331,-1.19511,-1.03382,-0.86224,-0.682535,-0.476153,-0.272793,-0.0681194,0.0710184,0.10424,0.136226,0.111035,-0.000459075,-0.218922,-0.411225,-0.61111,-0.795029,-0.959946,-1.1029,-1.17031,-1.08806,-1.12931,-1.30713,-1.32499,-1.28113,-1.10172,-0.913823,-0.719428,-0.523922,-0.300962,-0.182389,0.0288491,0.243599,0.381278,0.356594,0.456997,0.677942,0.89765,1.11894,1.33964,1.56045,1.78276,2.00696,2.22993,2.45678,2.68481,2.85655,7
2.44985,2.32245,2.13378,1.94346,1.75323,1.5631,1.37525,1.18779,0.998268,0.806365,0.614494,0.425342,0.233617,0.0448737,-0.146627,-0.334799,-0.482502,-0.540001,-0.715173,-0.900274,-1.05393,-1.1768,-1.285,-1.36395,-1.41619,-1.43411,-1.37239,-1.25968,-1.09623,-1.05734,-1.13673,-1.21497,-1.29188,-1.33256,-1.2289,-1.19501,-1.08565,-0.946075,-0.799565,-0.646792,-0.482783,-0.312017,-0.136852,0.051259,0.229707,0.349766,0.49014,0.609796,0.68644,0.605059,0.470954,0.34247,0.206733,0.0910843,-0.0167018,-0.115737,-0.220615,-0.299768,-0.383651,-0.438929,-0.480731,-0.38652,-0.199636,-0.0133864,0.175122,0.363629,0.553266,0.743984,0.897528,0.996845,1.18983,1.3846,1.57544,1.65943,1.47219,1.28673,1.09957,0.912354,0.746809,0.555302,0.377102,0.186189,0.003081,-0.183035,-0.36386,-0.499201,-0.464181,-0.414846,-0.344176,-0.262395,-0.184171,-0.0792905,0.0269936,0.141792,0.264202,0.393395,0.509106,0.635326,0.488675,0.379149,0.24264,0.104037,-0.0789801,-0.262469,-0.4477,-0.623539,-0.780987,-0.942604,-1.0759,-1.20076,-1.26792,-1.31538,-1.23866,-1.15977,-1.06476,-0.983455,-1.14611,-1.27192,-1.38463,-1.40208,-1.36219,-1.29723,-1.20284,-1.08339,-0.952136,-0.771648,-0.593032,-0.460372,-0.374886,-0.187895,0.00222243,0.193393,0.383167,0.574465,0.764816,0.95584,1.14689,1.3381,1.52951,1.72192,1.91381,2.10667,2.29994,2.44854,1
2.57714,2.31503,2.05966,1.80362,1.54895,1.36257,1.13435,0.994406,0.818641,0.657595,0.474145,0.268065,0.111382,0.100116,0.122103,-0.0548177,-0.303957,-0.553843,-0.783793,-0.967521,-1.15012,-1.31886,-1.47771,-1.57846,-1.63539,-1.57408,-1.40223,-1.16734,-1.15075,-1.24394,-1.32044,-1.38814,-1.24454,-1.06304,-0.870047,-0.689248,-0.556066,-0.571996,-0.507986,-0.250821,-0.0120829,0.00306533,0.161787,0.283643,0.376565,0.462791,0.583602,0.696545,0.821519,0.693674,0.501379,0.313699,0.360233,0.383784,0.191347,-0.0162468,-0.228363,-0.392828,-0.538963,-0.671448,-0.780241,-0.878288,-0.814528,-0.70753,-0.534,-0.288,-0.049784,0.154865,0.14985,0.379016,0.630816,0.882564,1.13481,1.38727,1.63971,1.87915,1.75287,1.49962,1.24982,0.999869,0.744433,0.491358,0.242091,0.0323206,-0.200556,-0.437225,-0.654277,-0.790229,-0.873532,-0.764673,-0.656092,-0.511352,-0.369674,-0.163792,0.053683,0.206704,0.144175,0.288205,0.528495,0.616994,0.514414,0.386625,0.292083,0.212797,0.106806,-0.0831219,-0.0992136,-0.336702,-0.561273,-0.601978,-0.635477,-0.774903,-0.953399,-1.12155,-1.28586,-1.34026,-1.28062,-1.18982,-1.13817,-1.40368,-1.50969,-1.47553,-1.39999,-1.27918,-1.12743,-0.916673,-0.663658,-0.39557,-0.156012,0.0728644,0.118721,0.128,0.294683,0.49272,0.663507,0.829946,1.01246,1.20739,1.45181,1.70073,1.94653,2.18988,2.41713,2.57938,2
2.71994,2.52444,2.31547,2.10772,1.89992,1.69314,1.4868,1.28071,1.07504,0.869734,0.665356,0.466139,0.298997,0.12534,-0.0509219,-0.237668,-0.426483,-0.618446,-0.8022,-0.982349,-1.1658,-1.34551,-1.50222,-1.54926,-1.58966,-1.56799,-1.52265,-1.43337,-1.31715,-1.17662,-1.01454,-0.852571,-0.657663,-0.448715,-0.230082,-0.020083,0.101596,0.155615,0.236998,0.282164,0.225219,0.0715179,-0.0799658,-0.224301,-0.360787,-0.4921,-0.613935,-0.72369,-0.817868,-0.826921,-0.645926,-0.386577,-0.11162,0.149055,0.395092,0.589741,0.762107,0.846245,0.793678,0.751189,0.719047,0.679937,0.676395,0.650111,0.504562,0.29558,0.0878726,-0.171415,-0.350548,-0.580829,-0.447986,-0.609347,-0.525259,-0.509671,-0.644384,-0.467081,-0.527177,-0.328806,-0.11966,0.119889,0.324768,0.525693,0.613192,0.613042,0.623289,0.643849,0.674602,0.709784,0.690409,0.546713,0.369923,0.134441,-0.128246,-0.325066,-0.407013,-0.549727,-0.688146,-0.607416,-0.490201,-0.363616,-0.224236,-0.0862364,0.0628042,0.136064,0.114079,0.0360617,-0.0498913,-0.205053,-0.401509,-0.59622,-0.786986,-0.954311,-1.10623,-1.22188,-1.3464,-1.43202,-1.49673,-1.54273,-1.5469,-1.52241,-1.46648,-1.30415,-1.13575,-0.962387,-0.784914,-0.604019,-0.42026,-0.242057,-0.0609038,0.0888257,0.243038,0.400972,0.571697,0.765583,0.964223,1.16682,1.3665,1.56672,1.76742,1.96854,2.16762,2.36961,2.56777,2.72151,6
2.84985,2.64121,2.41903,2.19777,1.97702,1.75646,1.53606,1.31571,1.09545,0.875298,0.655267,0.434828,0.41995,0.413013,0.206662,-0.00711833,-0.223392,-0.435104,-0.621856,-0.815856,-1.01657,-1.20555,-1.32593,-1.3617,-1.34796,-1.17634,-1.1474,-1.18964,-1.18453,-1.04285,-0.862506,-0.663648,-0.461744,-0.247005,-0.011479,0.119415,0.193002,0.182259,0.162254,0.107527,-0.0896258,-0.306915,-0.522626,-0.726563,-0.916335,-1.0885,-1.25069,-1.40018,-1.37377,-1.18692,-0.958813,-0.688933,-0.506259,-0.19857,0.109912,0.397705,0.627042,0.737516,0.680536,0.545481,0.419256,0.2865,0.180577,0.25614,0.465577,0.68415,0.797417,0.625252,0.405253,0.188846,-0.0269884,-0.238083,-0.452027,-0.419583,-0.32841,-0.353503,-0.518579,-0.375237,-0.320553,-0.296178,-0.0585887,0.146649,0.382429,0.61365,0.770348,0.608013,0.446759,0.353312,0.460588,0.562577,0.503486,0.301537,0.0289368,-0.257868,-0.540874,-0.721069,-0.988947,-1.192,-1.36831,-1.31151,-1.1441,-0.978249,-0.803435,-0.602271,-0.388469,-0.17277,0.00605848,0.0617001,0.0900595,0.0633279,-0.0208868,-0.239743,-0.459729,-0.672116,-0.86494,-1.0329,-1.14399,-1.12519,-1.08984,-1.27029,-1.30386,-1.26875,-1.11598,-0.938192,-0.753198,-0.562539,-0.374009,-0.162389,0.0505264,0.258901,0.422143,0.403282,0.497882,0.718278,0.936035,1.15407,1.37235,1.59084,1.80732,2.0242,2.24143,2.45559,2.6705,2.85106,7
2.52859,2.24588,1.97025,1.6999,1.43266,1.16414,0.976445,0.821169,0.680841,0.548998,0.390116,0.144839,0.0294051,0.0119011,0.0123281,-0.132572,-0.390535,-0.646167,-0.847375,-1.048,-1.2299,-1.39816,-1.53123,-1.60114,-1.67337,-1.639,-1.51134,-1.32786,-1.13128,-1.19508,-1.27434,-1.3249,-1.28916,-1.10635,-0.902903,-0.759647,-0.563177,-0.435747,-0.494116,-0.249111,0.00587702,0.172285,0.16362,0.361008,0.501826,0.563171,0.678318,0.807727,0.933659,0.998198,0.740368,0.510388,0.527591,0.571793,0.379455,0.149438,-0.0708002,-0.238696,-0.377786,-0.509092,-0.616337,-0.702348,-0.548106,-0.399803,-0.1985,0.034894,0.261678,0.375167,0.418352,0.640397,0.891173,1.13688,1.38287,1.62594,1.6699,1.40924,1.14953,0.904428,0.654642,0.412008,0.243404,-0.0185628,-0.271119,-0.520028,-0.748896,-0.680801,-0.586837,-0.47437,-0.345404,-0.201953,0.0364615,0.256087,0.352266,0.232218,0.414605,0.621113,0.750444,0.638259,0.495215,0.378737,0.31225,0.190003,0.019147,-0.0454064,-0.158173,-0.371356,-0.576254,-0.603566,-0.634778,-0.775871,-0.991581,-1.16824,-1.32064,-1.41917,-1.34921,-1.27267,-1.23351,-1.41167,-1.61118,-1.60654,-1.57878,-1.48794,-1.39366,-1.25705,-1.01645,-0.759948,-0.481553,-0.235925,-0.0405347,0.0298237,0.0358679,0.207406,0.419331,0.556579,0.690439,0.849038,1.00568,1.24138,1.48666,1.72442,1.96314,2.20271,2.43573,2.53586,2
2.4397,2.24881,2.05845,1.86839,1.67809,1.48939,1.29957,1.11102,0.920504,0.731313,0.539593,0.349651,0.16204,-0.0280009,-0.217924,-0.398529,-0.435089,-0.597456,-0.781399,-0.963155,-1.09421,-1.21429,-1.30638,-1.37121,-1.41969,-1.34416,-1.20709,-1.04579,-1.10996,-1.20052,-1.29091,-1.34685,-1.27513,-1.21512,-1.10455,-0.975125,-0.830175,-0.669806,-0.504809,-0.325385,-0.133944,0.0533293,0.189011,0.328068,0.457472,0.607708,0.586597,0.457439,0.334597,0.206176,0.0843189,-0.0301524,-0.136374,-0.233372,-0.320178,-0.395737,-0.475849,-0.509266,-0.527841,-0.347032,-0.167701,0.0166179,0.204756,0.384204,0.57191,0.75711,0.940117,1.12714,1.31533,1.50355,1.69515,1.70748,1.51597,1.32491,1.15234,0.961703,0.79355,0.606867,0.42018,0.236408,0.0490165,-0.137797,-0.31798,-0.498948,-0.506818,-0.44806,-0.393338,-0.309902,-0.231418,-0.127278,-0.0289501,0.0919583,0.206407,0.327959,0.464055,0.577969,0.53927,0.416019,0.283665,0.173771,-0.00926083,-0.176972,-0.358295,-0.521038,-0.675221,-0.836817,-0.986373,-1.12099,-1.23593,-1.26147,-1.29965,-1.22016,-1.14064,-1.04567,-0.966483,-1.10825,-1.25117,-1.35388,-1.40883,-1.38555,-1.3302,-1.25573,-1.16564,-1.03729,-0.89008,-0.70883,-0.534841,-0.434455,-0.304041,-0.115111,0.0717458,0.263076,0.452978,0.640706,0.832466,1.0206,1.21068,1.39929,1.58743,1.77604,1.96545,2.15604,2.30645,2.43993,1
2.42901,2.22719,2.02878,1.83345,1.63272,1.43772,1.24038,1.06048,0.868286,0.678321,0.483977,0.29187,0.0998048,-0.0958583,-0.290663,-0.36838,-0.505454,-0.692605,-0.876693,-1.00727,-1.15153,-1.26307,-1.34825,-1.38578,-1.38458,-1.279,-1.15965,-0.978673,-0.971012,-1.0589,-1.14293,-1.20981,-1.2341,-1.15225,-1.14132,-1.00671,-0.850171,-0.676085,-0.488071,-0.272079,-0.0643924,0.150348,0.309226,0.430673,0.592425,0.711658,0.775242,0.647329,0.508457,0.375252,0.238376,0.107355,-0.0057648,-0.122023,-0.217653,-0.314858,-0.402016,-0.463451,-0.525145,-0.475094,-0.29385,-0.117035,0.0551466,0.234799,0.420533,0.60672,0.779611,0.889272,0.905375,0.984781,1.1728,1.3097,1.49259,1.58785,1.49427,1.3029,1.13083,0.940566,0.751054,0.561557,0.372402,0.183083,0.0271946,-0.143924,-0.333396,-0.521856,-0.601115,-0.560741,-0.506597,-0.440572,-0.37661,-0.286315,-0.201274,-0.0917364,0.0257395,0.136549,0.254563,0.316752,0.219546,0.0787668,-0.04308,-0.206043,-0.372549,-0.521184,-0.676779,-0.809363,-0.946739,-1.05899,-1.18837,-1.28655,-1.35001,-1.40786,-1.39174,-1.29032,-1.18684,-1.08598,-1.12314,-1.29792,-1.40198,-1.34368,-1.27805,-1.19245,-1.08955,-0.962772,-0.783279,-0.601794,-0.442251,-0.351151,-0.176237,0.0189881,0.20833,0.398018,0.57681,0.756629,0.942387,1.13303,1.31503,1.50183,1.68439,1.8718,2.05941,2.23898,2.39146,2.43257,1
2.48344,2.19225,1.91177,1.64409,1.386,1.13284,0.860062,0.611981,0.3493,0.0911709,-0.170638,-0.10026,-0.213465,-0.443126,-0.684931,-0.909445,-1.11068,-1.27808,-1.41492,-1.50819,-1.35595,-1.17854,-0.986031,-0.773635,-0.564355,-0.348459,-0.118624,0.105985,0.341518,0.571905,0.804735,1.04063,1.2708,1.44859,1.54085,1.43013,1.17742,0.923405,0.671264,0.418468,0.167172,-0.0837748,-0.333784,-0.582156,-0.829659,-1.07437,-1.31654,-1.552,-1.78543,-2.02554,-1.86773,-1.62338,-1.31373,-1.00625,-0.692432,-0.381689,-0.0708395,0.237707,0.514767,0.647163,0.574268,0.409838,0.238361,0.094978,-0.0542529,-0.229309,-0.14285,0.100974,0.308839,0.0663821,-0.190894,-0.425307,-0.39895,-0.178975,-0.144131,-0.368607,-0.298789,-0.182727,0.0691824,0.320673,0.420359,0.185411,0.176702,0.366728,0.547289,0.630277,0.516524,0.280276,0.0185828,-0.244039,-0.514994,-0.779447,-1.04338,-1.3066,-1.53125,-1.71848,-1.74794,-1.48845,-1.24441,-1.0008,-0.743616,-0.483556,-0.22952,0.0279639,0.29095,0.543316,0.807399,1.06112,1.31548,1.50494,1.39966,1.28465,1.11252,0.812882,0.522582,0.235907,-0.0468668,-0.322116,-0.590128,-0.848683,-1.09211,-1.27101,-1.21214,-1.1466,-1.0542,-0.938147,-0.801779,-0.631902,-0.495659,-0.300979,-0.0852916,-0.107325,-0.0864855,0.161341,0.405763,0.662532,0.919668,1.16222,1.40055,1.63714,1.88739,2.12239,2.35133,2.49057,4
2.62335,2.38626,2.13239,1.87875,1.62541,1.3723,1.14041,0.941558,0.759715,0.59721,0.371285,0.150517,0.126636,0.145517,0.0945165,-0.111041,-0.358755,-0.537402,-0.737692,-0.951912,-1.19831,-1.38232,-1.51894,-1.61204,-1.65887,-1.64073,-1.48641,-1.31078,-1.07115,-1.13682,-1.22409,-1.28895,-1.35638,-1.27206,-1.06849,-0.866753,-0.695028,-0.53274,-0.432748,-0.558955,-0.363401,-0.101623,0.0777033,0.0368973,0.243922,0.381293,0.469654,0.578725,0.700579,0.834112,0.96491,0.770517,0.545697,0.367011,0.528799,0.544792,0.354809,0.1322,-0.0748363,-0.245892,-0.405248,-0.550937,-0.680752,-0.792316,-0.746853,-0.599785,-0.544236,-0.302747,-0.0609374,0.171435,0.179692,0.309932,0.498506,0.761605,1.02432,1.28868,1.54086,1.76168,1.60273,1.35484,1.10755,0.852001,0.596046,0.336625,0.0767183,-0.173943,-0.40307,-0.639169,-0.878521,-0.869826,-0.780522,-0.656655,-0.529293,-0.359721,-0.214442,0.000770493,0.0111829,-0.0240521,0.166141,0.315705,0.487474,0.386984,0.266898,0.148354,0.0691074,-0.022497,0.0740375,0.109873,-0.0726494,-0.27254,-0.447866,-0.578633,-0.768485,-0.881452,-1.05685,-1.24032,-1.37038,-1.43616,-1.35036,-1.26079,-1.29602,-1.49434,-1.42468,-1.33219,-1.19669,-0.981935,-0.742402,-0.500533,-0.25171,-0.0117967,0.15478,0.157797,0.297099,0.517514,0.693354,0.863992,1.04662,1.26108,1.50903,1.75516,2.00063,2.24827,2.49251,2.62439,2
2.32237,2.12984,1.93881,1.74797,1.60716,1.4587,1.39956,1.33484,1.14408,0.953973,0.763996,0.573509,0.383035,0.193313,0.00292273,-0.186504,-0.375652,-0.548177,-0.585217,-0.762803,-0.941831,-1.09692,-1.23192,-1.34623,-1.4258,-1.48274,-1.50801,-1.48832,-1.40132,-1.27678,-1.11077,-1.14995,-1.21934,-1.28494,-1.33089,-1.31167,-1.23933,-1.14887,-1.00804,-0.852152,-0.684283,-0.506853,-0.321786,-0.130558,0.065663,0.242778,0.394914,0.530041,0.681192,0.769965,0.747601,0.624418,0.496068,0.373727,0.258064,0.149831,0.04981,-0.055229,-0.13677,-0.207487,-0.266554,-0.313178,-0.311963,-0.132029,0.0490876,0.234249,0.417711,0.602227,0.789497,0.97602,1.08622,1.10495,1.29539,1.48688,1.59127,1.40316,1.21396,1.02571,0.835586,0.663785,0.481554,0.294134,0.107193,-0.0766695,-0.262076,-0.350908,-0.318674,-0.273278,-0.200285,-0.1311,-0.0510436,0.0390238,0.138232,0.245742,0.360751,0.482514,0.596703,0.603299,0.475147,0.328478,0.1979,0.00117203,-0.171544,-0.353621,-0.514346,-0.682607,-0.837526,-0.989363,-1.12294,-1.23918,-1.33439,-1.312,-1.24149,-1.16861,-1.07937,-1.09415,-1.27107,-1.38064,-1.44651,-1.4305,-1.38895,-1.3242,-1.23639,-1.11848,-0.952642,-0.782662,-0.614815,-0.521543,-0.390024,-0.200864,-0.0135223,0.174211,0.359683,0.550603,0.739168,0.927932,1.11476,1.3023,1.48896,1.6758,1.86407,2.05257,2.2201,2.32301,1
