f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,class
-1.3841,-2.96905,-3.676,-4.4552,-4.36079,-3.73573,-2.41652,-1.60878,-1.43472,-0.960535,-0.59475,-0.534123,-0.450636,-0.410999,-0.371324,-0.497125,-0.476873,-0.415497,-0.367856,-0.381492,-0.298916,-0.304412,-0.382483,-0.310874,-0.247176,-0.293111,-0.315662,-0.286141,-0.26717,-0.378575,-0.269444,-0.292521,-0.289117,-0.28329,-0.206735,-0.198503,-0.165495,-0.156296,-0.157778,-0.060603,0.0279353,0.0697481,0.0567385,0.135267,0.187771,0.196864,0.134618,0.183888,0.158846,0.199892,0.192201,0.222971,0.132181,0.122682,0.10502,-0.0509019,0.0748913,0.0764717,0.150802,0.197526,0.177715,0.152186,0.155208,0.162871,0.206849,0.106326,0.106391,0.189515,0.243868,0.226985,0.274675,0.307322,0.326025,0.359227,0.374754,0.462112,0.454721,0.443833,0.450872,0.536938,0.544182,0.483299,0.427617,0.547317,0.502528,0.449327,0.49958,0.456201,0.459647,0.478916,0.476851,0.542702,0.571216,0.714407,0.891638,1.0316,1.06364,1.25626,1.48766,1.71803,1.82538,1.85875,1.87224,1.71344,1.54489,1.40888,1.26931,0.992659,0.851139,0.567072,0.177165,0.014851,-0.107326,-0.0566181,-0.146029,-0.177798,-0.0447694,-0.018066,-0.0440339,-0.156994,-0.0728356,0.00237295,-0.0738839,-0.0251546,0.0171273,0.0584741,0.00670305,0.239328,0.71299,1.31471,1.25441,1.01567,0.585555,-0.103172,-0.710656,-1.03634,-0.722435,-0.225386,-0.30918,-1.50248,1
-2.16768,-4.43451,-4.38221,-4.39096,-3.19101,-2.02846,-1.78268,-1.44618,-0.495363,-0.281963,-0.264429,-0.303368,-0.222561,-0.206617,-0.204873,-0.262869,-0.374009,-0.321182,-0.37963,-0.315918,-0.426202,-0.375744,-0.415843,-0.460067,-0.485501,-0.594097,-0.553787,-0.538661,-0.677295,-0.753843,-0.649816,-0.705112,-0.821692,-0.835299,-0.871104,-0.846799,-0.869266,-0.81187,-0.712295,-0.630888,-0.62252,-0.559458,-0.375853,-0.269882,-0.205683,-0.0317826,-0.0558828,0.000173269,0.0377458,0.111653,0.0961733,0.13302,0.126274,0.0194728,0.135106,0.136442,0.207673,0.214057,0.241386,0.270799,0.284949,0.27829,0.285508,0.358005,0.355798,0.434906,0.504678,0.51427,0.569507,0.639136,0.665541,0.648728,0.703128,0.689981,0.670063,0.632115,0.63783,0.602094,0.567577,0.560418,0.465275,0.556168,0.515179,0.469733,0.367962,0.413969,0.408097,0.287174,0.282149,0.291391,0.348955,0.263602,0.289736,0.314045,0.249056,0.247229,0.277392,0.344649,0.535196,0.790568,0.948342,1.17588,1.20722,1.4793,1.7437,1.89475,1.74069,1.72164,1.54086,1.30227,1.23678,0.941232,0.635637,0.0590447,-0.194665,-0.286955,-0.31031,-0.211482,-0.244417,-0.311668,-0.260843,-0.249832,-0.158436,-0.234436,-0.130235,-0.248593,-0.19003,-0.161439,-0.135225,-0.0494759,0.191351,0.954205,1.56954,1.38146,1.50701,0.953568,0.421583,0.0428409,0.561244,0.730579,1
2.11779,0.732806,-1.84737,-3.19084,-4.54654,-4.60497,-3.03007,-1.86659,-1.85767,-0.96886,0.0867353,-0.082167,0.00108084,0.0209293,-0.0432277,-0.0328129,-0.0138227,-0.102813,-0.0185212,-0.0843259,-0.180658,-0.168558,-0.256428,-0.220876,-0.376786,-0.346494,-0.250206,-0.520844,-0.568026,-0.527596,-0.646435,-0.765044,-0.762875,-0.88464,-1.01247,-0.854066,-0.974962,-1.04493,-1.09424,-1.02602,-1.03133,-1.08718,-0.899562,-0.946974,-0.661844,-0.479936,-0.255314,-0.2218,-0.164514,-0.0381912,0.0982133,0.070096,0.0314796,0.106659,0.0947341,0.272075,0.311826,0.240518,0.188396,0.0640247,0.232509,0.222269,0.354276,0.257442,0.382158,0.368678,0.397635,0.473949,0.348375,0.427758,0.499989,0.575794,0.556712,0.490058,0.661099,0.602268,0.644823,0.551576,0.655842,0.509863,0.582845,0.737477,0.624544,0.575205,0.63605,0.595223,0.453937,0.456127,0.471673,0.411534,0.345939,0.344916,0.344509,0.258361,0.294203,0.29757,0.172795,0.203654,0.147152,0.30464,0.446283,0.602613,0.870283,0.926089,0.99961,1.04364,1.31087,1.74087,1.38492,1.12115,0.93142,0.810147,0.693629,0.629783,0.487126,0.198281,-0.22899,-0.501366,-0.541975,-0.584834,-0.482748,-0.543404,-0.586628,-0.493977,-0.531078,-0.55836,-0.548729,-0.462538,-0.431374,-0.452336,-0.371085,0.229767,0.776129,1.10695,1.70721,2.13562,2.36128,1.63998,0.617327,1.19907,1
-0.757774,-2.45616,-3.00047,-3.85054,-4.19741,-3.70387,-2.70137,-1.8704,-1.6046,-0.826172,-0.399757,-0.440302,-0.385728,-0.449619,-0.427545,-0.423607,-0.428401,-0.435,-0.426024,-0.386147,-0.49646,-0.695188,-0.511742,-0.595561,-0.478986,-0.412969,-0.377468,-0.436933,-0.61466,-0.459702,-0.526269,-0.685471,-0.322182,-0.37294,-0.38423,-0.350614,-0.356694,-0.244657,-0.298889,-0.300968,-0.305592,-0.408933,-0.446441,-0.390172,-0.100559,-0.130867,-0.191397,-0.0940275,-0.0981681,-0.0440554,0.0194564,0.0389741,-0.0206383,-0.0326512,0.00322039,0.0290599,0.0507689,0.00792366,0.0166975,-0.0571436,-0.00740865,0.093339,-0.053035,0.00243839,0.190174,0.224378,0.18679,0.19793,0.158532,0.182247,0.19618,0.206179,0.320541,0.37213,0.492068,0.474779,0.425739,0.616781,0.771584,0.779097,0.659328,0.629429,0.569873,0.681486,0.687246,0.705803,0.667155,0.50203,0.608701,0.608514,0.506889,0.471737,0.380044,0.422905,0.508013,0.610758,0.697579,0.897699,0.972376,1.14971,1.65463,1.91606,2.10161,2.23869,2.19591,1.92206,1.84444,1.637,1.21016,0.971661,0.560869,0.197304,-0.101383,-0.0870099,0.0359011,0.0535883,0.0701305,-0.0830235,-0.0609771,0.0659143,0.0741828,-0.15683,-0.19034,-0.0409803,0.0522564,0.138448,-0.110455,0.144086,0.960136,1.61815,1.51543,1.18903,0.874853,0.347502,-0.122375,-0.62553,-0.500089,-0.301725,-0.211555,-1.51744,1
1.21601,-0.84273,-2.41549,-3.391,-4.02416,-3.92525,-2.77895,-1.8328,-1.68432,-1.00053,-0.297952,-0.285903,-0.281635,-0.288699,-0.256235,-0.296592,-0.295915,-0.349364,-0.243822,-0.37176,-0.360385,-0.507199,-0.44763,-0.497023,-0.567288,-0.565622,-0.627415,-0.621272,-0.744244,-0.715674,-0.74121,-0.793084,-0.919001,-0.904645,-1.00942,-0.886608,-0.884752,-1.05417,-0.849798,-0.896697,-0.877365,-0.900478,-0.759114,-0.562986,-0.621299,-0.49314,-0.375795,-0.385047,-0.313963,-0.16958,-0.154585,-0.122868,-0.175859,-0.157354,-0.184455,-0.0277285,-0.092277,-0.135306,-0.0481085,0.00526196,0.00499938,-0.0122447,0.149303,0.0839043,0.0222414,0.0157455,0.145886,0.20482,0.273922,0.346522,0.397258,0.326483,0.387276,0.528555,0.462194,0.534725,0.545894,0.651403,0.462716,0.489937,0.584564,0.46008,0.464759,0.428909,0.366399,0.298459,0.496108,0.463883,0.361447,0.446785,0.403425,0.296744,0.335288,0.266406,0.287743,0.306405,0.27624,0.260863,0.34886,0.280643,0.611609,0.87527,1.18913,1.30366,1.33623,1.50068,1.99182,2.24845,2.16834,2.04823,1.74583,1.70174,1.46783,1.19902,0.701624,0.235525,-0.139179,-0.217369,-0.146342,-0.173445,-0.20524,-0.15579,-0.0767402,-0.17066,-0.1318,-0.0937531,-0.0562466,-0.0468074,-0.0101964,-0.046457,0.152701,0.325756,0.849856,1.41095,1.45833,1.77659,1.66273,1.67888,1.01702,0.348975,1
1.52269,-1.7945,-2.84016,-4.39343,-4.37136,-3.09424,-1.30507,-0.52961,-0.342244,0.798821,1.40866,1.17138,0.951452,0.962484,0.900448,0.916647,0.957094,0.766079,0.70899,0.657396,0.4832,0.429513,0.285182,0.290505,0.29254,0.183713,0.152227,0.151745,-0.0515368,0.0485965,0.143129,0.0525772,0.0179392,0.115692,0.0286893,-0.0474473,-0.138292,-0.0802944,-0.147775,-0.197551,-0.254685,-0.228275,-0.168653,-0.0748732,-0.128175,-0.0805443,0.157732,0.000359758,0.105064,0.0485886,0.0387962,0.0480917,-0.0628014,0.025235,0.291089,0.0204934,-0.00330434,-0.208855,-0.110961,0.0351366,0.0717789,-0.0741811,-0.152584,-0.16618,-0.177161,-0.165991,-0.22526,-0.196126,-0.132518,-0.177994,0.123235,0.247161,0.296353,0.199202,0.114143,0.0390146,0.105931,0.285478,0.338244,0.227608,0.329547,0.309206,0.174876,0.410034,0.242122,-0.000490116,0.09895,0.0613756,-0.175707,-0.293311,-0.192818,-0.0332375,-0.0426897,-0.201489,-0.351414,0.0340366,0.206442,0.272828,0.535655,0.859534,1.30882,1.78917,2.22566,2.22509,2.38712,1.88135,1.36098,1.37063,0.951168,0.513523,0.0497366,-0.526773,-0.973141,-1.09179,-0.966979,-1.07345,-1.09014,-1.19116,-0.968389,-0.981799,-0.903663,-0.978797,-1.07135,-0.955499,-0.881014,-0.946766,-0.84579,-0.609829,0.0305747,1.18666,2.06571,1.61456,1.33715,0.77512,0.465308,-0.237967,-1.24725,-1.70623,-0.52136,-1.10612,1
3.96413,1.29324,-0.695539,-1.59933,-1.49911,-1.12449,-0.0144779,0.618997,0.85281,1.45569,1.61098,1.72882,1.72729,1.6545,1.70772,1.60151,1.5308,1.4799,1.3505,1.40115,1.30674,1.28654,1.18188,1.04942,1.05149,0.986031,0.869414,0.787454,0.793346,0.64896,0.475991,0.508104,0.377853,0.313762,0.289804,0.172735,0.284184,0.300241,0.285491,0.189571,0.168943,0.255301,0.30542,0.369705,0.386725,0.453517,0.483147,0.492519,0.491085,0.520943,0.440732,0.436965,0.447763,0.4042,0.309526,0.367063,0.386593,0.280803,0.312093,0.263236,0.23629,0.234248,0.187294,0.232854,0.15133,0.20672,0.206294,0.164298,0.227323,0.149182,0.219745,0.210698,0.265765,0.241541,0.167562,0.180543,0.266952,0.238777,0.0748211,0.101878,0.112713,0.0224413,-0.022026,-0.053303,-0.175706,-0.122037,-0.169777,-0.22595,-0.276282,-0.250644,-0.36981,-0.377666,-0.495797,-0.466607,-0.511606,-0.473165,-0.385912,-0.311397,-0.166712,-0.0766492,0.0949116,0.313566,0.540324,0.69953,0.582824,0.58698,0.451195,0.240228,-0.0697936,-0.365934,-0.62789,-0.970252,-1.43497,-1.56526,-1.62919,-1.62553,-1.75701,-1.77386,-1.80098,-1.81441,-1.83298,-1.85689,-1.88042,-1.95665,-1.90357,-1.92522,-1.9633,-1.89519,-1.8761,-1.59724,-1.01784,-1.00221,-1.04639,-0.925977,-0.752494,-0.929065,-0.867423,-0.776269,0.316993,-1.33485,1
0.886512,-0.488711,-1.44919,-3.2715,-4.57634,-4.58972,-3.53632,-2.46954,-2.06075,-1.69078,-1.06385,-0.764443,-0.787664,-0.727391,-0.665395,-0.64498,-0.61033,-0.54465,-0.554218,-0.445871,-0.503679,-0.506682,-0.602716,-0.549941,-0.516141,-0.606486,-0.535119,-0.590631,-0.685938,-0.707316,-0.695324,-0.635927,-0.752237,-0.795702,-0.693946,-0.711791,-0.81551,-0.777791,-0.627906,-0.599018,-0.636989,-0.544638,-0.439641,-0.382906,-0.292687,-0.198797,-0.165767,-0.0890893,-0.0771484,0.0253423,-0.0321404,0.0874723,-0.00698862,0.00184757,0.0626148,0.105084,0.0789823,0.119516,0.240767,0.227374,0.157588,0.216028,0.302701,0.281359,0.233234,0.29444,0.358269,0.386093,0.376386,0.445083,0.478746,0.460471,0.456227,0.473171,0.440518,0.477687,0.4424,0.462734,0.422929,0.403184,0.379881,0.336375,0.423387,0.397574,0.33038,0.316914,0.375427,0.311057,0.344365,0.293638,0.329682,0.341744,0.336149,0.336384,0.358448,0.376797,0.547009,0.707631,0.725118,0.8671,1.04646,1.14244,1.32187,1.6151,1.54392,1.54488,1.45545,1.20831,1.12421,0.984746,0.817328,0.578436,0.348159,0.195529,0.0725574,0.0164962,-0.0243669,0.0891204,0.107981,0.0241918,0.0404231,-0.00964558,0.0449084,0.0355063,0.0610525,0.133116,0.108796,0.131447,0.21206,0.579818,0.960624,0.852501,0.889497,1.02015,1.18058,1.15553,1.25142,1.56899,2.19025,1.25858,1
-0.224985,-2.73885,-4.25152,-4.73373,-4.24963,-3.01452,-1.79487,-1.37392,-0.909891,-0.188537,-0.20255,-0.276393,-0.155604,-0.196537,-0.161368,-0.130299,-0.30646,-0.262322,-0.263515,-0.280031,-0.344725,-0.34904,-0.372415,-0.422189,-0.429008,-0.375355,-0.476611,-0.525764,-0.516143,-0.637824,-0.691472,-0.711143,-0.741964,-0.691955,-0.76676,-0.825317,-0.752329,-0.750292,-0.696765,-0.701682,-0.681476,-0.620192,-0.525797,-0.445909,-0.409756,-0.263684,-0.17728,-0.179874,0.0281494,-0.0711733,0.0221186,0.100586,0.165157,0.088872,0.0529522,0.0891962,0.128126,0.102094,0.135681,0.0266699,0.121337,0.0792878,0.134447,0.186267,0.286735,0.327913,0.28603,0.318354,0.383722,0.403853,0.482946,0.479721,0.597218,0.619725,0.664803,0.625622,0.550224,0.597424,0.637316,0.620267,0.508723,0.623161,0.587419,0.564349,0.502637,0.403216,0.375772,0.401512,0.394381,0.428051,0.3789,0.294795,0.361661,0.257377,0.301085,0.414695,0.438161,0.567587,0.860821,1.10096,1.23603,1.36837,1.66259,1.96997,2.00929,1.91844,1.88531,1.74451,1.49755,1.26163,0.903388,0.529074,0.120224,-0.111103,-0.171104,-0.260284,-0.156643,-0.117953,-0.321231,-0.260548,-0.191304,-0.189652,-0.169064,-0.175248,-0.0664024,-0.0463656,-0.0762128,-0.0689026,0.0844885,0.327809,1.07819,1.47552,1.34272,1.23227,0.652312,0.0867,-0.230653,-0.0156459,0.81531,-0.812022,1
-1.19833,-2.49909,-3.01334,-3.51667,-3.87858,-3.80765,-3.09847,-1.85667,-1.19949,-1.02737,-0.482846,-0.202027,-0.215747,-0.255747,-0.164183,-0.0426372,-0.12606,-0.165196,-0.1752,-0.144138,-0.0403773,-0.152186,-0.174676,-0.12703,-0.0556488,-0.072746,-0.0700838,-0.0973836,-0.0398059,0.0297247,-0.0589002,-0.0321925,0.00809224,-0.0398203,-0.0775967,-0.0200512,0.0318407,-0.0393563,-0.101771,-0.0763788,0.00112082,0.11172,0.0618159,0.0838629,0.123172,0.0988007,0.132909,0.112518,0.137101,0.134146,0.269092,0.110792,0.0621782,0.136189,0.151651,0.0424566,0.0633855,0.0195091,0.121969,0.090771,0.0525531,0.0591594,-0.0372942,0.0362763,0.0779799,0.0209834,0.0484071,0.12845,0.173061,0.196729,0.122115,0.177907,0.197959,0.311918,0.382717,0.331161,0.360014,0.401664,0.424457,0.388155,0.463096,0.431829,0.480044,0.492418,0.517654,0.474434,0.526603,0.484599,0.484368,0.445304,0.438739,0.67204,0.604153,0.85943,1.03298,1.09892,1.34349,1.58718,1.87574,2.18333,2.18912,2.25023,2.0647,1.81686,1.63547,1.4744,1.12999,0.854533,0.490001,0.161623,-0.0633586,-0.148268,-0.120605,-0.135316,-0.20499,-0.165001,-0.151266,-0.16644,-0.206024,-0.157003,-0.115697,-0.243924,-0.20372,-0.140524,-0.204736,-0.186017,-0.0180405,0.197014,0.95531,1.44528,1.0948,0.588008,-0.36014,-1.16132,-1.51867,-1.59257,-1.17978,-0.818433,-1.06512,-2.16047,1
-0.575139,-2.51637,-3.97152,-5.00247,-4.3015,-3.01582,-1.93451,-1.71984,-0.984357,-0.200544,-0.258352,-0.336702,-0.241499,-0.283217,-0.263251,-0.210565,-0.290312,-0.253307,-0.304871,-0.353737,-0.363357,-0.332162,-0.411529,-0.445795,-0.438045,-0.458294,-0.506342,-0.504208,-0.57655,-0.664237,-0.705571,-0.723582,-0.860772,-0.942354,-0.831509,-0.824302,-0.891832,-0.777505,-0.723529,-0.696307,-0.541721,-0.489457,-0.425532,-0.333087,-0.284395,-0.167188,-0.079436,-0.11483,-0.0798458,-0.12572,-0.0671162,-0.0639707,-0.046634,-0.0160711,0.0418217,0.0321494,0.0422478,0.0550918,0.0803733,0.0688336,0.168194,0.127538,0.0922851,0.157424,0.188731,0.299844,0.323852,0.351472,0.454487,0.446978,0.475979,0.57163,0.541562,0.594078,0.626979,0.515433,0.60779,0.641269,0.512663,0.533496,0.480283,0.463129,0.457818,0.464603,0.471554,0.450872,0.41003,0.455925,0.339734,0.347757,0.389806,0.427295,0.318895,0.341499,0.41762,0.454987,0.464881,0.434024,0.443715,0.433839,0.501281,0.518338,0.628166,0.723307,0.91215,1.33472,1.29389,1.17486,0.828918,0.688417,0.691189,0.587077,0.706941,0.56479,0.342837,-0.00321835,-0.0553869,-0.110063,-0.0542724,0.00643826,-0.0240591,0.00185992,0.00271128,0.0425794,-0.00912826,0.040003,0.0277327,0.109632,0.263813,0.62298,1.47113,1.7578,1.88639,2.27034,2.51473,2.01804,1.0893,0.706498,0.530949,-1.09348,1
1.13159,0.209718,-1.72865,-2.98831,-3.95598,-4.23538,-3.18591,-2.0754,-1.80796,-1.00362,-0.298856,-0.272278,-0.288573,-0.369222,-0.372161,-0.344515,-0.302752,-0.257346,-0.331471,-0.369453,-0.470478,-0.499989,-0.474564,-0.500959,-0.570315,-0.668043,-0.720382,-0.726063,-0.672891,-0.907404,-0.777186,-0.907004,-1.01136,-1.08348,-1.01494,-1.08116,-1.0648,-1.12123,-1.01377,-0.945281,-0.918939,-0.800885,-0.875445,-0.610414,-0.529574,-0.496252,-0.300588,-0.277981,-0.302399,-0.0983444,-0.0743229,-0.0393486,-0.0167535,0.104901,0.00497993,0.108436,0.243391,0.123149,0.229993,0.238076,0.284282,0.259923,0.344315,0.435665,0.463733,0.53434,0.65906,0.522731,0.585023,0.692604,0.649815,0.744927,0.593572,0.569424,0.629954,0.532852,0.636474,0.605795,0.56662,0.538392,0.555538,0.525948,0.531517,0.446449,0.518583,0.492564,0.476157,0.406782,0.47567,0.507026,0.36994,0.390403,0.417894,0.263708,0.350221,0.293602,0.292441,0.336795,0.389516,0.306256,0.384183,0.529707,0.685106,1.03147,1.27051,1.42147,1.5061,1.86305,2.29131,2.3083,2.2234,2.05274,1.8396,1.54937,1.09326,0.52175,-0.0658541,-0.273957,-0.333491,-0.328929,-0.34128,-0.271573,-0.243809,-0.197984,-0.282258,-0.288857,-0.290725,-0.289438,-0.2776,-0.279703,-0.187166,-0.200306,0.294749,0.84613,0.818114,1.19043,1.1469,0.960141,0.164364,0.330442,1
0.248473,-2.12526,-3.39081,-4.30631,-4.1551,-3.10865,-2.06928,-1.62805,-1.07933,-0.318926,-0.328274,-0.50095,-0.285383,-0.274788,-0.275496,-0.287432,-0.285268,-0.37834,-0.48712,-0.495017,-0.456681,-0.493892,-0.565413,-0.467939,-0.612733,-0.608337,-0.728049,-0.617953,-0.71501,-0.793694,-0.866394,-0.987467,-1.04443,-1.05963,-0.958956,-1.01118,-1.0271,-1.11848,-1.14411,-0.920565,-0.812496,-0.787701,-0.732551,-0.500838,-0.442669,-0.453865,-0.348189,-0.164357,-0.0447136,-0.223661,-0.198899,-0.182741,-0.10489,0.102273,-0.0714858,-0.171091,-0.0706978,0.00253057,0.0823018,0.0572846,0.000651724,0.103194,0.160427,0.239589,0.110646,0.176874,0.3141,0.331112,0.501428,0.448426,0.384829,0.378579,0.515183,0.423739,0.402931,0.519374,0.604485,0.505082,0.512834,0.477789,0.52802,0.484045,0.38398,0.371154,0.437959,0.382135,0.378297,0.341492,0.339197,0.400166,0.415069,0.326929,0.417939,0.443906,0.394401,0.290583,0.417621,0.558747,0.647995,0.874576,1.1509,1.22056,1.42983,1.68081,1.8716,1.901,1.83253,1.62118,1.61915,1.39143,1.09176,0.939183,0.619002,0.244668,0.00168704,-0.0678219,-0.044199,-0.0395766,-0.0626203,-0.0731226,-0.029185,0.0101661,0.0409262,-0.00144032,0.0667383,0.102099,0.0908906,0.175282,0.315058,0.827959,1.59848,1.64953,1.49243,1.59149,1.41096,0.788903,0.378514,0.67799,1.27888,0.056673,1
-0.296967,-2.14987,-3.83571,-4.67007,-4.33411,-3.23955,-2.08034,-1.66545,-1.26601,-0.374374,-0.176769,-0.128549,-0.11978,-0.156167,-0.138992,-0.239565,-0.212294,-0.18793,-0.322105,-0.258251,-0.235632,-0.360815,-0.368385,-0.429447,-0.448689,-0.410613,-0.500797,-0.448031,-0.554765,-0.552176,-0.649864,-0.780358,-0.783405,-0.724136,-0.773775,-0.841571,-0.834127,-0.71913,-0.707881,-0.701174,-0.60174,-0.603598,-0.510964,-0.415897,-0.268718,-0.223016,-0.242019,-0.072074,-0.0417884,-0.045689,-0.0726911,0.0645511,0.0736663,0.0588642,0.133708,0.153205,0.137296,0.141645,0.147406,0.187797,0.137215,0.260257,0.311712,0.280366,0.30927,0.431609,0.466463,0.579482,0.548607,0.54399,0.699647,0.663968,0.68536,0.683201,0.685499,0.555841,0.592459,0.667255,0.543927,0.570076,0.471869,0.37182,0.4441,0.34258,0.432338,0.319735,0.316293,0.334365,0.343906,0.375072,0.319139,0.335871,0.22578,0.295026,0.347446,0.463129,0.689692,0.930185,1.07821,1.18367,1.34238,1.56236,1.76952,1.67683,1.73191,1.65815,1.37815,1.20263,1.07985,0.710857,0.348553,0.0556725,-0.181654,-0.202151,-0.172912,-0.303006,-0.267132,-0.217132,-0.213814,-0.183691,-0.220886,-0.15301,-0.183707,-0.220369,-0.184972,-0.243248,-0.160798,-0.0594137,0.204666,0.7992,0.850396,0.800871,1.08612,1.09048,0.898527,0.860276,1.53658,1.8526,0.618098,-2.10553,1
1.51354,1.7033,0.105858,-1.73432,-2.92385,-3.96027,-3.54809,-2.3675,-1.78561,-1.62497,-0.615504,-0.178877,-0.290969,-0.271594,-0.282566,-0.277685,-0.369716,-0.369993,-0.285284,-0.272462,-0.474015,-0.43184,-0.427661,-0.491028,-0.619054,-0.582643,-0.569887,-0.682628,-0.750917,-0.771658,-0.829894,-0.980337,-1.11078,-1.21343,-1.28233,-1.21113,-1.28235,-1.28442,-1.24302,-1.23075,-1.19189,-1.02863,-0.966939,-0.843533,-0.866797,-0.622154,-0.499871,-0.387841,-0.300492,-0.225148,-0.193542,-0.205148,-0.126496,-0.117967,-0.0950511,-0.0565325,-0.0540315,0.0040473,0.0172895,0.0774345,0.040968,0.121091,0.094078,0.172315,0.252726,0.230414,0.37907,0.470814,0.445199,0.447345,0.554139,0.485419,0.458155,0.582861,0.484167,0.534316,0.578282,0.515104,0.495195,0.573534,0.445042,0.512827,0.543171,0.509198,0.391824,0.454223,0.442906,0.431528,0.438712,0.294446,0.351877,0.286843,0.344575,0.204264,0.292393,0.304304,0.334146,0.28498,0.1733,0.382626,0.594215,0.88443,1.19544,1.24897,1.38423,1.68823,2.11173,2.0813,1.94443,1.89381,1.67921,1.37909,1.07797,0.714508,0.123334,-0.21719,-0.287162,-0.425127,-0.373343,-0.348792,-0.340074,-0.304777,-0.223082,-0.246857,-0.329574,-0.220155,-0.193503,-0.184735,-0.129431,-0.0852476,-0.112189,0.210645,0.751278,0.87225,1.53624,2.03253,2.32006,1.46929,0.821087,1.6582,1
-0.350679,-1.79772,-3.38261,-4.58482,-4.3986,-3.58201,-2.5066,-1.83664,-1.7168,-0.95381,-0.578857,-0.511596,-0.570148,-0.565118,-0.519191,-0.515032,-0.485705,-0.461247,-0.529872,-0.502089,-0.503942,-0.582585,-0.539986,-0.580031,-0.640903,-0.666257,-0.636401,-0.696428,-0.764627,-0.757323,-0.876005,-0.780707,-0.840967,-0.863972,-0.904849,-0.875071,-0.875306,-0.85682,-0.823906,-0.777796,-0.735709,-0.685669,-0.582038,-0.504691,-0.392833,-0.244328,-0.106917,-0.189614,-0.0766322,-0.0808983,-0.026653,-0.0017041,0.048254,0.043109,0.0342767,0.0994515,0.0935055,0.0337569,0.0693507,0.0495225,0.0863272,0.136894,0.158521,0.240017,0.224516,0.31655,0.338923,0.356493,0.429239,0.468134,0.508099,0.625257,0.608551,0.677013,0.693873,0.76572,0.659785,0.762713,0.813886,0.681985,0.751692,0.627915,0.677444,0.652939,0.660896,0.576233,0.582499,0.577665,0.511756,0.571165,0.596325,0.565595,0.575077,0.484155,0.63242,0.654227,0.709666,0.908281,0.92664,1.01558,1.0065,1.07784,1.23852,1.33128,1.17435,0.934693,0.870552,0.760773,0.806148,0.771208,0.732482,0.546654,0.293517,0.173408,0.192682,0.103135,0.19879,0.116375,0.0993229,0.0911752,0.0915575,0.120212,0.0581492,0.0908734,0.0926595,0.106724,0.0895184,0.22188,0.477458,0.987681,1.33647,1.26682,1.44347,1.67381,1.55028,1.13776,0.863612,0.702984,0.890389,-0.182883,1
-2.65282,-3.70678,-3.97703,-3.76759,-3.19304,-2.35107,-1.26179,-1.11898,-0.684726,-0.283175,-0.342502,-0.290697,-0.309568,-0.287987,-0.224282,-0.133477,-0.15791,-0.164018,-0.249777,-0.181006,-0.0248321,-0.102471,-0.080807,-0.0782676,-0.136317,-0.0840782,-0.142792,-0.101323,-0.123277,-0.101809,-0.132246,-0.197241,-0.206755,-0.0465324,-0.059179,-0.177349,-0.180217,-0.0307141,-0.0563215,-0.119632,-0.0549263,-0.00506502,0.0232704,0.104276,0.129343,0.167114,0.144343,0.0551827,0.22891,0.249284,0.228934,0.249158,0.236762,0.180997,0.284768,0.180196,0.0508737,0.15471,0.0719652,0.18093,0.127719,0.208061,0.194278,0.171127,0.189195,0.23734,0.245614,0.238931,0.261778,0.201702,0.335595,0.319685,0.38754,0.382231,0.401282,0.480649,0.587794,0.421885,0.375611,0.579542,0.586377,0.575596,0.493852,0.478398,0.48563,0.497727,0.521138,0.500932,0.47743,0.640476,0.61509,0.874457,1.0503,1.12887,1.35091,1.57061,1.83639,1.92971,1.98493,2.01941,1.82778,1.5717,1.55347,1.37736,1.1347,0.772883,0.551322,0.270488,0.019744,-0.0620304,-0.0819209,-0.165948,-0.146023,-0.184602,-0.0731855,0.042022,-0.139123,-0.109589,-0.00433583,-0.0296571,-0.100493,-0.0771607,-0.00409125,0.0882578,0.152176,0.20946,0.792269,1.18895,1.1271,0.592547,-0.204263,-1.09747,-1.5498,-1.58164,-1.19575,-0.804398,-0.617912,-1.31842,-2.13582,-2.89503,1
