f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,class
-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,1.76002,1.76002,1.76002,1.76002,1.76002,1.76002,1.76002,1.76002,1.76002,1.76002,1.76002,1.74753,1.70867,1.67953,-1.07797,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,0.298699,0.512415,0.613722,0.619273,0.628988,0.641478,0.649804,0.658131,0.662294,0.666457,0.670621,0.676172,0.681723,0.687274,0.691437,0.695601,0.702539,0.705315,0.708091,0.712254,0.715029,0.717805,0.72058,0.719193,0.726131,0.730295,0.73307,0.735846,0.737234,0.738621,0.740009,0.742785,0.74556,0.74556,0.748336,0.751111,0.751111,0.753887,0.755275,0.756662,0.756662,0.756662,0.75805,0.75805,0.75805,0.75805,0.756662,0.756662,0.756662,0.755275,0.74556,0.696988,0.6276,0.566538,0.540171,0.520742,0.502701,0.495762,0.492986,0.491599,0.490211,0.490211,0.488823,0.487435,0.486048,0.486048,0.486048,0.486048,0.486048,0.486048,0.486048,0.483272,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,-1.07936,1
-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,1.77533,1.77533,1.77533,1.77533,1.77533,1.77533,1.77533,1.77533,1.77533,1.77533,1.77533,1.77533,1.77533,-1.0722,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-0.350767,0.381981,0.595581,0.599824,0.602654,0.612556,0.619628,0.628116,0.633774,0.638018,0.642262,0.646505,0.652164,0.653578,0.657822,0.66348,0.667724,0.676211,0.68187,0.687528,0.690357,0.694601,0.69743,0.701673,0.704503,0.707332,0.708746,0.711575,0.715819,0.718648,0.720063,0.722892,0.727136,0.727136,0.729965,0.732794,0.732794,0.737038,0.737038,0.738452,0.739867,0.737038,0.737038,0.735623,0.737038,0.735623,0.735623,0.734209,0.734209,0.735623,0.735623,0.735623,0.732794,0.724307,0.698844,0.635189,0.568704,0.519194,0.502219,0.492317,0.488073,0.482415,0.481,0.482415,0.482415,0.481,0.481,0.479586,0.479586,0.479586,0.481,0.481,0.481,0.482415,0.481,0.482415,-1.11463,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,-1.11888,1
0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,10.8255,0.461165,-0.322692,-0.337208,-0.337208,-0.337208,-0.337208,-0.337208,-0.337208,-0.322692,-0.308176,-0.337208,-0.337208,-0.337208,0.112784,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.0837528,0.0982686,0.141816,0.141816,0.141816,0.141816,4.81593,1.43373,-0.308176,-0.279144,-0.264628,-0.264628,-0.29366,-0.29366,-0.29366,-0.29366,-0.279144,-0.264628,-0.279144,-0.279144,-0.279144,-0.279144,-0.29366,-0.29366,-0.279144,-0.264628,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.264628,-0.264628,-0.29366,-0.279144,-0.279144,-0.279144,-0.264628,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.279144,-0.29366,-0.279144,-0.29366,-0.29366,-0.29366,-0.29366,-0.29366,-0.29366,-0.29366,-0.29366,-0.308176,-0.29366,-0.29366,-0.29366,-0.279144,-0.29366,-0.29366,-0.29366,-0.29366,-0.29366,-0.29366,-0.29366,0.112784,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,0.1273,1
-1.14505,-1.14505,-1.14505,-1.14505,-1.14721,-1.14721,-1.14721,-1.14505,-1.14505,-1.14505,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14505,-1.14721,-1.14721,0.726384,0.972739,0.702613,0.423842,0.259606,0.11914,0.0370215,-0.0234868,-0.0839951,-0.122893,-0.15963,-0.185563,-0.209334,-1.13208,-1.14505,-1.14721,-1.14721,-1.14505,-1.14505,-1.14505,-1.14721,-1.14505,-1.14505,-1.14721,-1.14721,-1.14721,-1.14505,-1.14721,-1.14505,-1.14721,-0.28713,0.387105,0.802019,0.866849,0.892781,0.916553,0.933841,0.948968,0.961934,0.966256,0.972739,0.9749,0.968417,0.970578,0.966256,0.959773,0.961934,0.957612,0.95329,0.948968,0.946807,0.95329,0.948968,0.938163,0.938163,0.936002,0.938163,0.938163,0.936002,0.93168,0.936002,0.933841,0.933841,0.936002,0.933841,0.938163,0.93168,0.929519,0.927358,0.925197,0.929519,0.927358,0.929519,0.93168,0.933841,0.933841,0.933841,0.93168,0.925197,0.920875,0.927358,0.93168,0.938163,0.955451,0.985705,1.0138,1.0138,0.998671,0.979222,0.968417,0.955451,0.948968,0.944646,0.938163,0.936002,0.936002,0.93168,0.929519,0.936002,0.936002,0.933841,0.933841,0.936002,0.933841,0.933841,0.93168,-1.14073,-1.14505,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,-1.14721,1
0.950531,1.17158,1.09866,1.14909,1.09051,1.11416,1.07136,1.09733,1.02034,1.15479,0.938457,1.28228,0.701626,1.99418,5.13187,-0.625326,-0.254776,-0.645952,-0.383955,-0.571587,-0.423672,-0.559468,-0.404602,-0.639908,0.00789377,1.26254,0.982831,1.12296,1.03101,1.10519,1.03348,1.1204,1.00082,1.1757,0.911222,1.32827,0.555881,2.45657,4.83581,-0.0689207,-0.0236904,-0.427012,-0.425114,-0.354063,-0.235422,-0.348189,-0.336935,-0.330904,-0.391026,-0.377196,-0.37402,-0.40684,-0.403813,-0.418033,-0.446788,-0.396962,-0.373628,-0.392232,-0.447305,-0.384112,-0.442156,-0.400353,-0.417804,-0.381208,-0.403122,-0.404257,-0.378637,-0.424605,-0.368161,-0.384645,-0.375284,-0.380863,-0.377513,-0.379621,-0.378339,-0.378926,-0.378863,-0.378763,-0.378735,-0.378885,-0.378807,-0.378723,-0.378822,-0.378885,-0.378743,-0.378812,-0.378923,-0.378807,-0.378718,-0.37899,-0.378664,-0.379017,-0.377455,-0.325384,-0.32299,-0.324083,-0.322921,-0.324193,-0.322592,-0.364926,-0.335538,-0.398062,-0.323193,1.05399,1.13691,1.12271,1.12348,1.05819,1.11286,1.07829,0.995882,0.928212,0.85253,0.781508,0.707315,0.635789,0.562646,0.490175,0.417523,0.345064,0.272265,0.199735,0.127182,0.0545163,-0.0180269,-0.0906048,-0.163268,-0.235786,-0.30835,-0.381108,-0.453565,-0.526075,-0.598971,-0.671386,-0.743804,-0.816632,-0.889268,-0.961559,-1.03427,-1.10723,-1.17936,-1.25192,-1.32521,-1.39893,-1.46854,-1.54716,-1.60943,-1.69873,-1.74509,-1.85887,-1.86543,-2.05611,-1
1.0216,1.00375,1.0216,1.0216,1.0216,1.00375,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.00375,1.0216,1.0216,1.0216,1.0216,1.0216,-0.763058,-0.316894,-0.0491954,0.093577,0.147117,0.18281,0.218503,0.236349,0.254196,0.272043,0.289889,0.307736,0.307736,1.0216,1.00375,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.00375,1.0216,1.00375,1.00375,1.0216,1.0216,1.00375,1.00375,1.0216,1.00375,-0.245508,-0.887984,-0.923677,-0.941523,-0.977216,-0.977216,-0.995063,-1.01291,-1.01291,-1.03076,-1.03076,-1.03076,-1.0486,-1.0486,-1.0486,-1.0486,-1.06645,-1.06645,-1.06645,-1.06645,-1.0843,-1.0843,-1.0843,-1.0843,-1.0843,-1.10214,-1.10214,-1.10214,-1.10214,-1.10214,-1.10214,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.11999,-1.10214,-1.0843,-1.0486,-1.03076,-1.03076,-1.03076,-1.03076,-1.03076,-1.03076,-1.0486,-1.0486,-1.03076,-1.03076,-1.03076,-1.0486,-1.0486,-1.0486,-1.0486,-1.0486,-1.03076,-1.03076,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1.0216,1
-1.2451,-1.2451,-1.2451,-1.2451,-1.2451,-1.2451,-1.24654,-1.24654,-1.2451,-1.24654,-1.24654,-1.24654,-1.24654,-1.24654,-1.24654,-1.2451,-1.24654,-1.24654,-1.24654,1.69816,1.69816,1.69816,1.69816,1.69816,1.69816,1.69816,1.69816,1.69816,1.69816,1.69816,1.69816,1.69816,-0.822166,-1.2451,-1.2451,-1.2451,-1.2451,-1.2451,-1.2451,-1.2451,-1.2451,-1.2451,-1.24654,-1.24654,-1.24654,-1.2451,-1.24654,-1.24654,-1.24654,-1.24654,-1.2451,0.309968,0.512803,0.508488,0.548767,0.554521,0.566029,0.571783,0.578976,0.580415,0.587607,0.590485,0.5948,0.5948,0.599116,0.601993,0.60487,0.609186,0.613501,0.617817,0.620694,0.623571,0.62501,0.629325,0.629325,0.633641,0.636518,0.636518,0.639395,0.637957,0.639395,0.642272,0.643711,0.653781,0.652342,0.656658,0.658096,0.658096,0.659535,0.660973,0.66385,0.665289,0.665289,0.668166,0.669604,0.669604,0.669604,0.671043,0.672482,0.67392,0.67392,0.672482,0.67392,0.672482,0.672482,0.671043,0.66385,0.643711,0.5948,0.563152,0.537258,0.517119,0.496979,0.4567,0.433683,0.423613,0.422175,0.420736,0.417859,0.417859,0.417859,0.417859,0.417859,0.417859,0.419298,0.417859,0.419298,0.419298,0.419298,0.419298,0.420736,0.420736,0.420736,0.422175,-1.24222,-1.2451,-1.2451,-1.2451,-1.24654,-1.2451,-1.2451,-1.24654,-1.2451,-1.24366,-1.24222,-1.24078,-1.23934,-1.23791,-1.23647,-1.23503,-1.23359,-1.23215,1
-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18687,-1.18543,-1.18687,-1.18543,-1.18687,-1.18543,-1.18687,-1.18543,-1.18543,-1.18687,-1.18687,-1.18687,-1.18543,-1.18687,1.77224,1.77224,1.77224,1.77224,1.77224,1.77224,1.77224,1.77224,1.77224,1.77224,1.77224,1.77224,1.77224,-0.744523,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-0.373008,0.385923,0.573849,0.556502,0.555057,0.56373,0.568067,0.572404,0.578186,0.585414,0.589751,0.591196,0.596979,0.596979,0.605652,0.604207,0.609989,0.614326,0.617217,0.622999,0.628782,0.638901,0.646129,0.64902,0.654802,0.659139,0.660584,0.663476,0.666367,0.670704,0.673595,0.676486,0.677931,0.679377,0.683714,0.683714,0.683714,0.688051,0.692387,0.695279,0.696724,0.699615,0.699615,0.702506,0.701061,0.703952,0.702506,0.701061,0.702506,0.703952,0.705398,0.705398,0.703952,0.703952,0.699615,0.69817,0.688051,0.66203,0.598424,0.530482,0.494342,0.469767,0.43941,0.4264,0.423509,0.420617,0.419172,0.419172,0.417726,0.419172,0.417726,0.419172,0.420617,0.417726,0.420617,0.419172,0.419172,0.419172,0.420617,0.420617,-0.954133,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,-1.18543,1
0.847339,0.901296,0.901296,0.847339,0.901296,0.847339,0.901296,0.901296,0.847339,0.847339,0.847339,0.847339,0.847339,0.847339,0.847339,0.847339,4.03081,-0.609502,-0.771373,-0.771373,-0.82533,-0.82533,-0.82533,-0.82533,-0.82533,-0.82533,-0.717416,-0.82533,-0.771373,0.901296,0.847339,0.847339,0.847339,0.847339,0.847339,0.739425,0.847339,0.901296,0.901296,0.901296,0.901296,0.793382,0.793382,0.847339,0.847339,0.847339,6.62075,-0.555545,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.663459,-0.663459,-0.663459,-0.663459,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.771373,-0.771373,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.663459,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.717416,-0.771373,-0.717416,-0.717416,-0.771373,-0.771373,-0.717416,-0.771373,-0.771373,-0.717416,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,-0.771373,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,0.793382,1
1.19914,1.19914,1.22096,1.19914,1.19914,1.19914,1.19914,1.19914,1.22096,1.19914,1.19914,1.19914,1.19914,1.22096,1.19914,1.19914,1.19914,1.19914,1.22096,1.19914,1.22096,1.19914,1.22096,0.697324,0.217322,0.195503,0.217322,0.282777,0.348231,0.37005,0.413686,0.457323,0.479141,0.500959,0.522778,0.522778,0.544596,1.19914,1.19914,1.22096,1.19914,1.19914,1.19914,1.22096,1.19914,1.22096,1.22096,1.19914,1.19914,1.19914,1.22096,1.19914,2.3337,0.195503,-0.437227,-0.5245,-0.742683,-0.78632,-0.808138,-0.829956,-0.851775,-0.851775,-0.873593,-0.873593,-0.873593,-0.895411,-0.895411,-0.917229,-0.917229,-0.939048,-0.939048,-0.939048,-0.939048,-0.939048,-0.939048,-0.960866,-0.960866,-0.960866,-0.960866,-0.960866,-0.960866,-0.960866,-0.960866,-0.960866,-0.960866,-0.960866,-0.960866,-0.960866,-0.982684,-0.982684,-0.982684,-0.982684,-0.982684,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-0.982684,-1.0045,-1.0045,-0.982684,-0.895411,-0.895411,-0.873593,-0.851775,-0.829956,-0.78632,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,-0.764501,1.22096,1.22096,1.19914,1.22096,1.22096,1.19914,1.22096,1.22096,1.19914,1.17733,1.15551,1.13369,1.11187,1.09005,1.06823,1.04642,1
-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22905,-1.22761,-1.22905,-1.22761,-1.22761,1.70285,1.70285,1.70285,1.70285,1.70285,1.70285,1.70285,1.70285,1.70285,1.70285,1.70285,1.70285,1.70285,-0.817979,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22905,-1.22905,-1.22761,-1.22761,0.266265,0.51978,0.549858,0.555587,0.562748,0.571342,0.578504,0.584233,0.58853,0.595691,0.60142,0.605717,0.610014,0.614311,0.615743,0.62004,0.624337,0.627202,0.628634,0.632931,0.635795,0.63866,0.642957,0.644389,0.647254,0.647254,0.650118,0.65155,0.65155,0.654415,0.655847,0.658712,0.663009,0.661577,0.664441,0.667306,0.667306,0.67017,0.671602,0.674467,0.674467,0.675899,0.675899,0.677332,0.677332,0.677332,0.678764,0.680196,0.678764,0.678764,0.681629,0.680196,0.678764,0.677332,0.674467,0.67017,0.65155,0.599988,0.571342,0.539832,0.518348,0.492566,0.458191,0.435275,0.429546,0.425249,0.425249,0.425249,0.425249,0.423816,0.423816,0.422384,0.422384,0.425249,0.423816,0.420952,0.423816,0.422384,0.422384,0.422384,0.423816,0.423816,-1.20183,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,-1.22761,1
-1.3226,-1.56051,-1.51067,-1.51823,-1.5543,-1.47082,-1.63797,-1.25355,-0.785529,0.091255,1.27372,1.49769,1.71732,1.70729,1.80099,1.83881,1.90296,1.93802,1.97487,1.90593,1.91001,1.92347,1.88847,1.95578,1.85668,2.01464,1.74937,2.22391,0.337418,-1.71337,-1.30851,-1.58149,-1.46709,-1.52011,-1.57283,-1.07823,-0.0821773,0.163685,0.344333,0.388696,0.441387,0.452259,0.460455,0.460728,0.46076,0.461137,0.460568,0.464665,0.464583,0.461676,0.463151,0.460038,0.460081,0.460809,0.464851,0.464003,0.465259,0.462755,0.461882,0.465495,0.463239,0.459903,0.460284,0.460179,0.46031,0.459782,0.461164,0.463231,0.459495,0.46345,0.461458,0.464683,0.464432,0.464531,0.464606,0.464072,0.465365,0.462386,0.462388,0.464731,0.46088,0.465195,0.463837,0.461537,0.464521,0.464432,0.464659,0.46445,0.464376,0.4647,0.464333,0.464727,0.461252,0.459861,0.460389,0.459809,0.461121,0.464486,0.466394,0.461975,0.470346,0.454336,0.476347,0.445652,0.495664,0.414005,0.566509,0.0444843,-0.961934,-0.923212,-0.993813,-0.95107,-0.978693,-0.961299,-0.97172,-0.96585,-0.968849,-0.96765,-0.967362,-0.967765,-0.967306,-0.967254,-0.967656,-0.967413,-0.967219,-0.967492,-0.967558,-0.967229,-0.967362,-0.967736,-0.967282,-0.967272,-0.967709,-0.967378,-0.967225,-0.967535,-0.967513,-0.967221,-0.967395,-0.967683,-0.967263,-0.967294,-0.967764,-0.968122,-0.966709,-0.969629,-0.964722,-0.972494,-0.960237,-0.979593,-0.948504,-1.00385,-1
1.0195,1.04031,1.0195,1.0195,1.0195,1.0195,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.0195,1.04031,1.04031,-0.83299,-0.187741,0.103662,0.228548,0.290992,0.332621,0.353435,0.37425,0.395064,0.395064,0.415879,0.436693,0.436693,1.04031,1.04031,1.0195,1.0195,1.0195,1.04031,1.04031,1.0195,1.04031,1.04031,1.0195,1.0195,1.04031,1.0195,1.0195,1.04031,1.0195,1.0195,-0.333442,-0.999505,-1.04113,-1.04113,-1.04113,-1.04113,-1.06195,-1.06195,-1.06195,-1.06195,-1.08276,-1.08276,-1.08276,-1.08276,-1.08276,-1.08276,-1.08276,-1.08276,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.10358,-1.08276,-1.04113,-0.999505,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.916247,-0.895433,-0.895433,-0.895433,-0.895433,1.04031,1.0195,1.0195,1.04031,1.0195,1.04031,1.0195,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1.04031,1
-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,1.73426,1.73426,1.73426,1.73426,1.73426,1.73426,1.73426,1.73426,1.73426,1.73426,1.73426,1.73426,1.7203,1.6798,-1.11556,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,0.270953,0.481792,0.585117,0.597683,0.608853,0.615835,0.625609,0.63259,0.638175,0.643761,0.645157,0.650742,0.654931,0.660516,0.664705,0.668894,0.671686,0.675875,0.68146,0.685649,0.684253,0.687045,0.689838,0.692631,0.695423,0.698216,0.702404,0.705197,0.70799,0.710782,0.710782,0.713575,0.713575,0.714971,0.716367,0.71916,0.720556,0.721952,0.724745,0.724745,0.726141,0.726141,0.724745,0.724745,0.726141,0.726141,0.727538,0.723349,0.721952,0.721952,0.721952,0.716367,0.691234,0.646553,0.592098,0.530662,0.50134,0.478999,0.469225,0.466432,0.462244,0.460847,0.460847,0.459451,0.459451,0.460847,0.462244,0.460847,0.462244,0.46364,0.462244,0.462244,0.462244,0.462244,0.462244,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,-1.12254,1
-1.58405,-1.65197,-1.66471,-1.67461,-1.67461,-1.67886,-1.67886,-1.67886,-1.67886,-1.67886,-0.785985,-0.985502,0.268201,0.938918,1.3139,1.45964,1.52756,1.55445,1.62662,1.6818,1.70444,1.70869,1.75821,1.71718,1.71718,1.71293,1.71293,1.71293,1.71718,1.72142,1.71293,1.71293,1.71293,1.71293,1.71293,1.61388,-1.32086,-1.54726,-1.61094,-1.63782,-1.65197,-1.66046,-1.66471,-1.66895,-1.66895,-0.81853,-0.577978,-0.129418,0.12387,0.222921,0.255466,0.282351,0.282351,0.282351,0.286596,0.282351,0.282351,0.286596,0.290841,0.290841,0.286596,0.286596,0.286596,0.290841,0.290841,0.295087,0.290841,0.290841,0.295087,0.290841,0.290841,0.286596,0.286596,0.282351,0.282351,0.282351,0.282351,0.286596,0.282351,0.282351,0.282351,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.290841,0.290841,0.290841,0.286596,0.290841,0.290841,0.290841,0.290841,0.290841,0.290841,0.290841,0.290841,0.290841,0.290841,0.286596,0.290841,0.290841,0.290841,0.290841,0.290841,0.290841,0.282351,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.286596,0.290841,0.290841,0.286596,0.286596,0.286596,-0.283655,-1.07182,-1.12134,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,-1.12559,1
1.06361,1.04483,1.04483,1.04483,1.02605,1.04483,1.04483,1.04483,1.06361,1.06361,1.06361,1.04483,1.06361,1.04483,1.04483,1.06361,1.06361,1.06361,1.06361,1.06361,-0.213513,0.0682056,0.349924,0.425049,0.481393,0.518955,0.537737,0.556518,0.556518,0.575299,0.575299,0.59408,0.59408,1.08239,1.06361,1.04483,1.04483,1.06361,1.04483,1.06361,1.04483,1.04483,1.04483,1.04483,1.06361,1.04483,1.04483,1.06361,1.04483,1.04483,1.06361,1.06361,-0.138388,-0.833294,-0.870857,-0.889638,-0.889638,-0.964763,-0.964763,-0.983544,-0.983544,-0.983544,-1.00233,-1.00233,-1.00233,-1.02111,-1.02111,-1.02111,-1.02111,-1.03989,-1.03989,-1.03989,-1.03989,-1.05867,-1.05867,-1.05867,-1.05867,-1.05867,-1.05867,-1.05867,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.07745,-1.05867,-1.05867,-1.02111,-0.983544,-0.945982,-0.9272,-0.9272,-0.9272,-0.945982,-0.964763,-0.964763,-0.964763,-0.964763,-0.964763,-0.945982,-0.945982,-0.945982,-0.945982,-0.945982,-0.945982,-0.945982,-0.945982,0.932143,1.06361,1.06361,1.06361,1.04483,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1.06361,1
