f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,class
-0.891158,-0.791741,-0.64436,-0.408418,-0.183056,0.0970106,0.390577,0.721606,1.01021,1.32821,1.62662,1.6419,1.58802,1.60938,1.60722,1.35643,1.11269,0.802918,0.557806,0.254129,-0.0442374,-0.3004,-0.575314,-0.721401,-0.883105,-0.829948,-0.617145,-0.332514,-0.0460988,0.244862,0.549381,0.822315,1.10642,1.40247,1.6129,1.54825,1.54119,1.58665,1.60801,1.66914,1.66835,1.40933,1.14835,0.877176,0.582297,0.29888,-0.00215103,-0.295306,-0.572864,-0.80242,-0.473918,-0.544944,-0.67761,-0.850521,-1.02073,-1.16611,-1.30281,-1.31814,-1.19342,-1.05357,-0.907714,-0.777379,-0.657449,-0.595162,-0.544376,-0.550548,-0.609661,-0.701553,-0.834846,-0.974899,-1.11289,-1.23092,-1.33047,-1.26431,-1.131,-1.01219,-0.873935,-0.716307,-0.542338,-0.469334,2
-0.845314,-0.754676,-0.542705,-0.278819,0.0148277,0.33142,0.631606,0.925172,1.18741,1.46628,1.65424,1.58723,1.51747,1.54605,1.62049,1.40637,1.09989,0.788724,0.573959,0.309136,0.00643083,-0.289719,-0.555736,-0.763719,-0.892901,-0.82219,-0.612819,-0.334642,-0.0303214,0.260693,0.553613,0.847825,1.14284,1.43835,1.57609,1.47387,1.54169,1.55219,1.50536,1.50746,1.57318,1.34776,1.07196,0.776129,0.480787,0.222423,-0.086128,-0.368213,-0.621005,-0.840421,-0.497427,-0.579893,-0.69359,-0.816312,-0.954262,-1.1242,-1.25411,-1.3862,-1.30029,-1.16401,-1.02762,-0.897035,-0.826292,-0.689746,-0.597091,-0.523925,-0.584705,-0.688019,-0.813486,-0.979049,-1.11417,-1.25652,-1.36899,-1.28934,-1.16887,-0.978968,-0.816894,-0.624671,-0.480116,-0.403802,2
-0.958065,-0.846799,-0.613152,-0.309107,-0.0077931,0.306473,0.650905,0.925077,1.24151,1.47119,1.38547,1.45006,1.62889,1.62992,1.46036,1.29785,0.956514,0.718933,0.421742,0.129774,-0.177398,-0.47294,-0.714128,-0.885674,-0.977271,-0.825016,-0.570532,-0.285091,0.0263924,0.349592,0.628573,0.899652,1.17846,1.45349,1.61566,1.62184,1.47067,1.45074,1.47462,1.55725,1.73333,1.48957,1.18963,0.87251,0.588203,0.265073,-0.0473384,-0.345526,-0.644039,-0.868427,-0.453562,-0.50527,-0.627719,-0.806996,-1.00924,-1.15897,-1.32632,-1.35938,-1.21384,-1.05811,-0.911339,-0.720055,-0.585649,-0.491836,-0.45406,-0.458115,-0.557682,-0.65962,-0.765063,-0.914706,-1.07562,-1.23138,-1.34747,-1.35421,-1.23215,-1.05279,-0.895208,-0.716138,-0.565653,-0.483487,2
-0.789718,-0.804132,-0.610541,-0.358453,-0.0870662,0.221301,0.543633,0.766263,1.03861,1.28545,1.47644,1.53098,1.53068,1.42696,1.19693,0.931295,0.703331,0.419237,0.245845,-0.0441525,-0.339574,-0.589534,-0.75052,-0.721062,-0.656242,-0.420277,-0.161356,0.124446,0.423912,0.696438,0.969773,1.30023,1.57473,1.74015,1.64336,1.5106,1.44107,1.55285,1.62028,1.6059,1.66104,1.5067,1.22525,0.943941,0.635754,0.292115,-0.0094799,-0.313322,-0.577697,-0.782226,-0.583361,-0.698946,-0.808358,-0.898141,-1.008,-1.07762,-1.1638,-1.2185,-1.16395,-1.14675,-1.07858,-0.992119,-0.906172,-0.80599,-0.696548,-0.726426,-0.763077,-0.817768,-0.853459,-0.951933,-1.09074,-1.18196,-1.2244,-1.2001,-1.09617,-0.981181,-0.851691,-0.714349,-0.576528,-0.493518,1
-0.701977,-0.641731,-0.455038,-0.309146,-0.0557666,0.232966,0.541143,0.848545,1.09372,1.31964,1.44555,1.50173,1.51045,1.42715,1.22932,1.00897,0.803942,0.551458,0.270789,-0.0319154,-0.3175,-0.58536,-0.69832,-0.751907,-0.649867,-0.457871,-0.21747,0.0324707,0.289216,0.577368,0.879321,1.13948,1.42158,1.66881,1.53297,1.50052,1.53127,1.53757,1.62498,1.67631,1.77148,1.52497,1.22665,0.943272,0.653377,0.355999,0.0238262,-0.236188,-0.514775,-0.610204,-0.654347,-0.723455,-0.754982,-0.864528,-0.999741,-1.09282,-1.16336,-1.19329,-1.1874,-1.14941,-1.07447,-1.01103,-0.873681,-0.790626,-0.727305,-0.655872,-0.725295,-0.81438,-0.866199,-0.969086,-1.09418,-1.20045,-1.28664,-1.27639,-1.18302,-1.06456,-0.932667,-0.795226,-0.712825,-0.624515,1
-0.73915,-0.693565,-0.592485,-0.353482,-0.0455693,0.250642,0.521609,0.74738,1.0206,1.27616,1.54183,1.62797,1.59788,1.49721,1.29666,1.01731,0.819714,0.575029,0.315322,0.0480913,-0.260963,-0.456923,-0.586595,-0.757234,-0.690037,-0.554995,-0.342559,-0.092685,0.203111,0.501035,0.83375,1.12335,1.3348,1.53405,1.5408,1.44636,1.52289,1.64847,1.70269,1.65781,1.68661,1.48009,1.21519,0.909898,0.593839,0.289844,-0.00538088,-0.297078,-0.553645,-0.728876,-0.308675,-0.412454,-0.559016,-0.746934,-0.923228,-1.05819,-1.21441,-1.29704,-1.27304,-1.17632,-1.06559,-0.994135,-1.00843,-0.914848,-0.804531,-0.702387,-0.74133,-0.818931,-0.908829,-1.05194,-1.18947,-1.29315,-1.3397,-1.26243,-1.16542,-1.01614,-0.834964,-0.677609,-0.49239,-0.375223,1
-0.784702,-0.692064,-0.579606,-0.280836,0.0196766,0.364198,0.60285,0.804412,1.05592,1.33492,1.43162,1.37481,1.43137,1.36143,1.1612,0.96906,0.670189,0.495643,0.205231,-0.0951806,-0.360319,-0.61046,-0.752964,-0.746299,-0.55418,-0.378271,-0.085687,0.218537,0.489659,0.807012,1.09152,1.40006,1.66744,1.73789,1.58564,1.44046,1.37355,1.40233,1.53842,1.63184,1.71971,1.47126,1.17736,0.872609,0.580025,0.257799,-0.0517778,-0.344008,-0.621872,-0.708324,-0.522265,-0.664265,-0.736174,-0.910871,-0.989471,-1.09352,-1.17939,-1.27317,-1.27198,-1.25756,-1.09845,-0.995909,-0.89754,-0.7566,-0.761448,-0.650075,-0.65462,-0.739633,-0.876936,-1.02729,-1.17091,-1.29829,-1.37995,-1.29266,-1.19752,-1.00869,-0.818511,-0.619448,-0.502142,-0.45379,2
-0.881278,-0.808292,-0.561976,-0.265434,0.0306376,0.351779,0.613775,0.938061,1.23689,1.42342,1.44075,1.45594,1.49722,1.34855,1.07325,0.868327,0.535655,0.238899,-0.0635252,-0.350014,-0.639689,-0.778816,-0.878177,-0.808977,-0.59494,-0.320922,-0.029257,0.277574,0.55803,0.859557,1.14962,1.45829,1.65444,1.6138,1.54235,1.50406,1.42449,1.30171,1.42492,1.67049,1.72546,1.47925,1.20117,0.903408,0.60308,0.304933,-0.00889284,-0.291638,-0.579838,-0.809298,-0.593421,-0.679583,-0.78996,-0.94528,-1.10133,-1.1803,-1.22338,-1.26672,-1.2165,-1.04962,-0.97989,-0.922006,-0.799693,-0.667369,-0.546168,-0.595303,-0.631325,-0.743029,-0.908937,-1.06687,-1.20141,-1.33134,-1.35837,-1.2273,-1.06152,-0.871823,-0.664417,-0.521398,-0.402207,-0.492349,2
-0.811402,-0.809906,-0.657411,-0.436794,-0.125144,0.188132,0.479909,0.735564,1.02107,1.26774,1.40876,1.42113,1.40421,1.30918,1.16426,0.944704,0.623617,0.293744,0.00641441,-0.254056,-0.511056,-0.714534,-0.789512,-0.709002,-0.516523,-0.270957,0.0230762,0.338522,0.678072,0.958589,1.2608,1.48903,1.60554,1.57994,1.47537,1.42221,1.45606,1.54067,1.76847,1.8496,1.73831,1.43762,1.16578,0.865517,0.576062,0.256276,-0.0251519,-0.319792,-0.570327,-0.759096,-0.718743,-0.83518,-0.882866,-0.935216,-1.05285,-1.16998,-1.23563,-1.22009,-1.16232,-1.06144,-0.964439,-0.899658,-0.794177,-0.660318,-0.584277,-0.615908,-0.693512,-0.777341,-0.903129,-1.04089,-1.15479,-1.23756,-1.25895,-1.17768,-1.04951,-0.872322,-0.767557,-0.60211,-0.528586,-0.616234,2
-0.880998,-0.839969,-0.628743,-0.337472,-0.0839272,0.237041,0.455098,0.815443,1.07713,1.36845,1.48877,1.48402,1.49352,1.44354,1.30715,1.03732,0.79554,0.470342,0.188073,-0.118216,-0.400372,-0.666537,-0.835672,-0.829814,-0.689019,-0.438347,-0.137599,0.186943,0.496194,0.773827,1.05971,1.38021,1.5953,1.45417,1.35035,1.37026,1.52858,1.54667,1.52722,1.64529,1.68102,1.45236,1.17914,0.896641,0.623442,0.318125,0.00520923,-0.306621,-0.581313,-0.81025,-0.588913,-0.704037,-0.745337,-0.85121,-1.00141,-1.16777,-1.3061,-1.38493,-1.26921,-1.13601,-1.00295,-0.9059,-0.771732,-0.652084,-0.60513,-0.63157,-0.765715,-0.918996,-1.06533,-1.2069,-1.29131,-1.33156,-1.2619,-1.13447,-0.935868,-0.73482,-0.530061,-0.377166,-0.356878,-0.511967,2
-0.845418,-0.738616,-0.550658,-0.304122,-0.00531106,0.290291,0.573786,0.82146,1.07476,1.36059,1.51603,1.54562,1.50943,1.47916,1.3301,1.06042,0.801388,0.523195,0.291088,0.0010839,-0.300549,-0.50892,-0.720796,-0.83561,-0.745602,-0.5718,-0.333002,-0.0658698,0.226979,0.505558,0.786481,1.08887,1.37266,1.58613,1.65007,1.51785,1.51808,1.52218,1.62049,1.76227,1.79004,1.50511,1.20197,0.933201,0.616161,0.322243,0.0263907,-0.276767,-0.563107,-0.775552,-0.663173,-0.736909,-0.871795,-0.951811,-1.04658,-1.10823,-1.14505,-1.18087,-1.1433,-1.03966,-0.933195,-0.903656,-0.86185,-0.765697,-0.687729,-0.647152,-0.709918,-0.75928,-0.822592,-0.944916,-1.06597,-1.15618,-1.23354,-1.21819,-1.13893,-1.0017,-0.872773,-0.740277,-0.635454,-0.60307,1
-0.686322,-0.626832,-0.493005,-0.246265,-0.00544531,0.27427,0.532996,0.714228,1.02218,1.28239,1.49253,1.58946,1.61536,1.62621,1.476,1.28436,0.968934,0.677923,0.498491,0.204865,-0.0508519,-0.319419,-0.482695,-0.648833,-0.701885,-0.604388,-0.458278,-0.232034,0.03969,0.333168,0.634687,0.900812,1.16178,1.46145,1.59587,1.59291,1.59291,1.57145,1.63385,1.61782,1.62917,1.45183,1.18768,0.902415,0.601686,0.320885,0.0352751,-0.230678,-0.448289,-0.619187,-0.657736,-0.714045,-0.823307,-0.925021,-1.04336,-1.15536,-1.20458,-1.24189,-1.20757,-1.15696,-1.03401,-0.940905,-0.884597,-0.815784,-0.738141,-0.667553,-0.714982,-0.783351,-0.873769,-0.977161,-1.08783,-1.17618,-1.24913,-1.24124,-1.1687,-1.06711,-0.954174,-0.808409,-0.715598,-0.642691,1
-0.921095,-0.814167,-0.583862,-0.287254,0.0223836,0.351357,0.582907,0.876837,1.11979,1.39523,1.61002,1.55714,1.46988,1.40802,1.41009,1.23522,0.969629,0.72823,0.408035,0.103115,-0.193925,-0.461141,-0.720286,-0.889577,-0.874526,-0.710851,-0.444949,-0.136297,0.154505,0.464194,0.751731,1.06484,1.37899,1.54487,1.64838,1.52345,1.44742,1.48941,1.61071,1.74066,1.69158,1.37346,1.09335,0.797177,0.512751,0.223141,-0.0522652,-0.35995,-0.643045,-0.813977,-0.483017,-0.567532,-0.718852,-0.866353,-1.00673,-1.08434,-1.13975,-1.2012,-1.16296,-1.14485,-1.08622,-0.968787,-0.823861,-0.70432,-0.59601,-0.583845,-0.622655,-0.703162,-0.790943,-0.95683,-1.07501,-1.18579,-1.30915,-1.30269,-1.17421,-1.01771,-0.858749,-0.689321,-0.563541,-0.462955,2
-0.763658,-0.693415,-0.55584,-0.319188,-0.0522194,0.240088,0.549181,0.798145,1.05646,1.28813,1.51239,1.53066,1.55131,1.47003,1.2974,1.07848,0.839025,0.549657,0.326932,0.148821,-0.14563,-0.401929,-0.626322,-0.747851,-0.714993,-0.544057,-0.314104,-0.0386896,0.245224,0.525457,0.816599,1.09945,1.39404,1.53966,1.56111,1.45255,1.50498,1.61141,1.60718,1.62862,1.67231,1.52298,1.25344,0.96638,0.664621,0.362968,0.0817281,-0.216245,-0.482869,-0.685472,-0.574824,-0.660265,-0.738373,-0.806551,-0.909971,-1.07045,-1.18478,-1.30802,-1.30619,-1.20342,-1.10164,-0.989984,-0.879125,-0.826621,-0.827442,-0.775255,-0.654229,-0.713908,-0.758681,-0.851536,-0.919396,-1.06513,-1.19211,-1.25983,-1.27008,-1.21303,-1.05221,-0.919211,-0.767736,-0.644962,1
-0.866982,-0.760462,-0.566326,-0.295292,0.00868782,0.297878,0.575316,0.898025,1.15662,1.42072,1.54727,1.5739,1.5136,1.37055,1.15332,0.945563,0.622524,0.330693,0.0361323,-0.17999,-0.4214,-0.687636,-0.851466,-0.837909,-0.685325,-0.459563,-0.203979,0.0541572,0.363045,0.626067,0.893624,1.18303,1.46452,1.64697,1.71058,1.57963,1.54463,1.60119,1.73919,1.82634,1.69627,1.42072,1.1355,0.850487,0.546331,0.262203,-0.0401928,-0.323485,-0.597622,-0.786982,-0.668203,-0.732203,-0.818146,-0.934306,-0.992804,-1.08344,-1.09301,-1.10608,-1.0888,-1.07254,-1.00643,-0.927527,-0.853403,-0.769045,-0.695449,-0.60823,-0.613446,-0.711251,-0.803378,-0.936067,-1.04327,-1.1394,-1.19971,-1.19693,-1.11389,-0.984045,-0.863219,-0.733942,-0.631382,-0.611135,2
-0.832991,-0.742854,-0.545285,-0.270606,0.0382736,0.326863,0.588343,0.917684,1.14239,1.37129,1.50794,1.51383,1.47629,1.31952,1.14263,0.88525,0.588073,0.364473,0.168597,-0.0880013,-0.358387,-0.608778,-0.772638,-0.79072,-0.652448,-0.414471,-0.138786,0.159691,0.419944,0.737189,1.00892,1.24175,1.51702,1.69685,1.61368,1.51088,1.48807,1.56952,1.68336,1.79376,1.7101,1.41079,1.13674,0.86052,0.563074,0.267713,0.00554562,-0.295704,-0.565378,-0.756691,-0.638022,-0.671388,-0.790548,-0.868295,-0.990694,-1.06967,-1.13527,-1.1547,-1.15995,-1.09953,-1.01366,-0.955463,-0.912628,-0.883359,-0.808531,-0.758114,-0.724822,-0.790033,-0.892093,-0.9996,-1.10505,-1.20232,-1.23915,-1.21059,-1.11206,-0.978231,-0.84462,-0.700804,-0.61128,-0.59234,1
-0.827335,-0.768904,-0.557496,-0.309081,-0.00308497,0.273787,0.597994,0.905,1.1726,1.46929,1.62351,1.61724,1.62876,1.55135,1.4315,1.21019,0.911266,0.622045,0.298707,0.00354427,-0.298187,-0.579627,-0.71971,-0.770602,-0.813652,-0.662452,-0.45064,-0.163561,0.10751,0.406978,0.683082,0.957954,1.22151,1.54408,1.61037,1.55398,1.50446,1.56894,1.65322,1.67969,1.62674,1.41816,1.14713,0.848207,0.549689,0.228999,-0.0584836,-0.36161,-0.631671,-0.750674,-0.582497,-0.67088,-0.702268,-0.86038,-0.98775,-1.12048,-1.18269,-1.20409,-1.16553,-1.06643,-0.943832,-0.982313,-0.906502,-0.814501,-0.691031,-0.601253,-0.65744,-0.723207,-0.816198,-0.921781,-1.05566,-1.19413,-1.26743,-1.23517,-1.10671,-0.965255,-0.794249,-0.655197,-0.520449,-0.505392,2
-0.797506,-0.704268,-0.518424,-0.274374,-0.00139716,0.272073,0.545583,0.811545,1.06247,1.39223,1.55227,1.62696,1.5661,1.61115,1.53607,1.38453,1.17075,0.871412,0.551293,0.237576,-0.0441337,-0.310709,-0.515796,-0.709148,-0.836054,-0.742756,-0.50242,-0.238572,0.0346414,0.304536,0.614163,0.901444,1.13874,1.41416,1.58724,1.55168,1.54555,1.56926,1.60562,1.67378,1.63348,1.34659,1.06465,0.777759,0.480342,0.19474,-0.116211,-0.410664,-0.585522,-0.73924,-0.634661,-0.725429,-0.837457,-0.989277,-1.07268,-1.18686,-1.277,-1.24462,-1.13252,-1.03261,-0.916943,-0.865691,-0.798356,-0.720371,-0.652265,-0.674433,-0.678879,-0.785809,-0.898529,-1.01895,-1.13547,-1.22266,-1.25418,-1.18518,-1.08945,-0.938479,-0.818607,-0.663863,-0.574063,-0.55794,2
-0.720533,-0.666692,-0.499371,-0.217526,0.0389788,0.316591,0.534129,0.792866,1.03287,1.31179,1.50028,1.55362,1.52376,1.38285,1.22127,0.980685,0.718179,0.476896,0.182699,-0.0994649,-0.360087,-0.612533,-0.677768,-0.712415,-0.612707,-0.439587,-0.195346,0.0876297,0.351847,0.626357,0.907738,1.18271,1.47563,1.62756,1.6896,1.62176,1.58117,1.63162,1.71396,1.68902,1.65684,1.38978,1.11614,0.842851,0.544102,0.26075,-0.00842549,-0.28711,-0.556024,-0.684407,-0.634394,-0.711313,-0.816849,-0.936273,-0.994898,-1.10983,-1.2173,-1.22992,-1.191,-1.17065,-1.04166,-0.939839,-0.863848,-0.779941,-0.690786,-0.6731,-0.740452,-0.797685,-0.913513,-1.03262,-1.13624,-1.21932,-1.25679,-1.22131,-1.09971,-1.0007,-0.859644,-0.716996,-0.637235,-0.580727,1
-0.789313,-0.700358,-0.497875,-0.236849,0.0597534,0.346579,0.636263,0.96532,1.13468,1.32469,1.47747,1.53873,1.50534,1.3761,1.20939,0.998951,0.756518,0.506687,0.294379,0.0354669,-0.252247,-0.512048,-0.741628,-0.811413,-0.751285,-0.528839,-0.252632,0.0298457,0.317056,0.607076,0.89885,1.1354,1.42847,1.56347,1.54882,1.59062,1.51062,1.55843,1.61776,1.60671,1.71481,1.46714,1.1772,0.89616,0.588579,0.295604,0.0263865,-0.226544,-0.513201,-0.700094,-0.595285,-0.689909,-0.777061,-0.860106,-1.01947,-1.14897,-1.20607,-1.25697,-1.24207,-1.17619,-1.11981,-0.977022,-0.85559,-0.779656,-0.716525,-0.666751,-0.72796,-0.809659,-0.904932,-1.03134,-1.1599,-1.26025,-1.28062,-1.22484,-1.1157,-0.965804,-0.830102,-0.685128,-0.602876,-0.54443,1
-0.858913,-0.867583,-0.662822,-0.371379,-0.0849551,0.247833,0.566771,0.817714,1.05775,1.29984,1.46481,1.53874,1.50086,1.47279,1.34844,1.0452,0.725304,0.501856,0.188782,-0.0997634,-0.416602,-0.679752,-0.828406,-0.90457,-0.828132,-0.599048,-0.319812,-0.0131723,0.2798,0.596502,0.904191,1.19146,1.45272,1.61996,1.52025,1.54056,1.52619,1.61609,1.75322,1.86205,1.69298,1.44747,1.1529,0.843269,0.584477,0.270262,-0.0550646,-0.313035,-0.582414,-0.796713,-0.6492,-0.761757,-0.817066,-0.952919,-1.04782,-1.22604,-1.26645,-1.24687,-1.14983,-0.984544,-0.82747,-0.62814,-0.585677,-0.708821,-0.726756,-0.629098,-0.537716,-0.612875,-0.677722,-0.826535,-0.983494,-1.14851,-1.27293,-1.29305,-1.19254,-1.02215,-0.844561,-0.634574,-0.524208,-0.569568,2
-0.908548,-0.849355,-0.610363,-0.294012,0.0298409,0.319184,0.603875,0.859713,1.14468,1.40994,1.4948,1.44976,1.46233,1.42189,1.2002,0.862856,0.57894,0.373452,0.0713073,-0.234547,-0.52412,-0.766297,-0.923593,-0.827711,-0.643909,-0.358925,-0.0512899,0.282117,0.56618,0.86998,1.1671,1.48433,1.6419,1.63666,1.50528,1.38543,1.47867,1.46778,1.60565,1.70392,1.61927,1.34541,1.08349,0.802511,0.548349,0.257812,-0.0303367,-0.334954,-0.600515,-0.824023,-0.491286,-0.601269,-0.709199,-0.827585,-0.917411,-1.05401,-1.20091,-1.32022,-1.30637,-1.15456,-0.984021,-0.850361,-0.762441,-0.641604,-0.570783,-0.548698,-0.614281,-0.772499,-0.93694,-1.04956,-1.19812,-1.28214,-1.32488,-1.23468,-1.12795,-0.977673,-0.837957,-0.648267,-0.546477,-0.45994,2
-0.850893,-0.762546,-0.544704,-0.275904,0.0168132,0.302111,0.629288,0.883305,1.13193,1.43123,1.52066,1.49349,1.51276,1.4852,1.32851,1.06235,0.803515,0.536392,0.217695,-0.0696452,-0.326862,-0.58431,-0.815065,-0.871014,-0.745046,-0.530268,-0.268735,0.0119372,0.293939,0.587658,0.865189,1.13328,1.41158,1.60392,1.60103,1.49329,1.49657,1.57,1.65095,1.75695,1.67889,1.39115,1.12248,0.854396,0.561833,0.27694,-0.0159508,-0.298396,-0.555034,-0.76112,-0.635826,-0.706886,-0.768501,-0.935039,-1.0781,-1.14132,-1.22968,-1.20461,-1.12147,-1.05135,-0.986748,-0.885565,-0.83665,-0.754972,-0.6625,-0.61638,-0.654251,-0.695727,-0.826339,-0.963736,-1.08785,-1.18536,-1.27501,-1.25616,-1.15113,-1.00914,-0.867641,-0.702646,-0.576427,-0.574712,2
-0.694427,-0.662717,-0.557133,-0.301321,-0.0237733,0.250787,0.502519,0.798869,1.05145,1.21304,1.3968,1.59255,1.58561,1.58908,1.41226,1.19811,0.974593,0.765345,0.574766,0.266096,0.0360727,-0.235394,-0.484486,-0.661037,-0.669038,-0.624953,-0.442695,-0.209739,0.0527143,0.321648,0.597462,0.87373,1.17517,1.48934,1.56081,1.51387,1.53441,1.51281,1.55334,1.62642,1.64509,1.58561,1.27545,0.978673,0.693632,0.384054,0.104213,-0.179736,-0.440722,-0.62818,-0.639515,-0.738165,-0.796917,-0.877085,-1.00811,-1.14026,-1.20421,-1.26772,-1.21544,-1.15791,-1.07534,-1.00555,-0.951386,-0.852976,-0.774808,-0.661997,-0.69384,-0.778675,-0.888873,-1.01753,-1.14194,-1.24184,-1.26741,-1.23589,-1.1881,-1.07609,-0.92165,-0.795504,-0.666317,-0.58999,1
-0.728322,-0.646939,-0.446658,-0.193112,0.086587,0.396658,0.672521,0.876853,1.12541,1.37711,1.5032,1.54156,1.56265,1.41163,1.24767,0.958332,0.730436,0.547222,0.243336,-0.0347085,-0.326273,-0.534081,-0.737359,-0.750448,-0.775785,-0.586962,-0.345067,-0.0764428,0.209009,0.505488,0.792522,1.06045,1.37112,1.56002,1.52933,1.60772,1.5521,1.56145,1.60772,1.66525,1.70336,1.47132,1.16856,0.932683,0.638673,0.343129,0.0851966,-0.223579,-0.464277,-0.681002,-0.557382,-0.646052,-0.749537,-0.87975,-1.02233,-1.12426,-1.23,-1.2317,-1.14257,-1.19953,-1.16014,-1.01974,-0.875411,-0.770104,-0.671534,-0.561481,-0.610982,-0.671821,-0.801675,-0.885575,-1.06064,-1.18843,-1.29036,-1.36452,-1.27637,-1.13823,-0.976618,-0.788442,-0.642624,-0.557478,1
-0.916238,-0.821949,-0.571827,-0.290454,-0.000568555,0.307243,0.630795,0.891538,1.1356,1.47188,1.59765,1.52768,1.52921,1.59861,1.4554,1.22974,0.900357,0.605487,0.293094,0.0111457,-0.27573,-0.5618,-0.805039,-0.854542,-0.898906,-0.700492,-0.472035,-0.187556,0.114293,0.40552,0.713427,1.02249,1.31966,1.49489,1.59823,1.50007,1.5085,1.56468,1.55663,1.68987,1.64405,1.39807,1.11336,0.828845,0.544328,0.241022,-0.0659653,-0.335394,-0.619623,-0.835158,-0.390399,-0.51939,-0.639045,-0.801051,-0.930675,-1.07385,-1.21908,-1.31447,-1.26383,-1.17758,-1.11421,-0.941833,-0.834315,-0.667266,-0.579093,-0.55091,-0.626123,-0.685959,-0.850515,-0.993081,-1.13925,-1.27045,-1.3454,-1.26237,-1.11697,-0.913899,-0.725742,-0.568031,-0.400656,-0.31463,2
-0.805538,-0.7765,-0.599264,-0.361473,-0.087482,0.222388,0.531844,0.747828,1.03729,1.30655,1.48813,1.51774,1.5221,1.49226,1.36233,1.16171,0.863292,0.632043,0.380525,0.06813,-0.195049,-0.491812,-0.726091,-0.828447,-0.71902,-0.532741,-0.295363,-0.0154492,0.252275,0.544424,0.821055,1.09674,1.39493,1.5524,1.59785,1.52715,1.52279,1.5019,1.56595,1.67544,1.67957,1.51108,1.22093,0.916777,0.664547,0.362115,0.0398495,-0.250807,-0.539489,-0.714935,-0.619786,-0.686103,-0.767892,-0.890609,-1.04154,-1.18296,-1.23158,-1.27517,-1.20732,-1.0942,-0.963813,-0.859069,-0.790962,-0.712065,-0.64848,-0.597887,-0.678597,-0.750423,-0.841164,-0.964593,-1.11697,-1.20794,-1.27651,-1.29111,-1.18687,-1.0523,-0.904773,-0.751869,-0.663194,-0.586731,2
-0.806454,-0.728838,-0.575455,-0.355823,-0.0652151,0.253951,0.512047,0.774763,1.09945,1.40287,1.51675,1.48968,1.49247,1.51375,1.40824,1.24493,0.956983,0.622196,0.343106,0.0270127,-0.255236,-0.518274,-0.695596,-0.692931,-0.628166,-0.455335,-0.201429,0.0798954,0.367516,0.650345,0.947314,1.23633,1.4351,1.373,1.23053,1.29199,1.42328,1.50794,1.54318,1.6661,1.71767,1.54211,1.23762,0.946024,0.631436,0.349896,0.025573,-0.276639,-0.541933,-0.732534,-0.584523,-0.687968,-0.780561,-0.893267,-1.0532,-1.18899,-1.3001,-1.26521,-1.19649,-1.16239,-1.08355,-0.964221,-0.886734,-0.799857,-0.721231,-0.611899,-0.636761,-0.724132,-0.791606,-0.934159,-1.07113,-1.21213,-1.29912,-1.34418,-1.23613,-1.09212,-0.913767,-0.749467,-0.608074,-0.538216,2
-0.808042,-0.800715,-0.559511,-0.392712,-0.0894501,0.214002,0.516911,0.810485,1.04811,1.2959,1.46333,1.53632,1.50702,1.51299,1.34828,1.05921,0.817459,0.565781,0.260077,-0.0389246,-0.312473,-0.526461,-0.686097,-0.753609,-0.704684,-0.521088,-0.273426,0.0533076,0.31394,0.637363,0.928197,1.25493,1.58218,1.71921,1.56509,1.48368,1.46631,1.56481,1.64269,1.6956,1.70456,1.40146,1.12221,0.820281,0.540925,0.232399,-0.0609583,-0.346067,-0.606455,-0.718116,-0.614433,-0.707045,-0.856017,-0.93479,-1.08903,-1.18978,-1.24907,-1.20061,-1.1678,-1.03557,-0.910748,-0.83051,-0.836154,-0.755183,-0.660481,-0.563202,-0.641486,-0.704766,-0.819791,-0.96453,-1.08034,-1.19786,-1.2871,-1.26792,-1.1885,-1.01921,-0.839084,-0.718442,-0.617553,-0.539241,1
-0.899399,-0.785104,-0.586209,-0.292141,0.000982102,0.302348,0.587133,0.823812,1.16179,1.4183,1.61569,1.57352,1.58334,1.59162,1.47473,1.28773,0.976719,0.688237,0.403952,0.12947,-0.170124,-0.449343,-0.680322,-0.868278,-0.888518,-0.70944,-0.455698,-0.174823,0.110367,0.381825,0.685348,0.975563,1.2471,1.5377,1.63823,1.5947,1.61396,1.56485,1.56813,1.67,1.56408,1.32914,1.07108,0.776052,0.50028,0.198125,-0.0823658,-0.370944,-0.640785,-0.84798,-0.672484,-0.6705,-0.767791,-0.914035,-1.05843,-1.17558,-1.25611,-1.21317,-1.10746,-1.01144,-0.93778,-0.84746,-0.745163,-0.63703,-0.550659,-0.628403,-0.693879,-0.827394,-0.957192,-1.08085,-1.20922,-1.28055,-1.25395,-1.10513,-0.990469,-0.835289,-0.663548,-0.59135,-0.475688,-0.58644,2
