f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,class
-0.627812,-0.578898,-0.351439,-0.0932174,0.137696,0.372866,0.494065,0.812766,0.850997,0.984324,1.26801,1.29138,1.41804,1.3223,1.24873,1.00055,0.680965,0.587314,0.555589,0.187172,-0.0863904,-0.28863,-0.41746,-0.522435,-0.521632,-0.542032,-0.281723,-0.0827761,0.169743,0.499848,0.812766,1.10207,1.42511,1.75529,1.92252,1.81087,1.49257,1.37652,1.36599,1.49972,1.58518,1.43202,1.33106,1.08673,0.771884,0.380175,0.269015,0.0174604,-0.299714,-0.612632,-0.543077,-0.57922,-0.74869,-0.833023,-0.989426,-1.1487,-1.28095,-1.30377,-1.39819,-1.33092,-1.26594,-1.10103,-0.97925,-0.772865,-0.626928,-0.59954,-0.755356,-0.85197,-0.9475,-1.02203,-1.25941,-1.30687,-1.25749,-1.32082,-1.31266,-1.17163,-1.0696,-0.878371,-0.737767,-0.619539,0
-1.5702,-1.48937,-0.983227,-0.567903,0.00194451,0.203343,0.549969,0.908239,1.14007,1.23294,1.10895,0.929182,0.807638,0.478823,0.0691753,-0.139759,-0.597946,-1.05741,-1.17112,-1.18384,-0.923042,-0.531303,-0.064112,0.0330645,0.304043,0.874673,1.08605,0.790414,0.661922,0.667305,0.805681,1.10827,1.37386,1.77001,1.64328,1.42661,1.09975,0.841792,0.924093,1.31231,1.2304,0.944938,0.252959,-0.0668521,-0.456536,-0.254453,-0.357501,-1.00339,-1.47283,-1.63264,-0.61057,-1.26399,-1.73872,-1.53477,-1.12102,-0.605873,-0.122535,0.454064,-0.0469862,-0.440291,-0.484623,-0.828899,-1.12875,-0.830367,-0.137606,0.419617,1.16679,1.89468,1.70601,0.924876,0.155391,-0.643843,-1.43378,-2.04868,-1.80988,-0.981955,-0.218929,0.296703,0.0257248,-0.0700815,0
-0.455958,-0.35491,-0.251052,0.0808092,0.360468,0.676411,0.908394,1.15942,1.22871,1.40146,1.52272,1.50969,1.45874,1.44282,1.28895,1.13374,1.00094,0.894505,0.712773,0.431553,0.227115,-0.0536363,-0.289052,-0.526731,-0.576749,-0.393144,-0.161864,0.101955,0.274245,0.554216,0.74102,1.10987,1.23971,1.19102,1.18095,1.12586,1.0458,1.08232,1.23066,1.26351,1.33334,1.32858,1.29402,1.1261,0.8519,0.579732,0.326681,0.0686365,-0.211023,-0.369501,-0.972711,-0.954046,-1.02748,-1.05844,-1.11824,-1.16914,-1.20564,-1.21108,-1.17868,-1.13042,-1.18134,-1.04348,-0.970409,-0.989729,-0.99644,-1.06672,-1.04408,-1.11508,-1.07318,-1.13154,-1.21257,-1.22252,-1.20711,-1.17042,-1.16786,-1.09963,-1.12607,-1.0498,-0.97918,-0.972711,0
-0.597404,-0.567015,-0.474312,-0.207975,0.0719892,0.391683,0.527251,0.805423,1.06715,1.2406,1.37565,1.44852,1.49382,1.45217,1.23023,1.16984,0.870808,0.591548,0.203398,0.163924,-0.0595478,-0.343734,-0.499327,-0.446162,-0.474248,-0.496128,-0.329275,-0.0774614,0.178959,0.504347,0.79653,1.13196,1.41583,1.53835,1.46151,1.27809,1.27418,1.37137,1.37661,1.47923,1.50719,1.55754,1.52369,1.27623,0.919622,0.636843,0.296229,0.0209355,-0.281868,-0.50099,-0.664516,-0.718896,-0.769374,-0.954095,-1.07424,-1.15391,-1.24336,-1.368,-1.3776,-1.26771,-1.1599,-0.982968,-0.86067,-0.798868,-0.749029,-0.694969,-0.628816,-0.748966,-0.875064,-1.06255,-1.18513,-1.35712,-1.43829,-1.36759,-1.29288,-1.1325,-1.01445,-0.908013,-0.782042,-0.662276,0
-0.443759,-0.440769,-0.401766,-0.0914636,-0.00881383,0.0536666,0.314786,0.527805,0.594485,0.862413,1.04992,1.2665,1.34196,1.37218,1.51273,1.41958,1.37473,1.22756,1.11017,0.858341,0.631133,0.437011,0.109912,0.161003,-0.144782,-0.417991,-0.505667,-0.661741,-0.503313,-0.247219,0.068046,0.397754,0.772064,1.11189,1.42709,1.56777,1.45108,1.41316,1.3669,1.35946,1.41907,1.54187,1.60709,1.47405,1.13651,0.784535,0.445474,0.127027,-0.156871,-0.381088,-0.676566,-0.697435,-0.775885,-0.91408,-1.05013,-1.18171,-1.23986,-1.16004,-1.11125,-1.17005,-1.12992,-1.09379,-1.12059,-0.993892,-1.01182,-1.0373,-1.06761,-1.19844,-1.11568,-1.03478,-1.02921,-1.16681,-1.22891,-1.18646,-1.10289,-1.10542,-1.11351,-0.962627,-0.820869,-0.793955,0
-0.685178,-0.462967,-0.60909,-0.740082,-0.409793,-0.000677295,0.360091,0.660839,0.928298,0.992641,1.1384,1.19835,1.23827,1.23654,1.08991,1.07348,0.956615,0.766972,0.649094,0.541087,0.327883,0.0246132,-0.26194,-0.551232,-0.877847,-0.807379,-0.527022,-0.130084,0.241996,0.659037,1.05295,1.47266,1.85353,2.12726,1.96535,1.58636,1.28193,1.22119,1.24497,1.09179,1.21593,1.4367,1.25434,1.07968,0.825479,0.598873,0.15928,-0.20156,-0.594103,-0.834832,-0.252934,-0.469092,-0.671128,-0.852484,-1.00343,-1.11072,-1.16001,-1.32746,-1.35556,-1.32998,-1.30887,-1.11605,-0.789582,-0.626743,-0.439767,-0.379819,-0.523636,-0.724807,-0.904146,-1.14761,-1.25259,-1.2897,-1.33884,-1.42624,-1.39828,-1.16418,-0.968705,-0.737416,-0.485232,-0.303587,0
-0.622689,-0.485307,-0.318368,-0.0754518,0.186059,0.502384,0.782282,0.889897,1.08424,1.06239,1.16383,1.18464,1.10423,1.01194,0.892811,0.804693,0.574613,0.48587,0.31227,-0.0236909,-0.26508,-0.514171,-0.652247,-0.636913,-0.477189,-0.21776,0.120421,0.424673,0.782975,1.10554,1.39509,1.58916,1.33021,1.11644,1.13108,1.06718,0.954286,1.09097,1.37802,1.55217,1.71377,1.76151,1.65639,1.284,0.94485,0.609791,0.224082,-0.0919654,-0.382826,-0.625187,-0.486972,-0.412661,-0.688604,-0.814329,-1.08389,-1.34434,-1.56094,-1.69035,-1.5523,-1.35624,-1.13635,-1.04004,-0.859499,-0.665569,-0.463867,-0.325167,-0.381022,-0.573148,-0.791294,-1.00875,-1.21283,-1.34697,-1.59836,-1.61991,-1.50816,-1.32239,-1.09513,-0.841875,-0.644753,-0.46019,0
-0.691754,-0.61409,-0.333672,-0.0614712,0.189839,0.399368,0.684994,0.936178,1.1299,1.21108,1.31477,1.32651,1.32174,1.2851,1.17751,1.12187,0.925388,0.671255,0.543593,0.37553,0.14511,-0.0900777,-0.383231,-0.546087,-0.544519,-0.422753,-0.257325,-0.0107826,0.340713,0.701493,0.984859,1.2979,1.50925,1.41703,1.28347,1.31992,1.2787,1.39369,1.43761,1.52637,1.65655,1.55931,1.28454,0.963154,0.646413,0.336447,0.0370202,-0.245468,-0.47432,-0.638493,-0.540002,-0.564844,-0.702544,-0.861448,-0.946326,-1.13891,-1.27735,-1.45627,-1.44095,-1.4196,-1.38948,-1.2029,-1.1153,-0.87412,-0.812955,-0.706057,-0.58266,-0.628958,-0.7378,-0.935724,-1.1163,-1.25728,-1.39202,-1.43195,-1.32738,-1.20042,-1.09856,-0.920982,-0.733221,-0.607817,0
-0.661001,-0.578265,-0.4149,-0.121674,0.194951,0.457535,0.757245,0.936714,1.14012,1.22654,1.30014,1.41006,1.27733,1.17341,1.10154,0.991458,0.838252,0.640841,0.479854,0.275093,-0.00921537,-0.304224,-0.489908,-0.627496,-0.520982,-0.307845,-0.0172134,0.228996,0.555133,0.810853,1.09127,1.40611,1.5056,1.45961,1.26723,1.21103,1.29868,1.42178,1.36456,1.41368,1.50825,1.56996,1.31965,1.08268,0.764108,0.452725,0.148043,-0.130915,-0.357076,-0.546705,-0.617931,-0.699965,-0.784809,-0.907806,-1.08549,-1.20198,-1.3481,-1.4444,-1.41183,-1.26349,-1.13153,-1.07398,-0.986597,-0.880893,-0.717366,-0.652247,-0.629928,-0.837066,-0.917371,-1.10565,-1.18938,-1.29642,-1.40464,-1.35281,-1.31689,-1.19795,-1.10743,-0.953308,-0.793023,-0.68332,0
-0.7472,-0.62948,-0.433554,-0.121031,0.0549126,0.417353,0.811449,1.05482,1.19559,1.2726,1.22283,1.28914,1.25479,1.0986,0.986046,0.993904,1.11611,0.838915,0.551687,0.442798,0.115531,-0.238976,-0.470599,-0.702372,-0.705066,-0.778408,-0.642053,-0.341728,-0.0403561,0.340195,0.742074,1.07331,1.4472,1.51725,1.24701,1.16199,1.23675,1.10594,1.32574,1.43013,1.35208,1.48521,1.70067,1.34938,1.04038,0.604822,0.208779,-0.111901,-0.451366,-0.656646,-0.388727,-0.654177,-0.82129,-1.02537,-1.46177,-1.69874,-1.64856,-1.45275,-1.26268,-1.03203,-0.78896,-0.45391,-0.178657,-0.44725,-0.65949,-0.568562,-0.492826,-0.238078,-0.418961,-0.701923,-1.07649,-1.37861,-1.7316,-1.81302,-1.6079,-1.31986,-1.15155,-0.794647,-0.427418,-0.319427,0
-0.74028,-0.64747,-0.462417,-0.194225,0.112595,0.39306,0.650846,0.88714,1.06767,1.2793,1.28773,1.40395,1.33908,1.21211,1.07774,0.983173,0.91932,0.69168,0.489093,0.318632,0.108919,-0.0571879,-0.370569,-0.555735,-0.683836,-0.63712,-0.424976,-0.150676,0.150828,0.468111,0.788561,1.11105,1.44134,1.6299,1.4621,1.4854,1.41606,1.37138,1.16116,1.14668,1.29282,1.43167,1.53867,1.29921,0.94347,0.563013,0.238717,-0.0451413,-0.385669,-0.590857,-0.476499,-0.36842,-0.533226,-0.758378,-0.983021,-1.26181,-1.40583,-1.61792,-1.65684,-1.48999,-1.23091,-1.01181,-0.873245,-0.640401,-0.422375,-0.213002,-0.229064,-0.453764,-0.684911,-0.909724,-1.02979,-1.18855,-1.33628,-1.53326,-1.61404,-1.46643,-1.2996,-1.08284,-0.861594,-0.582487,0
-0.950916,-0.839776,-0.586968,-0.237454,0.117401,0.21685,0.554601,0.728312,0.932478,1.07718,1.17424,1.38094,1.41796,1.17157,0.946118,0.840535,0.674979,0.343868,0.0551917,-0.106467,-0.330191,-0.606021,-0.860849,-0.897583,-0.767391,-0.590504,-0.310489,0.0471088,0.428017,0.804739,1.18399,1.58842,1.64089,1.63158,1.4321,1.3367,1.3087,1.41132,1.42027,1.57262,1.71631,1.7617,1.43947,1.07869,0.702259,0.320846,-0.0416591,-0.394277,-0.68252,-0.852911,0.0449437,0.0533875,-0.201441,-0.535151,-0.852983,-1.27662,-1.53166,-1.69939,-1.76761,-1.52625,-1.23858,-0.943266,-0.620238,-0.293457,-0.095858,-0.380348,-0.649827,-0.897656,-1.07649,-1.32367,-1.18828,-1.10153,-1.07158,-1.08219,-0.849447,-0.865324,-0.855437,-0.831982,-0.582061,-0.161965,1
-0.902598,-0.79118,-0.638092,-0.337748,-0.0237556,0.274243,0.586011,0.803136,1.04864,1.37189,1.43172,1.5245,1.49281,1.31429,1.18453,0.928745,0.756897,0.551557,0.378867,-0.038427,-0.152311,-0.354344,-0.7168,-0.856419,-0.799237,-0.757207,-0.551987,-0.260242,0.0367941,0.373816,0.71168,1.04311,1.3826,1.71854,1.63917,1.50959,1.50075,1.52799,1.51506,1.61512,1.55066,1.66616,1.38464,1.02651,0.669229,0.265103,-0.0867105,-0.393728,-0.659137,-0.935308,-0.155077,-0.274673,-0.478991,-0.66521,-0.839643,-1.12664,-1.33587,-1.41238,-1.47018,-1.33563,-1.17727,-0.975114,-0.712231,-0.461253,-0.273591,-0.147501,-0.369917,-0.571108,-0.766527,-0.94998,-1.10974,-1.31672,-1.42959,-1.39238,-1.32329,-1.13692,-0.933384,-0.699724,-0.46444,-0.224165,1
-0.935727,-0.91046,-0.662719,-0.313347,-0.123882,0.273349,0.617371,0.949359,1.14002,1.2432,1.3202,1.32273,1.30865,1.20217,1.00693,0.838157,0.721606,0.533688,0.317337,0.0220183,-0.346497,-0.751821,-0.742812,-0.831492,-1.05221,-0.981193,-0.793839,-0.440948,-0.106075,0.29207,0.645101,1.04902,1.40029,1.55217,1.58229,1.52198,1.53247,1.42725,1.2912,1.28951,1.3404,1.458,1.47574,1.25172,0.812045,0.409536,-0.0417469,-0.421664,-0.712689,-0.97324,0.288762,0.195367,0.068892,-0.419834,-0.737745,-1.11639,-1.54952,-1.77073,-1.7335,-1.45535,-1.22084,-0.816853,-0.464455,-0.043788,0.169537,0.193255,0.0377836,-0.232691,-0.582484,-0.987879,-1.28285,-1.51018,-1.69959,-1.53038,-1.35027,-1.0515,-0.878929,-0.54652,-0.180749,0.204235,1
-1.10426,-0.955038,-0.680658,-0.30602,0.0699615,0.393091,0.76037,0.969375,1.12128,1.30871,1.36545,1.3992,1.41703,1.25769,1.13763,1.06079,0.837137,0.552427,0.309461,0.111564,-0.287766,-0.636579,-0.949803,-1.10765,-1.08084,-0.895676,-0.619173,-0.342175,0.0611174,0.37986,0.790016,1.1389,1.33871,1.66283,1.56271,1.54707,1.40896,1.472,1.29342,1.06694,1.05293,1.31529,1.50236,1.24206,0.833741,0.420897,0.0184533,-0.380311,-0.717874,-0.975981,0.0944421,0.219887,0.0891356,-0.439248,-0.757849,-1.17501,-1.42272,-1.69504,-1.65648,-1.38819,-1.10228,-0.664738,-0.311822,-0.111096,0.121399,-0.0541394,-0.403377,-0.489837,-0.601485,-0.751269,-1.1905,-1.37991,-1.49021,-1.45731,-1.38217,-1.21909,-1.07213,-0.86313,-0.46479,-0.120647,1
-0.895458,-0.815634,-0.619509,-0.348057,-0.0500101,0.290112,0.563006,0.835944,1.03542,1.31065,1.43887,1.45477,1.34963,1.4149,1.38445,1.20686,1.04483,0.851425,0.623659,0.418712,0.0649331,-0.254702,-0.540322,-0.806897,-0.882479,-0.805921,-0.680883,-0.398572,-0.100992,0.212748,0.526318,0.853588,1.17204,1.50592,1.5368,1.44569,1.39836,1.36515,1.37707,1.34916,1.44951,1.53625,1.46419,1.13378,0.811216,0.402977,0.0840621,-0.255084,-0.552325,-0.772541,-0.122878,-0.162833,-0.259326,-0.390471,-0.6587,-0.89813,-1.19516,-1.44905,-1.663,-1.6375,-1.39701,-1.158,-0.892192,-0.630368,-0.333721,-0.196552,-0.264882,-0.471101,-0.724316,-1.01155,-1.24644,-1.4779,-1.52223,-1.45126,-1.28665,-1.11966,-1.01256,-0.751461,-0.516357,-0.23235,1
-0.90182,-0.917214,-0.762919,-0.507035,-0.14793,0.210002,0.480057,0.832739,1.07226,1.26973,1.43662,1.45843,1.42831,1.32662,1.24328,1.07272,0.860621,0.53521,0.286207,-0.0554651,-0.372007,-0.658119,-0.838359,-0.8641,-0.795898,-0.514885,-0.230048,0.0320045,0.324487,0.569005,0.910371,1.27208,1.45558,1.56711,1.43789,1.36841,1.35817,1.3941,1.49299,1.60962,1.59815,1.59244,1.23808,0.888096,0.544334,0.250984,-0.0789636,-0.389695,-0.666835,-0.772043,0.0118192,-0.0728979,-0.315784,-0.489296,-0.77867,-1.07977,-1.3279,-1.48646,-1.59813,-1.52563,-1.36251,-1.08007,-0.785296,-0.485779,-0.241516,-0.0474114,-0.145636,-0.33546,-0.636302,-0.896213,-1.19313,-1.40788,-1.55493,-1.57308,-1.37149,-1.10123,-0.885968,-0.642368,-0.393263,-0.1411,1
-0.997541,-0.916577,-0.689361,-0.352044,-0.0426256,0.206714,0.488387,0.78842,1.05416,1.25538,1.37157,1.33722,1.30437,1.20799,1.04281,0.774238,0.49143,0.393138,0.124306,-0.0350964,-0.175469,-0.394486,-0.673117,-0.912245,-0.962216,-0.751554,-0.439557,-0.0875428,0.285976,0.560637,0.926524,1.31804,1.61766,1.57176,1.46501,1.24894,1.31061,1.51359,1.64669,1.58873,1.58192,1.61441,1.51983,1.15415,0.80879,0.446668,0.0891865,-0.260714,-0.628406,-0.868669,-0.0575808,0.00461226,-0.236528,-0.528309,-0.742271,-1.09269,-1.3183,-1.56501,-1.73843,-1.54468,-1.27885,-0.986763,-0.818801,-0.538571,-0.306301,-0.0620158,-0.17057,-0.306198,-0.538417,-0.850671,-1.09619,-1.35018,-1.45527,-1.53184,-1.40535,-1.2393,-0.952366,-0.677552,-0.388503,-0.149169,1
-0.897321,-0.860719,-0.699979,-0.408222,-0.0912151,0.207515,0.480851,0.787613,1.01737,1.18331,1.25363,1.3112,1.24227,1.12131,0.937147,0.727203,0.485853,0.316311,-0.0382122,-0.394948,-0.669774,-0.903525,-0.944696,-0.855236,-0.661549,-0.393841,-0.106991,0.221993,0.526543,0.870533,1.21024,1.52181,1.68611,1.53485,1.45352,1.38902,1.31177,1.34833,1.46814,1.53302,1.6385,1.67447,1.34006,1.01959,0.687091,0.308711,-0.0546133,-0.366859,-0.603641,-0.801079,-0.054469,-0.0394627,-0.332854,-0.669822,-1.00328,-1.2731,-1.57118,-1.75559,-1.61638,-1.32538,-1.02295,-0.702432,-0.399902,-0.132386,0.140468,0.126712,-0.00319761,-0.204003,-0.490035,-0.82859,-1.06436,-1.37627,-1.52013,-1.59464,-1.48468,-1.33957,-1.11082,-0.791075,-0.418034,-0.206023,1
-1.04742,-1.02124,-0.718657,-0.411844,-0.0930595,0.276137,0.604135,0.866288,1.16083,1.21342,1.40573,1.47299,1.49218,1.38684,1.26805,1.063,0.877731,0.645451,0.361232,0.0741968,-0.267945,-0.399285,-0.702107,-1.02365,-1.13674,-1.0078,-0.79178,-0.487432,-0.158671,0.221206,0.559358,0.898506,1.27422,1.53167,1.59065,1.41724,1.32058,1.34288,1.53543,1.62393,1.51982,1.63655,1.55351,1.18237,0.848212,0.421914,-0.0126591,-0.406152,-0.796123,-0.976877,-0.00725995,-0.159434,-0.343768,-0.633562,-0.907803,-1.17477,-1.21045,-1.35429,-1.49656,-1.35576,-1.13228,-0.908508,-0.629454,-0.338838,-0.155795,-0.0818504,-0.109609,-0.347524,-0.570708,-0.919071,-1.17271,-1.32313,-1.50031,-1.42395,-1.28991,-1.03709,-0.780336,-0.51748,-0.229095,-0.0755123,1
-0.955869,-0.813808,-0.633824,-0.374556,-0.0631495,0.216846,0.545494,0.8309,1.04661,1.26231,1.38154,1.42675,1.49131,1.44954,1.35402,1.14267,0.952601,0.774864,0.576492,0.346251,0.0590102,-0.280964,-0.612593,-0.727829,-0.900017,-0.857417,-0.654138,-0.349931,-0.0589766,0.269075,0.613635,0.907112,1.24768,1.47609,1.45798,1.39167,1.42395,1.49961,1.45669,1.45903,1.55074,1.48953,1.34471,1.07196,0.674761,0.365693,0.0389713,-0.272894,-0.621535,-0.814771,-0.107538,0.0104948,-0.173157,-0.493643,-0.7121,-0.983153,-1.20661,-1.48509,-1.70701,-1.59628,-1.32946,-1.10041,-0.841184,-0.532025,-0.290823,-0.10419,-0.13606,-0.324481,-0.691327,-1.01232,-1.23458,-1.47316,-1.51829,-1.4824,-1.28878,-1.16227,-1.00865,-0.782397,-0.566921,-0.270051,1
-0.68799,-0.625471,-0.343944,-0.272727,-0.235984,0.0318667,0.378938,0.496604,0.758971,0.973063,1.34137,1.71914,1.66248,1.58439,1.47019,1.30929,1.17921,0.90985,0.507633,0.218606,-0.149957,-0.495957,-0.500179,-0.621437,-0.711561,-0.629189,-0.495516,-0.187204,0.166737,0.536813,0.826091,1.20877,1.38177,1.33608,1.25894,1.23953,1.21558,1.17909,1.20234,1.40099,1.27539,1.44555,1.48324,1.20423,0.844368,0.490301,0.150351,-0.167414,-0.413774,-0.624966,0.0488831,-0.194767,-0.499423,-0.734943,-0.938068,-1.16747,-1.39001,-1.60107,-1.67451,-1.5688,-1.25281,-1.0793,-0.797084,-0.640722,-0.329952,-0.201006,-0.168423,-0.461042,-0.781391,-1.13874,-1.33253,-1.60365,-1.62286,-1.56647,-1.41894,-1.16016,-0.872082,-0.62421,-0.312747,-0.140188,0
-0.77447,-0.777133,-0.559986,-0.209798,0.162519,0.359099,0.547874,0.544844,0.744361,1.14936,1.45548,1.40507,1.10208,0.820845,0.871068,0.622061,0.222843,-0.155442,-0.337882,-0.438605,-0.770797,-0.901177,-0.829009,-0.579268,-0.256532,0.0982474,0.411985,0.788892,1.11457,1.39075,1.77849,1.97865,2.03815,1.88665,1.77014,1.4676,1.12173,0.800094,0.522349,0.556688,0.74684,1.05305,1.31032,1.51057,1.33933,0.958386,0.590568,0.124782,-0.288301,-0.586705,-0.502693,-0.435483,-0.6193,-0.79164,-0.951125,-1.17222,-1.26747,-1.4604,-1.37795,-1.28223,-1.1591,-0.956083,-0.75225,-0.551906,-0.411702,-0.347431,-0.546397,-0.661995,-0.844434,-1.01284,-1.16304,-1.22545,-1.27495,-1.26202,-1.25033,-1.25133,-1.11925,-0.881436,-0.798342,-0.570453,0
-0.613824,-0.557081,-0.384898,-0.0290823,0.123462,0.416521,0.717189,0.945245,1.00467,1.16439,1.29099,1.35744,1.37831,1.15171,1.0296,0.942564,0.801107,0.478916,0.157377,-0.208222,-0.364245,-0.481425,-0.415335,-0.648318,-0.38084,-0.206411,-0.0221254,0.241584,0.522179,0.813644,1.11975,1.36527,1.38266,1.43136,1.50984,1.29294,1.42759,1.26316,1.30548,1.32954,1.52238,1.55107,1.46013,1.37215,1.0746,0.751032,0.404637,0.083315,-0.300691,-0.475338,-0.686654,-0.710568,-0.858764,-0.92771,-0.987162,-1.10041,-1.22605,-1.27036,-1.3114,-1.28343,-1.14576,-1.0454,-0.928492,-0.832241,-0.786586,-0.802602,-0.88441,-0.96019,-1.09928,-1.1521,-1.28499,-1.34121,-1.29869,-1.23161,-1.13135,-1.16463,-1.01842,-0.999264,-0.869489,-0.75673,0
-0.888918,-0.8583,-0.630447,-0.379776,-0.0546755,0.28088,0.462183,0.836987,1.18582,1.36347,1.45997,1.58892,1.54386,1.38504,1.19279,0.942367,0.612287,0.195581,-0.136324,-0.36816,-0.441925,-0.426575,-0.675669,-0.859379,-0.89008,-0.700645,-0.419107,-0.147692,0.154342,0.475459,0.842546,1.17229,1.50304,1.50461,1.54187,1.50005,1.31261,1.35227,1.43226,1.64086,1.70168,1.73761,1.43848,1.05314,0.785127,0.367507,0.0981667,-0.305513,-0.579915,-0.810423,-0.168436,-0.21623,-0.424749,-0.680399,-0.847347,-1.16613,-1.37882,-1.41451,-1.54988,-1.34325,-1.16039,-0.920449,-0.622316,-0.347499,-0.164619,-0.147775,-0.354137,-0.55162,-0.73591,-0.982516,-1.11221,-1.30477,-1.47621,-1.4469,-1.30334,-1.10134,-0.812248,-0.660568,-0.403756,-0.292236,1
-0.851131,-0.708147,-0.44875,-0.342037,-0.372539,0.0827174,0.451537,0.65063,0.758479,1.09269,1.44683,1.70386,1.71147,1.58159,1.49026,1.40811,1.08447,0.743097,0.454858,0.113219,-0.118036,-0.360478,-0.394214,-0.525398,-0.524874,-0.313196,-0.0719771,0.270361,0.569874,0.927594,1.19442,1.1821,0.927857,0.882759,0.967448,0.832243,0.927245,1.14714,1.39736,1.54095,1.84457,1.81652,1.499,1.09854,0.776221,0.401982,0.0437379,-0.254027,-0.548821,-0.740048,-0.185682,-0.368956,-0.541392,-0.794147,-0.84274,-1.05643,-1.16244,-1.41307,-1.53372,-1.48342,-1.27162,-1.0816,-0.78969,-0.554502,-0.555463,-0.412218,-0.508618,-0.767666,-0.931449,-1.16725,-1.29579,-1.45359,-1.47775,-1.51606,-1.35369,-1.15877,-0.974449,-0.840993,-0.606678,-0.348242,0
-0.637406,-0.526882,-0.316203,-0.0428615,0.213725,0.435374,0.798877,0.98416,1.09949,1.15321,1.24443,1.29469,1.15051,0.952979,0.873637,0.639365,0.330485,0.0966644,-0.173296,-0.337692,-0.22266,-0.382698,-0.633499,-0.675649,-0.580754,-0.30591,-0.0672804,0.245432,0.570466,0.89768,1.2427,1.57517,1.72364,1.64452,1.42558,1.29582,1.23015,1.30266,1.27283,1.48659,1.69569,1.66383,1.563,1.35908,0.994529,0.635909,0.302835,0.016345,-0.309366,-0.548145,-0.486234,-0.411324,-0.554081,-0.777157,-0.925098,-1.05035,-1.15261,-1.32321,-1.40969,-1.34608,-1.24118,-1.07948,-0.987595,-0.871752,-0.740566,-0.599312,-0.676927,-0.823966,-0.962027,-1.08527,-1.28736,-1.4481,-1.40307,-1.32152,-1.32162,-1.15151,-1.04964,-0.834485,-0.776781,-0.55378,1
-0.596319,-0.542786,-0.430312,-0.292207,-0.220288,0.0700891,0.499869,0.849295,1.09025,1.27345,1.48899,1.59898,1.6218,1.27529,1.04623,0.850052,0.564109,0.443957,0.37777,0.521283,0.420489,0.224633,-0.135068,-0.481466,-0.517263,-0.652664,-0.563766,-0.2815,0.0544076,0.4233,0.660577,0.639272,0.960688,0.755099,0.761263,0.726764,0.791328,1.08181,1.45665,1.71513,2.05006,2.02173,1.87778,1.47201,1.08463,0.697888,0.319154,-0.052767,-0.37959,-0.566794,-0.0993788,-0.00269451,-0.324219,-0.648122,-0.829702,-1.00425,-1.24287,-1.48694,-1.64144,-1.58402,-1.5254,-1.20386,-0.918924,-0.578691,-0.413765,-0.253706,-0.483412,-0.709334,-0.803639,-0.856307,-1.19831,-1.49658,-1.6706,-1.75923,-1.59875,-1.32576,-1.05433,-0.660126,-0.486873,-0.192062,0
-0.553405,-0.434744,-0.198379,0.0223932,0.248569,0.561996,0.702667,0.951303,1.07025,1.37939,1.39257,1.43737,1.39099,1.34618,1.2099,1.11342,0.886006,0.753329,0.649866,0.383442,0.182315,-0.0926651,-0.415999,-0.603335,-0.407499,-0.419546,-0.455853,-0.227707,-0.022752,0.269453,0.542238,0.822566,1.14483,1.36256,1.45111,1.51325,1.42431,1.37405,1.42809,1.45212,1.47323,1.54596,1.5414,1.28066,0.977647,0.572016,0.251609,-0.066884,-0.349689,-0.604123,-0.90252,-0.849044,-0.894527,-1.00454,-1.04062,-1.11038,-1.11201,-1.09664,-1.13466,-1.19354,-1.15542,-1.16702,-1.03308,-1.00652,-0.899931,-0.858445,-0.924918,-0.865987,-0.913441,-1.07742,-1.1088,-1.12469,-1.22981,-1.25188,-1.22108,-1.15207,-1.03033,-1.0153,-0.987643,-0.894245,0
-0.466197,-0.249306,0.0514789,0.355628,0.713177,0.977455,0.979889,1.17681,1.17974,1.32935,1.27831,1.28082,1.27974,1.27423,1.07302,1.07531,0.967362,0.812174,0.659849,0.618546,0.414897,0.0336551,-0.234846,-0.199414,-0.443721,-0.160545,0.142029,0.10223,-0.149307,-0.363407,-0.0974819,0.285192,0.645532,0.916897,1.24889,1.20516,1.18998,1.20601,1.21002,1.28755,1.4355,1.39835,1.53421,1.43636,1.06121,0.633006,0.213897,-0.118384,-0.426971,-0.580513,-0.408861,-0.415733,-0.551737,-0.754527,-1.03477,-1.21694,-1.40806,-1.61419,-1.72749,-1.55081,-1.29123,-1.0649,-0.838492,-0.564335,-0.37035,-0.318525,-0.467844,-0.68044,-0.966121,-1.16991,-1.35695,-1.58274,-1.80664,-1.77002,-1.56478,-1.34416,-1.14908,-0.922958,-0.738707,-0.542074,0
