sample_idx,y_true,y_pred,pred_correct,axp_json,intervals_json,n_constrained,coverage_convB,fsc_s,their_cov,solver_status,solver_wall_s,total_wall_s,timeout_s
258,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.010000,ok,0.0220,0.0222,60
259,1,1,True,"[5, 6, 7, 8, 14, 19, 20]","{""5"": [-1.21, true, null, true], ""6"": [-1.137, true, null, true], ""7"": [-0.735, true, null, true], ""8"": [-0.907, true, null, true], ""14"": [-0.337, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",7,0.823915,4.276666,84.010000,ok,0.5769,0.5770,60
260,1,1,True,"[7, 8, 9, 14, 19, 20]","{""7"": [-0.443, true, null, true], ""8"": [-0.907, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.859926,4.276666,88.860000,ok,0.6631,0.6632,60
261,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.620000,ok,0.0380,0.0381,60
262,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.400000,ok,0.0269,0.0269,60
263,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.040000,ok,0.0190,0.0191,60
264,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.610000,ok,0.0240,0.0241,60
265,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.240000,ok,0.0338,0.0339,60
266,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.440000,ok,4.1969,4.1970,60
267,1,1,True,"[5, 8, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",5,0.866375,3.295837,90.850000,ok,1.1510,1.1511,60
268,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.670000,ok,0.0173,0.0175,60
269,1,1,True,"[8, 9, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true]}",4,0.880556,0.000000,92.800000,ok,2.1194,2.1196,60
270,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.920000,ok,0.0209,0.0210,60
271,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.210000,ok,0.0285,0.0286,60
272,1,1,True,"[8, 14, 17, 19, 20]","{""8"": [-0.807, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",5,0.863399,2.197225,90.700000,ok,1.5712,1.5713,60
273,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.980000,ok,4.5679,4.5680,60
274,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.830000,ok,0.0188,0.0189,60
275,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.410000,ok,0.0230,0.0231,60
276,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,90.510000,ok,3.8529,3.8530,60
277,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.140000,ok,4.7284,4.7285,60
278,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.560000,ok,3.4563,3.4564,60
279,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.870000,ok,0.0251,0.0252,60
280,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,93.370000,ok,1.9965,1.9967,60
281,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.930000,ok,0.0485,0.0486,60
282,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.760000,ok,0.0194,0.0195,60
283,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.040000,ok,0.0194,0.0195,60
284,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.780000,ok,0.0247,0.0248,60
285,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.440000,ok,4.2080,4.2082,60
286,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.260000,ok,0.0374,0.0375,60
287,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.190000,ok,0.0193,0.0194,60
288,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.450000,ok,0.0334,0.0335,60
289,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.390000,ok,3.3679,3.3680,60
290,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.020000,ok,0.0200,0.0201,60
291,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.320000,ok,0.0350,0.0351,60
292,1,2,False,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.070000,ok,0.0599,0.0601,60
293,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.560000,ok,0.0249,0.0250,60
294,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.200000,ok,0.0736,0.0737,60
295,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.670000,ok,3.9577,3.9578,60
296,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.990000,ok,0.0536,0.0537,60
297,1,2,False,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.860000,ok,0.0329,0.0330,60
298,1,1,True,"[8, 9, 17, 19, 20]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",5,0.869649,3.583519,92.820000,ok,2.9092,2.9094,60
299,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.790000,ok,0.0185,0.0187,60
300,1,1,True,"[7, 8, 9, 14, 19, 20]","{""7"": [-0.735, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""19"": [1.027, true, null, true], ""20"": [0.528, true, null, true]}",6,0.849510,3.583519,90.420000,ok,1.2525,1.2526,60
301,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,90.230000,ok,4.3739,4.3740,60
302,1,1,True,"[5, 6, 8, 9, 19, 20]","{""5"": [-1.21, true, null, true], ""6"": [-1.137, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",6,0.828081,2.197225,84.540000,ok,0.0953,0.0954,60
303,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.010000,ok,3.3999,3.4000,60
304,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.320000,ok,1.8959,1.8960,60
305,1,1,True,"[5, 8, 9, 14, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",6,0.852486,3.295837,91.020000,ok,9.4835,9.4836,60
306,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.440000,ok,4.5504,4.5505,60
307,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,90.330000,ok,4.1811,4.1812,60
308,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,90.230000,ok,4.4200,4.4201,60
309,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.520000,ok,0.0254,0.0255,60
310,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.470000,ok,2.7481,2.7482,60
311,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.020000,ok,3.9132,3.9134,60
312,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.160000,ok,2.8231,2.8233,60
313,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.960000,ok,3.4239,3.4240,60
314,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.020000,ok,1.6611,1.6612,60
315,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.390000,ok,0.0269,0.0270,60
316,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.730000,ok,0.0796,0.0797,60
317,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.800000,ok,0.0640,0.0641,60
318,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.930000,ok,0.0874,0.0875,60
319,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.710000,ok,0.0250,0.0251,60
320,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.120000,ok,0.0398,0.0399,60
321,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.710000,ok,3.2238,3.2239,60
322,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,92.500000,ok,3.2399,3.2400,60
323,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.460000,ok,0.0303,0.0305,60
324,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,91.730000,ok,2.6955,2.6956,60
325,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.090000,ok,2.4428,2.4429,60
326,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.430000,ok,0.0162,0.0163,60
327,1,1,True,"[7, 8, 9, 19, 20]","{""7"": [-0.536, true, null, true], ""8"": [-0.907, true, null, true], ""9"": [-0.025, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",5,0.874510,2.890372,90.450000,ok,0.3286,0.3288,60
328,1,1,True,"[6, 7, 17, 19, 20]","{""6"": [-1.137, true, null, true], ""7"": [-0.973, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.502, true, null, true]}",5,0.870016,3.912023,88.660000,ok,1.5338,1.5339,60
329,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.170000,ok,0.0300,0.0300,60
330,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.730000,ok,0.0190,0.0191,60
331,1,1,True,"[8, 9, 14, 17, 19, 21]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""21"": [null, true, 1.391, false]}",6,0.845139,1.386294,91.730000,ok,0.7959,0.7961,60
332,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.130000,ok,0.0194,0.0194,60
333,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,89.880000,ok,3.2809,3.2810,60
334,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.690000,ok,3.8203,3.8204,60
335,1,1,True,"[5, 7, 8, 19, 20]","{""5"": [-1.509, true, null, true], ""7"": [-0.443, true, null, true], ""8"": [-0.807, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",5,0.866772,3.583519,87.810000,ok,0.4334,0.4335,60
336,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.740000,ok,3.4281,3.4282,60
337,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.030000,ok,0.0259,0.0260,60
338,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.670000,ok,2.8001,2.8002,60
339,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,93.370000,ok,3.2296,3.2297,60
340,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.950000,ok,0.0346,0.0347,60
341,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.020000,ok,0.0289,0.0290,60
342,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.740000,ok,1.9080,1.9081,60
343,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.770000,ok,3.4122,3.4123,60
344,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.850000,ok,3.2995,3.2996,60
345,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.550000,ok,0.0244,0.0245,60
346,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,92.200000,ok,3.4343,3.4345,60
347,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.400000,ok,0.0285,0.0286,60
348,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.390000,ok,3.4545,3.4546,60
349,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.380000,ok,0.0484,0.0485,60
350,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.210000,ok,0.0207,0.0208,60
351,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.410000,ok,0.0314,0.0315,60
352,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.400000,ok,0.0262,0.0263,60
353,1,1,True,"[8, 9, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true]}",4,0.880556,0.000000,90.630000,ok,2.3022,2.3023,60
354,1,1,True,"[5, 8, 17, 19, 20]","{""5"": [-1.21, true, null, true], ""8"": [-0.807, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",5,0.854470,2.197225,88.730000,ok,0.3198,0.3199,60
355,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.990000,ok,0.0335,0.0336,60
356,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.140000,ok,4.8144,4.8145,60
357,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.220000,ok,0.0272,0.0273,60
358,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.410000,ok,0.0363,0.0365,60
359,1,1,True,"[5, 8, 17, 19, 20]","{""5"": [-1.509, true, null, true], ""8"": [-0.807, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.242, true, null, true], ""20"": [1.287, true, null, true]}",5,0.864974,3.178054,90.550000,ok,2.5703,2.5704,60
360,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.310000,ok,0.0307,0.0308,60
361,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.210000,ok,0.0198,0.0199,60
362,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.850000,ok,3.2768,3.2769,60
363,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.810000,ok,0.0422,0.0424,60
364,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.560000,ok,2.0764,2.0765,60
365,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.770000,ok,0.0246,0.0247,60
366,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.390000,ok,3.4627,3.4628,60
367,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.190000,ok,0.0212,0.0213,60
368,1,1,True,"[5, 8, 9, 14, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",6,0.852486,3.295837,89.030000,ok,3.3444,3.3446,60
369,1,1,True,"[5, 6, 8, 9, 19, 20]","{""5"": [-1.509, true, null, true], ""6"": [-1.137, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""19"": [1.242, true, null, true], ""20"": [0.528, true, null, true]}",6,0.845938,3.583519,88.650000,ok,2.0556,2.0557,60
370,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.310000,ok,0.3268,0.3269,60
371,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,93.070000,ok,1.9187,1.9188,60
372,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.120000,ok,0.0344,0.0345,60
373,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.530000,ok,0.0485,0.0486,60
374,1,2,False,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.100000,ok,0.0315,0.0315,60
375,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,91.080000,ok,2.8055,2.8056,60
376,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,92.830000,ok,1.7577,1.7578,60
377,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.040000,ok,0.0268,0.0269,60
378,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.890000,ok,0.0252,0.0253,60
379,1,1,True,"[5, 8, 9, 17, 19, 20]","{""5"": [-1.502, true, null, true], ""8"": [-0.807, true, null, true], ""9"": [-0.025, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""20"": [0.528, true, null, true]}",6,0.851792,4.682131,92.390000,ok,5.1506,5.1508,60
380,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.920000,ok,0.0457,0.0458,60
381,1,1,True,"[8, 9, 14, 17, 19, 21]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [0.728, true, null, true], ""21"": [null, true, 1.391, false]}",6,0.845139,1.386294,91.990000,ok,0.8184,0.8185,60
382,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.140000,ok,0.0190,0.0191,60
383,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.350000,ok,0.0263,0.0264,60
384,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.660000,ok,0.0164,0.0165,60
385,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.290000,ok,0.0771,0.0772,60
386,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.500000,ok,0.0261,0.0262,60
387,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.210000,ok,0.0198,0.0199,60
388,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.550000,ok,0.0258,0.0259,60
389,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.780000,ok,0.0332,0.0333,60
390,1,1,True,"[8, 9, 14, 17, 19]","{""8"": [-0.807, true, null, true], ""9"": [0.065, true, null, true], ""14"": [-0.337, true, null, true], ""17"": [-0.155, true, null, true], ""19"": [1.027, true, null, true]}",5,0.859722,0.000000,89.610000,ok,3.2970,3.2971,60
391,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.900000,ok,0.0190,0.0191,60
392,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,96.430000,ok,0.0213,0.0214,60
393,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.090000,ok,0.0374,0.0375,60
394,2,2,True,[19],"{""19"": [null, true, 0.661, false]}",1,0.968750,1.386294,97.070000,ok,0.0209,0.0210,60
