f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,class
1.50786,4.17537,3.72322,3.60217,2.97196,2.82525,2.31189,1.7596,-0.387597,-0.476758,-0.996372,-1.03742,-0.936317,-0.984498,-0.103725,0.159575,0.253471,0.294519,0.544955,0.638129,0.771145,0.777933,0.545752,-0.136432,-0.71231,-0.851661,1.90612,1.67586,1.57897,1.00125,0.900473,0.652458,0.226681,-0.285643,-0.634865,-0.874545,-0.754914,-1.0089,0.488979,0.123406,-0.0756786,0.321202,0.372181,-0.491917,-0.182044,-0.945215,-0.110283,-0.905418,-0.960592,-0.874202,1.15478,0.171797,0.153136,0.419798,0.251227,-0.52556,-0.766107,-0.87139,-0.949043,-0.957759,-1.0052,-0.888851,-0.977352,0.188434,0.286704,0.414122,0.194364,-0.31057,-0.574677,-0.728819,-0.880916,-0.94758,-0.883906,0.438584,0.268976,0.19007,-0.288701,-0.911202,0.853367,0.0528832,-0.384867,-0.728439,0.206114,0.155806,0.219362,0.402212,0.759434,0.523349,0.202084,-0.00189389,-0.301197,-0.958011,-0.974193,-0.860514,-0.776141,0.229076,0.426545,0.103856,-0.986759,-0.875134,-0.953132,-0.895324,0.37095,0.462151,-0.274236,0.435654,0.42697,0.249301,-0.556964,-0.905448,-0.93207,-0.958921,0.490149,0.29367,0.203875,-0.414145,-1.02368,-1.0353,0.408096,-0.0606961,-0.12618,-0.677711,-0.74259,-0.710651,-1.04725,-0.69323,-1.01732,-0.973823,-1.03068,-0.970013,-0.900944,-0.746652,-0.830041,-1.10176,-1.00186,-0.611528,-0.979338,-0.851099,0.270625,1.36927,0.57347,-0.274727,0.913367,0.364177,-0.974743,-0.210524,-0.974511,0.739647,0.156487,0.702743,0.710531,0.189156,0.492644,1.66412,2.42116,0.304584,0.214399,2.1104,1.23759,-0.194522,0.758979,-0.476538,-0.614464,-0.853881,-0.596091,-0.67594,1
2.25059,4.7043,4.16277,3.83013,3.13885,2.92051,2.23919,1.58691,-0.503693,-0.616766,-0.684481,-0.755113,-0.771259,-0.767254,-0.656503,-0.841579,-0.788838,-0.688005,-0.4875,-0.460739,0.166638,0.526276,0.617376,0.678225,-0.180688,-0.620544,1.68387,1.38443,1.30591,0.592204,0.539289,0.579053,0.539433,0.394589,0.0783803,-0.474605,-0.621929,-0.785061,-0.758797,-0.888422,-0.879922,-0.687586,-0.177825,-0.23595,-0.239999,-0.675395,0.14783,-0.563149,-0.755462,-0.731033,0.545509,-0.879992,-0.751166,-0.667986,-0.109089,-0.0459043,-0.339906,-0.343175,-0.610643,-0.684252,-0.787616,-0.611839,0.190094,-0.746628,-0.731655,-0.565967,-0.0131882,0.0465053,-0.0826871,-0.115662,-0.340173,-0.505705,-0.658622,0.0514235,0.120875,0.0952776,0.190396,-0.745323,0.656251,0.423287,0.233809,-0.0945236,-0.897053,-0.850303,-0.753124,-0.539449,-0.297808,0.454384,0.519606,0.412159,0.234399,-0.533737,-0.695277,-0.439477,-0.675046,-0.76883,-0.538338,-0.527971,-0.832906,-0.748808,-0.67218,-0.742004,-0.68148,-0.534931,-0.615939,-0.597372,-0.474965,0.013052,0.129554,-0.689065,-0.788918,-0.751424,0.115227,-0.170937,0.12026,0.0912422,-0.774078,-0.799415,0.247644,-0.423108,0.159832,-0.0965855,-0.220387,-0.137951,-0.631281,-0.056216,-0.554488,-0.603428,-0.613939,-0.894752,-0.490177,-0.844234,-0.707591,-0.872061,-0.844123,-0.808391,-0.869583,-0.871316,0.961676,1.12715,0.543241,0.515783,0.465132,0.398801,-0.800206,0.263786,-0.763973,0.589529,0.808333,0.604489,0.717895,0.815931,0.770099,2.33207,2.46823,0.614424,0.530955,2.06463,1.86312,0.391222,1.43724,-0.0401021,-0.429535,-0.679738,-0.480071,-0.54739,3
5.30453,5.28372,3.85575,4.50377,3.05086,2.71837,2.32605,2.00137,1.10899,0.832449,0.13755,-0.212826,-0.853508,-0.726913,0.817067,0.556707,0.0382618,-0.0612948,-0.341852,-0.639859,-0.689343,-0.680363,-0.250249,0.0446163,-0.235098,-0.444554,1.74875,1.18104,0.97049,0.355448,0.0723223,-0.00783454,-0.00482084,0.0270587,-0.0139243,-0.166473,-0.524839,-0.720553,-0.248742,0.555083,-0.156933,-0.199296,-0.666782,-0.323031,-0.555657,-0.423663,-0.187281,-0.340899,-0.577557,-0.350988,-0.793634,0.200747,-0.108024,-0.533359,-0.43823,-0.256828,-0.383279,-0.285032,-0.357657,-0.368726,-0.526841,-0.249827,0.50613,-0.0203444,-0.4697,-0.65767,-0.659114,-0.302839,-0.323376,-0.207358,-0.344177,-0.279388,-0.686039,-0.498035,-0.485524,-0.456168,-0.18292,-0.385316,-0.000967626,-0.0537629,-0.0688366,-0.132568,0.099158,0.0360567,-0.271674,-0.331361,-0.719047,-0.386296,-0.123492,-0.188728,-0.170944,-0.371588,-0.525091,-0.425977,-0.619224,-0.066321,-0.631939,-0.809701,-0.709294,-0.569285,-0.565686,-0.652712,-0.381018,-0.665702,0.528416,-0.658696,-0.671313,-0.573037,-0.21386,-0.720057,-0.67433,-0.742728,-0.710862,-0.529215,-0.479164,-0.176875,-0.747309,-0.770159,-0.524463,-0.324457,-0.306117,-0.17091,-0.34364,-0.270177,-0.289006,-0.146752,-0.314273,-0.36881,-0.217392,-0.744558,-0.381376,-0.811647,-0.674173,-0.812121,-0.683283,0.0551431,-0.781273,-0.679121,1.07999,0.750445,0.000271128,0.186991,0.0701404,-0.104673,-0.617766,-0.0704677,-0.575411,-0.0782888,0.328978,0.134368,0.254798,0.327902,0.227141,1.25893,1.89796,0.23801,0.180501,1.25404,1.0662,0.581826,0.8148,0.133853,-0.1847,-0.691802,-0.22029,-0.342772,1
1.41152,3.42498,3.02465,2.87559,2.44133,2.36024,2.07224,1.87012,1.42321,1.32335,1.24255,1.10204,0.540589,0.0978215,1.47893,1.40394,1.24794,1.11932,0.80126,0.619609,0.392005,0.105389,-0.245288,-0.588458,-0.903262,-1.08043,1.90266,1.54207,1.4291,0.963761,0.62922,0.257089,0.0630503,-0.315735,-0.681204,-0.909403,-0.964362,-1.14853,0.996702,1.37974,0.765178,0.920521,-0.160803,-0.761472,-0.592326,-1.03641,-0.552444,-0.972455,-1.07769,-1.03257,0.455912,1.28703,0.947301,0.634901,-0.209359,-0.560095,-0.83059,-0.857948,-0.993978,-1.04817,-1.1039,-1.01408,-1.18533,1.10568,0.647125,0.432168,0.0192943,-0.386241,-0.603554,-0.743923,-0.895385,-0.928047,-1.01881,0.224825,-0.0177017,-0.0812007,-0.296575,-1.0616,0.499799,-0.0403571,-0.375128,-0.739668,1.31873,1.2211,0.816015,0.816141,0.480706,0.10675,-0.334347,-0.463506,-0.660051,-1.10888,-1.1279,-1.03903,-1.00501,1.09403,0.633816,0.018967,-1.1085,-1.03524,-1.13024,-1.0549,0.879349,0.500524,0.565356,0.696353,0.341857,0.175742,-0.757914,-1.03576,-1.08361,-1.12769,0.449843,0.251464,0.190048,-0.3255,-1.15121,-1.1839,-0.433472,-0.484978,0.0820775,-0.630126,-0.723927,-0.42541,-0.942304,-1.1071,-1.15915,-1.10454,-0.920013,-1.1828,-1.15815,-0.0720925,-1.10774,-1.20886,-1.13978,-0.357469,-0.157143,0.27829,0.822126,1.13047,0.118854,-0.543917,0.681815,-0.130032,-1.10105,-0.522886,-1.10986,0.379933,-0.339635,0.285555,0.368875,-0.3017,-0.042557,0.588333,1.88941,-0.236221,-0.298536,1.4188,0.280999,-0.485636,0.039387,-0.694315,-0.817492,-1.05858,-0.794465,-0.863851,2
4.78624,4.63191,4.17818,4.01198,2.9039,3.07283,2.46995,1.99257,1.40278,1.13921,1.16048,0.68875,-0.140515,-0.595432,1.16317,1.00173,0.751561,0.449364,0.0639351,-0.178611,-0.428863,-0.7482,-0.676546,-0.337652,-0.337748,-0.51386,2.08783,1.266,1.04898,0.416549,0.0711548,-0.279954,-0.259042,-0.228018,-0.263268,-0.386259,-0.590141,-0.721282,0.256146,0.994766,0.352872,0.278275,-0.304201,-0.245651,-0.608074,-0.493788,-0.494063,-0.404046,-0.589383,-0.486915,-0.852201,0.896979,0.379927,-0.175779,-0.569011,-0.459571,-0.528176,-0.403981,-0.489993,-0.505467,-0.607079,-0.430826,0.314813,0.52624,-0.100884,-0.318015,-0.630979,-0.515203,-0.511879,-0.3894,-0.449469,-0.440175,-0.701882,-0.452879,-0.718688,-0.70303,-0.438366,-0.478296,-0.153157,-0.289802,-0.298121,-0.32378,0.914799,0.698621,0.209661,0.150057,-0.792383,-0.782171,-0.463161,-0.524038,-0.405722,-0.440252,-0.532884,-0.439425,-0.668534,0.467068,-0.242668,-0.6047,-0.721763,-0.614473,-0.594229,-0.679317,0.0793705,-0.385134,0.359996,-0.182809,-0.581625,-0.77691,-0.394082,-0.762536,-0.696619,-0.778193,-0.318421,-0.743628,-0.722886,-0.448759,-0.757955,-0.802468,-0.776157,-0.514942,-0.58965,-0.416648,-0.587478,-0.467315,-0.480079,-0.424436,-0.516786,-0.5623,-0.480264,-0.667836,-0.523603,-0.767032,-0.686303,-0.816972,-0.656002,-0.0856471,-0.597462,-0.301938,1.17854,0.843707,-0.170437,-0.0675901,0.129361,-0.329864,-0.648182,-0.278577,-0.62284,-0.177684,0.0195288,0.0300388,0.147965,0.000702424,-0.0479842,0.708956,2.02235,-0.00262022,-0.0518143,0.931547,0.627874,0.381694,0.431772,0.00186692,-0.266322,-0.697568,-0.294564,-0.414303,3
3.37927,3.26181,2.8937,2.79253,2.42919,2.36872,2.1372,2.02702,1.66444,1.51489,1.29591,1.13805,0.516431,0.238719,1.59038,1.50411,1.31154,1.09294,0.729651,0.479387,0.132076,-0.195854,-0.38221,-0.676479,-0.905876,-0.768848,1.98301,1.57344,1.44586,0.936927,0.551918,0.119128,-0.297194,-0.637863,-0.773052,-0.804946,-0.893063,-0.933033,0.914964,1.479,0.806588,0.878935,-0.231638,-0.813058,-0.666126,-0.842804,-0.582954,-0.779013,-0.88322,-0.817191,-0.0503477,1.36433,0.94712,0.590575,-0.347941,-0.732746,-0.893103,-0.877885,-0.870869,-0.854334,-0.904713,-0.814244,-0.692465,1.09132,0.679572,0.363936,-0.0868231,-0.598189,-0.754924,-0.832239,-0.900282,-0.838938,-0.938541,0.0574671,-0.14054,-0.292129,-0.539068,-0.841993,0.435841,-0.324698,-0.657853,-0.817291,1.39413,1.27717,0.821829,0.779854,0.500426,-0.17465,-0.429285,-0.582684,-0.823232,-0.843329,-0.919397,-0.928917,-0.86071,1.12853,0.663572,0.0265603,-0.922442,-0.829653,-0.869027,-0.887087,0.885946,0.566289,0.545724,0.681406,0.472252,0.20083,-0.910782,-0.940278,-0.905871,-0.95186,-0.116042,0.398125,0.221331,-0.453954,-0.961391,-0.971547,-0.546214,-0.506834,-0.207853,-0.664659,-0.965091,-0.896599,-0.920874,-0.912218,-0.951705,-0.974711,-0.960814,-0.973311,-0.986908,-0.109685,-0.947464,-1.0135,-0.960718,-0.546528,-0.401704,0.344241,1.01796,1.14756,-0.0347593,-0.679697,0.544462,-0.437408,-0.895724,-0.672274,-0.890518,0.114624,-0.550304,0.173175,0.293044,-0.528641,-0.404615,0.0081715,1.81444,-0.437268,-0.494984,1.3086,-0.0735807,-0.254299,-0.219775,-0.487733,-0.587515,-0.905416,-0.602479,-0.675046,2
2.19975,3.28662,2.90659,2.77821,2.36742,2.29089,2.02235,1.86153,1.41764,1.28458,1.19837,1.07284,0.737885,-0.396201,1.50848,1.48129,1.29172,1.17365,0.703173,0.51781,0.191498,0.0071845,-0.355866,-0.612002,-0.954176,-0.966888,1.86644,1.54393,1.41673,1.01319,0.707281,0.361639,0.0698682,-0.417903,-0.703008,-0.964018,-1.0002,-1.07424,1.00171,1.45891,0.858137,0.920529,-0.193386,-0.741451,-0.608866,-1.01315,-0.660265,-0.976879,-1.04307,-0.969772,0.261478,1.35965,1.00195,0.665605,-0.135913,-0.59358,-0.849612,-0.872428,-1.02908,-1.01462,-1.054,-0.980289,-1.10733,1.14905,0.726522,0.476972,0.0134647,-0.436018,-0.625352,-0.763509,-0.864982,-1.00217,-0.998344,0.236963,0.076372,-0.0588088,-0.340979,-0.988103,0.589315,-0.00467168,-0.471875,-0.738442,1.39069,1.26867,0.843721,0.840771,0.425788,0.0815956,-0.407853,-0.567472,-0.668964,-1.05954,-1.06453,-1.07738,-0.970039,1.19211,0.761212,0.0384503,-1.05313,-0.971529,-1.03839,-0.997826,0.950456,0.697266,0.691647,0.769728,0.574334,0.27217,-0.761953,-1.01833,-1.02372,-1.08326,0.0956492,0.380412,0.316132,-0.185693,-1.09344,-1.10263,-0.622401,-0.22261,0.124799,-0.459306,-0.76745,-0.50597,-0.922658,-1.02496,-1.11434,-1.09207,-0.922109,-1.11262,-1.11227,-0.370554,-1.07337,-1.14599,-1.1175,-0.224565,-0.544748,0.12668,0.851993,1.17765,0.0593058,-0.715458,0.692606,-0.263921,-1.03253,-0.608369,-1.03945,0.363389,-0.491083,0.285968,0.363875,-0.470209,-0.281787,0.277871,1.82512,-0.341693,-0.401803,1.36391,0.0548699,-0.430612,-0.116818,-0.642259,-0.741505,-1.0093,-0.742749,-0.821879,3
4.08206,3.96288,3.55375,3.43508,3.03028,2.95018,2.52062,2.33569,1.76967,1.50513,0.963681,0.771151,0.608694,0.118586,1.49463,1.30849,1.03152,0.743058,0.409833,0.158188,-0.0123058,-0.438727,-0.735538,-0.705717,-0.497764,-0.548502,2.1868,1.57746,1.30484,0.615957,0.073184,-0.389564,-0.456906,-0.446668,-0.454914,-0.475602,-0.598134,-0.766358,0.662101,1.29958,0.558959,0.638101,0.015019,-0.595313,-0.557228,-0.624593,-0.754956,-0.485969,-0.660272,-0.57046,-0.364229,1.15744,0.6556,0.204733,-0.605869,-0.616484,-0.659892,-0.595802,-0.594524,-0.597934,-0.670754,-0.51976,0.0508038,0.797699,0.244212,-0.0690107,-0.353159,-0.627747,-0.669003,-0.572016,-0.603334,-0.546614,-0.756714,-0.205101,-0.51427,-0.715017,-0.580507,-0.571942,-0.043576,-0.509383,-0.503328,-0.484219,1.18954,0.952696,0.51925,0.407264,-0.449611,-0.765357,-0.780529,-0.768999,-0.698039,-0.528272,-0.605938,-0.540864,-0.700981,0.743357,0.0664102,-0.259551,-0.767451,-0.680284,-0.662996,-0.739913,0.363066,-0.183767,0.127633,0.158782,-0.425076,-0.774324,-0.651937,-0.778092,-0.757795,-0.798974,-0.0519018,-0.760934,-0.768941,-0.652126,-0.806288,-0.824092,-0.753697,-0.814709,-0.782263,-0.589139,-0.623553,-0.610772,-0.61095,-0.560463,-0.421396,-0.653397,-0.55868,-0.645645,-0.655671,-0.787258,-0.702171,-0.832553,-0.788826,-0.848599,-0.126526,0.116142,1.41179,0.92035,-0.282761,-0.327175,0.205935,-0.523515,-0.705708,-0.485949,-0.681334,-0.041031,-0.242426,-0.0219944,0.100878,-0.244846,-0.260956,0.265406,2.29578,-0.219096,-0.246239,1.05669,0.245246,0.187091,0.116922,-0.152512,-0.354019,-0.72356,-0.388399,-0.469391,3
3.9502,3.87692,3.49969,3.38598,2.95238,2.79763,2.51497,2.21816,1.64185,1.36396,0.915017,0.748592,0.402056,-0.518422,1.43261,1.27645,0.975842,0.861491,0.448848,0.162715,-0.0158832,-0.338043,-0.736983,-0.772242,-0.65104,-0.651443,1.89925,1.59896,1.34203,0.716129,0.346253,0.000935835,-0.35565,-0.452721,-0.475694,-0.506796,-0.822157,-0.870117,0.576767,1.24918,0.604179,0.651167,-0.379287,-0.66777,-0.613781,-0.644731,-0.82182,-0.760972,-0.847328,-0.739429,-0.675062,1.05716,0.77935,0.322055,-0.402683,-0.677232,-0.777802,-0.582011,-0.609914,-0.681471,-0.804279,-0.600333,0.0645909,0.882554,0.435983,0.094796,-0.160824,-0.630909,-0.724573,-0.604093,-0.627868,-0.585471,-0.867482,0.0680974,-0.168172,-0.29268,-0.565489,-0.706529,0.183336,-0.395102,-0.53281,-0.497134,1.06683,0.978083,0.605538,0.571223,0.25272,-0.235228,-0.789175,-0.859578,-0.818982,-0.555148,-0.686235,-0.660431,-0.853099,0.897789,0.419891,-0.15381,-0.885881,-0.789388,-0.709468,-0.832399,0.688739,0.33134,0.328241,0.454294,0.214782,-0.0264334,-0.761649,-0.871471,-0.838561,-0.877423,-0.403362,0.112297,-0.001521,-0.389024,-0.906672,-0.911226,-0.69336,-0.741553,-0.277477,-0.760409,-0.752801,-0.806751,-0.745174,-0.582452,-0.829236,-0.748966,-0.661687,-0.945431,-0.732174,-0.860981,-0.835402,-0.926109,-0.907718,-0.79113,-0.702142,-0.0786254,1.26014,1.01468,-0.172085,-0.286251,0.332076,-0.491121,-0.850503,-0.458276,-0.809954,-0.0132718,-0.203913,0.025816,0.213341,-0.20612,-0.262217,0.378087,2.16382,-0.240852,-0.283421,0.995857,0.292491,0.12977,0.140779,-0.217129,-0.532829,-0.84358,-0.618157,-0.669118,2
1.39985,4.09479,3.63388,3.50994,2.88731,2.74242,2.22192,1.72329,-0.085284,-0.146996,-1.16678,-1.15771,-0.968271,-1.07033,0.0125768,0.2108,0.516358,0.578645,0.607011,0.755192,0.687558,0.697309,0.491335,0.041562,-0.705551,-0.992961,1.81595,1.6193,1.48651,1.00749,0.85289,0.593416,0.226346,-0.228711,-0.569625,-0.822024,-0.76928,-1.10911,0.671499,0.189704,0.236669,0.517838,0.454387,-0.586821,-0.268631,-0.972368,-0.11666,-0.955293,-1.00393,-0.915427,1.01424,0.427386,0.429145,0.492572,0.0260866,-0.497692,-0.792133,-0.817488,-0.99003,-0.994448,-1.05871,-0.916975,-0.780943,0.500302,0.386333,0.457191,0.189021,-0.305159,-0.537283,-0.701074,-0.849125,-0.856677,-0.941499,0.4326,0.210147,0.0879433,-0.216481,-1.02894,0.729404,0.110548,-0.331668,-0.671408,0.475468,0.49786,0.370548,0.546026,0.685323,0.448997,0.234738,0.0572388,-0.282149,-0.972241,-1.03778,-0.833866,-0.904069,0.461752,0.49658,0.0365352,-1.08048,-1.01029,-1.02961,-1.04056,0.475423,0.501639,-0.0962786,0.53754,0.394025,0.20128,-0.452887,-0.984141,-1.04734,-1.06668,0.45812,0.286458,0.232732,-0.216172,-1.10038,-1.16719,0.346218,-0.0656935,0.0760557,-0.613794,-0.852401,-0.564269,-0.954512,-0.50413,-0.945135,-0.909061,-0.871628,-1.13876,-0.819432,-0.985142,-0.847202,-1.18696,-1.13306,-1.18112,-0.897097,-0.960794,0.17609,1.23379,0.469353,-0.21208,0.853939,0.24828,-1.04835,-0.221428,-1.0543,0.706933,0.14007,0.59219,0.647884,0.208472,0.402597,1.68238,2.34336,0.192304,0.102538,2.04616,1.20838,-0.179742,0.770064,-0.483739,-0.644936,-0.945251,-0.640476,-0.739906,2
1.07629,3.517,3.12017,3.01605,2.58379,2.4949,2.1617,1.96164,1.39753,1.2311,1.17129,0.708015,-0.310729,-0.355081,1.56853,1.48454,1.34516,1.21031,1.05622,0.812635,0.526874,0.0661705,-0.343571,-0.634992,-0.880128,-0.71026,2.03448,1.6729,1.57311,1.09099,0.576689,-0.0445334,-0.364703,-0.683573,-0.782032,-0.793002,-0.721177,-0.951906,1.23728,1.47261,0.894183,1.09376,0.570449,-0.63974,-0.494815,-0.852614,-0.580316,-0.700906,-0.853667,-0.800179,0.224858,1.37847,1.06342,0.793241,-0.335193,-0.816094,-0.904862,-0.873448,-0.871977,-0.845175,-0.895856,-0.807632,-0.759004,1.22819,0.779135,0.442144,-0.0962469,-0.69014,-0.804472,-0.874084,-0.899702,-0.830052,-0.884625,0.124841,-0.191122,-0.34249,-0.64265,-0.830189,0.360919,-0.44393,-0.732812,-0.81751,1.4237,1.2877,0.95836,0.970089,0.0745698,-0.243369,-0.446086,-0.533729,-0.779594,-0.823101,-0.876495,-0.85472,-0.819389,1.17381,0.639124,-0.0272717,-0.923543,-0.835889,-0.821405,-0.871207,0.945462,0.301548,-0.217683,0.752912,-0.00523195,-0.370276,-0.838833,-0.931887,-0.886905,-0.958286,0.445806,-0.345361,-0.421327,-0.814345,-0.98875,-1.00516,-0.283454,-0.577146,-0.61452,-0.927996,-0.982099,-0.964918,-0.878846,-0.988868,-0.734027,-0.938507,-0.818494,-0.844175,-0.996078,0.0204488,-0.79009,-1.00415,-0.973499,-1.02306,-0.19611,-0.263065,0.763158,1.31281,-0.0125426,-0.674897,0.779803,-0.274517,-0.891324,-0.63239,-0.890257,0.363536,-0.471701,0.40151,0.405601,-0.428952,-0.206483,0.442194,2.07696,-0.269636,-0.33751,1.67805,0.186099,-0.193201,-0.0652765,-0.439801,-0.553785,-0.844419,-0.573692,-0.63833,3
4.03762,3.93536,3.52677,3.40596,3.00042,2.91306,2.44096,2.37644,1.58333,1.62458,0.873073,0.75953,0.618597,0.0870063,1.65274,1.34925,1.0431,0.754431,0.526639,0.213843,-0.0413069,-0.289981,-0.771705,-0.722806,-0.547107,-0.624968,2.13932,1.41618,1.405,0.602199,0.130436,-0.334115,-0.475296,-0.474301,-0.4692,-0.498689,-0.642916,-0.803065,0.735628,1.33786,0.611394,0.583464,0.0335473,-0.598542,-0.524336,-0.632298,-0.749022,-0.506068,-0.686603,-0.575948,-0.251162,1.15901,0.669541,0.274487,-0.612617,-0.645707,-0.684991,-0.587067,-0.582232,-0.57448,-0.68699,-0.540658,0.0526121,0.840253,0.337186,0.00916531,-0.252454,-0.684372,-0.719393,-0.592915,-0.637036,-0.541634,-0.786625,-0.118308,-0.390016,-0.566742,-0.616682,-0.587892,-0.0418217,-0.528161,-0.539704,-0.508695,1.1615,0.994251,0.534003,0.491802,-0.269708,-0.823175,-0.808222,-0.78604,-0.725616,-0.549345,-0.641359,-0.616362,-0.73438,0.757824,0.128636,-0.269634,-0.808385,-0.716623,-0.689493,-0.760012,0.484546,-0.0974542,-0.0521291,0.223401,-0.313335,-0.690987,-0.718349,-0.81556,-0.77422,-0.838783,0.0415851,-0.666877,-0.730347,-0.71047,-0.844972,-0.847831,-0.688053,-0.790718,-0.779113,-0.639496,-0.67614,-0.714261,-0.627482,-0.707643,-0.590013,-0.684323,-0.55535,-0.801725,-0.714852,-0.129714,-0.756529,-0.86688,-0.789344,-0.84434,-0.13599,0.0318946,1.32956,0.992398,-0.328853,-0.330202,0.301469,-0.568776,-0.734089,-0.499247,-0.717698,-0.0673593,-0.234196,0.00166646,0.132102,-0.232262,-0.254434,0.294584,2.17475,-0.227564,-0.262968,1.09271,0.266902,0.154902,0.119681,-0.17494,-0.395502,-0.767164,-0.422666,-0.513966,3
3.00206,3.41414,3.03543,2.93635,2.54552,2.49499,2.24077,2.10562,1.75173,1.64032,1.48978,1.33242,0.813335,0.267983,1.75388,1.61694,1.31015,1.11939,0.771771,0.448362,0.0806095,-0.135339,-0.318652,-0.826852,-0.818283,-0.697531,2.09539,1.6491,1.4913,0.906459,0.290612,-0.1665,-0.420132,-0.693416,-0.666415,-0.687065,-0.81188,-0.841782,1.01779,1.59599,0.814299,0.973491,0.23705,-0.675132,-0.531678,-0.740676,-0.645001,-0.647419,-0.804349,-0.714302,0.0393457,1.41916,0.982976,0.450184,-0.502195,-0.770143,-0.826647,-0.770419,-0.737189,-0.746085,-0.794448,-0.674674,-0.444661,1.13342,0.531522,0.186833,-0.331027,-0.681211,-0.775364,-0.77599,-0.809523,-0.738077,-0.849842,-0.160245,-0.309311,-0.388784,-0.668319,-0.727499,0.103887,-0.464489,-0.72785,-0.71435,1.45235,1.24503,0.855589,0.813943,-0.0546698,-0.290334,-0.512516,-0.635581,-0.83525,-0.731274,-0.792366,-0.765566,-0.792361,1.10612,0.390161,-0.184652,-0.858835,-0.757311,-0.784056,-0.807351,0.762083,0.143339,-0.952459,0.443685,-0.086563,-0.3488,-0.858681,-0.884524,-0.822927,-0.881172,0.229909,-0.285877,-0.364968,-0.666615,-0.880576,-0.890986,-0.251335,-0.6373,-0.526964,-0.838184,-0.904374,-0.871834,-0.815858,-0.907437,-0.863878,-0.882455,-0.863363,-0.842544,-0.92204,0.0805865,-0.848535,-0.938536,-0.863047,-0.947966,-0.0276143,0.0570646,1.12256,1.18838,-0.154126,-0.618973,0.481328,-0.340828,-0.805541,-0.665787,-0.795486,0.0733888,-0.524788,0.118242,0.244871,-0.5215,-0.336392,0.103455,1.9634,-0.372318,-0.419459,1.3623,-0.00855869,-0.11739,-0.176985,-0.350493,-0.488648,-0.823245,-0.502068,-0.595273,1
5.30465,5.17652,4.68223,4.03025,2.7131,2.96317,2.27683,1.86276,1.09925,0.8348,0.591567,-0.0358033,-0.829633,-0.745927,0.831545,0.474089,0.284253,0.0540299,-0.301609,-0.499955,-0.6519,-0.559489,-0.381958,0.0314917,-0.241695,-0.492439,1.91127,1.11908,0.985667,0.335443,0.0748965,-0.0530892,-0.00748742,-0.0312467,-0.13187,-0.273669,-0.589928,-0.705085,-0.15592,0.462971,-0.0217703,-0.0911515,-0.587318,-0.189679,-0.595877,-0.419056,-0.196011,-0.385902,-0.59224,-0.433708,-0.52704,0.379242,-0.0122344,-0.516097,-0.439362,-0.312157,-0.427608,-0.334094,-0.428925,-0.454531,-0.552613,-0.336544,0.452794,0.107753,-0.45477,-0.58233,-0.65104,-0.352615,-0.355377,-0.253273,-0.37938,-0.342107,-0.693176,-0.586351,-0.574729,-0.494238,-0.262614,-0.413659,-0.0312029,-0.07029,-0.122064,-0.213077,0.388693,0.235927,-0.151916,-0.199452,-0.610646,-0.510812,-0.0735512,-0.175481,-0.181194,-0.397048,-0.512765,-0.389058,-0.659401,0.0513049,-0.549462,-0.7938,-0.71789,-0.607665,-0.570328,-0.669926,-0.287957,-0.604438,0.595965,-0.532704,-0.634992,-0.541,-0.195577,-0.763866,-0.687279,-0.760962,-0.606158,-0.573085,-0.50572,-0.227098,-0.736507,-0.7891,-0.524105,-0.272269,-0.416539,-0.254959,-0.484473,-0.316347,-0.375232,-0.231628,-0.405426,-0.456109,-0.37809,-0.660972,-0.388653,-0.794116,-0.664847,-0.807033,-0.662206,0.0633764,-0.749343,-0.603863,1.04708,0.799875,-0.0148846,0.140997,0.110061,-0.150981,-0.631833,-0.103314,-0.597617,-0.0432753,0.25497,0.109384,0.225974,0.230874,0.168289,1.13483,1.84675,0.185171,0.130268,1.07705,0.974727,0.538945,0.713408,0.110361,-0.225079,-0.674159,-0.289241,-0.405598,3
