f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,class
1.57784,1.55345,1.50983,1.4325,1.32175,1.20877,1.09597,0.986485,0.898245,0.820793,0.796143,0.766901,0.724872,0.702334,0.660525,0.6026,0.528857,0.452757,0.377637,0.296067,0.219219,0.149506,0.0670952,-0.0107497,-0.0792377,-0.15802,-0.228865,-0.312816,-0.395831,-0.464951,-0.542157,-0.607775,-0.686916,-0.753744,-0.829679,-0.888278,-0.952138,-1.01873,-1.07597,-1.10913,-1.16305,-1.1959,-1.22903,-1.27027,-1.28842,-1.3137,-1.33298,-1.3315,-1.32779,-1.32917,-1.30261,-1.26425,-1.24024,-1.19546,-1.15471,-1.09963,-1.04532,-0.977114,-0.913772,-0.831547,-0.755209,-0.678715,-0.59098,-0.50565,-0.414629,-0.325581,-0.228438,-0.134729,-0.0357512,0.0628954,0.161939,0.262617,0.366354,0.471384,0.575314,0.678686,0.785481,0.893204,1.0029,1.11285,1.22272,1.33606,1.44995,1.56302,1.6743,1.78399,1.87576,1.90501,1.89867,1.87366,1.76539,1.65472,1.54326,1.43005,1.31665,1.20306,1.09228,0.980184,0.873193,0.763399,0.656728,0.549933,0.443395,0.339803,0.23386,0.136154,0.029606,-0.0692555,-0.17048,-0.264996,-0.36624,-0.460762,-0.55308,-0.638389,-0.729966,-0.813912,-0.89432,-0.967205,-1.04286,-1.11242,-1.1715,-1.23708,-1.28801,-1.33408,-1.36702,-1.39676,-1.40661,-1.41997,-1.42334,-1.41337,-1.40485,-1.38187,-1.35012,-1.3009,-1.26777,-1.22881,-1.17576,-1.10597,-1.04531,-0.979615,-0.909424,-0.823758,-0.757178,-0.672917,-0.579837,-0.505017,-0.415878,-0.335635,-0.252822,-0.157402,-0.0805514,-0.00110076,0.0807164,0.163648,0.235218,0.318002,0.388645,0.46733,0.535959,0.606949,0.652943,0.695736,0.7279,0.734944,0.76094,0.791312,0.85728,0.95903,1.06679,1.17748,1.29147,1.40192,1.49374,1.55458,1.59018,1.59396,11
1.73274,1.73392,1.69566,1.64626,1.58367,1.48407,1.38539,1.28763,1.19775,1.09802,0.996605,0.898341,0.79742,0.709363,0.610553,0.51358,0.417118,0.32356,0.228357,0.136064,0.0427459,-0.0463342,-0.135409,-0.215338,-0.299867,-0.381131,-0.448255,-0.531861,-0.594305,-0.680665,-0.748321,-0.807862,-0.868123,-0.931718,-0.986532,-1.04425,-1.08516,-1.12782,-1.16401,-1.20654,-1.22889,-1.24055,-1.26241,-1.2626,-1.26895,-1.26745,-1.25813,-1.25496,-1.23027,-1.21178,-1.18575,-1.14651,-1.10754,-1.07463,-1.01365,-0.966896,-0.907799,-0.839318,-0.778945,-0.707906,-0.640234,-0.569809,-0.490862,-0.420295,-0.335531,-0.256078,-0.178399,-0.0945212,0.0015715,0.0875946,0.181316,0.275729,0.368581,0.462432,0.561929,0.659033,0.757392,0.85399,0.954987,1.05735,1.15817,1.25994,1.36,1.45979,1.56173,1.66163,1.71321,1.73294,1.74039,1.73639,1.72001,1.67729,1.58868,1.48778,1.38638,1.29965,1.20182,1.1025,0.998431,0.898005,0.79918,0.697712,0.601237,0.502364,0.404413,0.310154,0.225583,0.135936,0.0456391,-0.0464573,-0.138793,-0.220763,-0.304375,-0.381237,-0.45992,-0.5439,-0.605395,-0.677542,-0.758705,-0.822623,-0.886995,-0.938548,-0.99744,-1.05972,-1.09484,-1.14684,-1.16761,-1.2074,-1.22311,-1.24959,-1.25466,-1.26588,-1.26931,-1.26488,-1.25735,-1.2466,-1.22481,-1.21126,-1.18145,-1.15301,-1.1062,-1.06362,-1.02145,-0.967857,-0.907746,-0.847628,-0.787955,-0.720284,-0.65235,-0.579511,-0.495228,-0.427476,-0.345581,-0.260287,-0.167379,-0.0835246,-0.0049446,0.0881429,0.181371,0.277488,0.372085,0.469411,0.569573,0.666962,0.755719,0.855565,0.956658,1.0579,1.15959,1.24784,1.3497,1.4506,1.53971,1.61362,1.6656,1.71899,25
1.68212,1.65036,1.62581,1.62472,1.59849,1.54942,1.46201,1.38296,1.31249,1.2508,1.15341,1.03934,0.884854,0.793725,0.700194,0.56339,0.449202,0.342019,0.221425,0.111633,-0.00830944,-0.0993297,-0.210059,-0.311151,-0.367902,-0.466885,-0.55195,-0.647962,-0.696187,-0.732625,-0.827053,-0.882196,-0.962404,-0.998107,-1.05064,-1.10106,-1.13401,-1.12621,-1.19086,-1.22225,-1.2446,-1.27938,-1.30378,-1.27086,-1.27446,-1.22086,-1.2502,-1.22325,-1.232,-1.1842,-1.17221,-1.10457,-1.07207,-1.04983,-0.987552,-0.935463,-0.89783,-0.849669,-0.791242,-0.716596,-0.644544,-0.566983,-0.489397,-0.420199,-0.374288,-0.282681,-0.18101,-0.0998684,0.0218046,0.0980065,0.219296,0.341755,0.409355,0.513826,0.595146,0.735875,0.842835,0.944722,1.03345,1.08726,1.1959,1.26806,1.30262,1.34525,1.44259,1.47774,1.50719,1.49709,1.54122,1.59147,1.60192,1.57274,1.55095,1.50145,1.45865,1.3777,1.30531,1.24179,1.1424,1.03294,0.963741,0.819201,0.729329,0.589487,0.460946,0.344231,0.241781,0.148899,0.0274632,-0.0627498,-0.141128,-0.206684,-0.296873,-0.376791,-0.446109,-0.504489,-0.619008,-0.687257,-0.732426,-0.793036,-0.834876,-0.941685,-1.00179,-1.05211,-1.09185,-1.12232,-1.14188,-1.18047,-1.1961,-1.18801,-1.20905,-1.22345,-1.22763,-1.26846,-1.25186,-1.22497,-1.18801,-1.18712,-1.17568,-1.11812,-1.09104,-1.06444,-1.04787,-1.0202,-0.939731,-0.89139,-0.832726,-0.763992,-0.68516,-0.596866,-0.535574,-0.463299,-0.349281,-0.286703,-0.198168,-0.107905,-0.0334316,0.0744942,0.178024,0.313395,0.394413,0.464855,0.610517,0.662266,0.785038,0.853207,0.98497,1.07161,1.17116,1.24567,1.32882,1.42062,1.47387,1.51847,1.5971,1.63627,5
1.42278,1.31317,1.20522,1.09905,0.996074,0.894648,0.799341,0.699604,0.611093,0.520406,0.433312,0.349681,0.266567,0.184692,0.11224,0.0334905,-0.0419853,-0.11401,-0.182309,-0.246593,-0.306563,-0.377778,-0.429107,-0.475107,-0.519409,-0.57604,-0.638734,-0.684098,-0.71894,-0.756572,-0.776387,-0.803891,-0.84934,-0.879603,-0.875081,-0.903584,-0.926258,-0.918563,-0.927413,-0.957193,-0.945825,-0.920417,-0.905703,-0.910236,-0.90532,-0.883504,-0.849803,-0.833936,-0.802353,-0.778883,-0.742469,-0.704971,-0.663192,-0.614401,-0.576528,-0.516701,-0.46131,-0.412192,-0.342657,-0.284584,-0.222023,-0.155207,-0.0845427,-0.0103122,0.0672161,0.141293,0.222388,0.30905,0.390229,0.470023,0.559548,0.649926,0.745128,0.84308,0.943284,1.04465,1.15049,1.25812,1.36747,1.47862,1.59132,1.6855,1.74647,1.75726,1.76386,1.75001,1.70076,1.62593,1.53441,1.43224,1.33065,1.22339,1.12478,1.02589,0.92785,0.825312,0.727841,0.631326,0.535858,0.432318,0.332796,0.236469,0.134776,0.0444079,-0.0555706,-0.143063,-0.240879,-0.337663,-0.433294,-0.52763,-0.620511,-0.711751,-0.801134,-0.888354,-0.973153,-1.05521,-1.13413,-1.20947,-1.26046,-1.32621,-1.38662,-1.44096,-1.48861,-1.52889,-1.56112,-1.58469,-1.59913,-1.60413,-1.59932,-1.58504,-1.56161,-1.52952,-1.48937,-1.44182,-1.40963,-1.34848,-1.28194,-1.21075,-1.13546,-1.0566,-0.974595,-0.889839,-0.802667,-0.713322,-0.62211,-0.529254,-0.43494,-0.351915,-0.254683,-0.156446,-0.05792,0.0299915,0.122865,0.213893,0.293975,0.390788,0.492297,0.588465,0.685656,0.78378,0.882762,0.985714,1.08521,1.19025,1.29763,1.39944,1.50183,1.6031,1.67375,1.72378,1.76316,1.75746,1.7475,1.68657,1.62603,1.5323,36
1.72843,1.69085,1.61448,1.52545,1.44023,1.34852,1.25686,1.16524,1.07368,0.982723,0.899507,0.809312,0.726722,0.636525,0.555766,0.473876,0.385653,0.305472,0.218286,0.13922,0.0536696,-0.0317212,-0.115318,-0.199116,-0.276122,-0.358366,-0.436766,-0.517541,-0.59483,-0.671282,-0.746763,-0.816652,-0.890433,-0.957739,-1.03077,-1.0908,-1.15107,-1.20481,-1.25483,-1.2926,-1.32632,-1.35063,-1.36833,-1.37545,-1.38287,-1.36546,-1.35195,-1.3211,-1.28815,-1.24052,-1.19233,-1.14307,-1.08431,-1.02483,-0.95693,-0.890099,-0.816134,-0.741438,-0.675561,-0.595621,-0.519026,-0.440213,-0.358111,-0.278171,-0.192912,-0.110602,-0.0341875,0.0496697,0.127356,0.21467,0.300837,0.388106,0.475352,0.556895,0.644754,0.734139,0.823781,0.914072,1.00478,1.09581,1.18715,1.27903,1.3711,1.46258,1.55457,1.64425,1.71688,1.75158,1.74953,1.69766,1.61349,1.53008,1.43846,1.3464,1.25485,1.16283,1.07122,0.979964,0.896857,0.806278,0.716007,0.626734,0.537855,0.456074,0.367832,0.280617,0.201244,0.114436,0.0346379,-0.0494564,-0.134457,-0.212267,-0.295115,-0.377728,-0.457356,-0.53814,-0.610492,-0.688249,-0.757303,-0.833608,-0.898926,-0.961798,-1.03152,-1.09021,-1.15425,-1.21149,-1.26271,-1.30683,-1.34508,-1.37627,-1.39248,-1.40509,-1.40631,-1.39611,-1.37491,-1.35059,-1.30995,-1.2678,-1.21241,-1.15872,-1.09645,-1.03395,-0.971063,-0.901529,-0.827094,-0.754086,-0.675417,-0.597653,-0.526575,-0.446371,-0.364772,-0.282292,-0.200791,-0.116172,-0.0311761,0.0534934,0.139715,0.225983,0.312428,0.400106,0.48709,0.576631,0.665648,0.755324,0.844577,0.927784,1.0181,1.10927,1.20111,1.29304,1.38496,1.4769,1.56827,1.65795,1.70898,1.73666,13
1.78705,1.75744,1.68886,1.59057,1.49232,1.39362,1.31514,1.21691,1.12468,1.0348,0.947524,0.862414,0.774204,0.683101,0.597562,0.506948,0.415272,0.325647,0.230248,0.129173,0.0342604,-0.0602368,-0.154285,-0.247814,-0.340759,-0.425331,-0.516472,-0.598078,-0.668107,-0.744547,-0.801879,-0.861259,-0.918413,-0.977066,-1.0218,-1.07076,-1.10033,-1.13753,-1.16828,-1.19127,-1.22501,-1.25119,-1.26938,-1.27927,-1.28044,-1.2732,-1.25723,-1.23339,-1.2017,-1.18077,-1.15917,-1.12683,-1.09844,-1.05225,-1.01135,-0.958484,-0.911633,-0.841956,-0.779253,-0.70273,-0.623728,-0.542556,-0.459465,-0.367404,-0.281627,-0.181269,-0.0873577,0.0133428,0.107904,0.208858,0.303946,0.399367,0.489661,0.578214,0.667404,0.757564,0.843926,0.929485,1.01586,1.10379,1.19613,1.29125,1.38831,1.48702,1.58451,1.68218,1.76445,1.78732,1.78735,1.7361,1.63905,1.5411,1.44208,1.34326,1.24597,1.15232,1.05978,0.969214,0.898608,0.811084,0.723021,0.636444,0.546711,0.457915,0.36637,0.276745,0.199728,0.0986929,0.00390562,-0.0904499,-0.184346,-0.280609,-0.370436,-0.462479,-0.551706,-0.628403,-0.70217,-0.772738,-0.839457,-0.902367,-0.959886,-1.01427,-1.05903,-1.0991,-1.14498,-1.18024,-1.2099,-1.24629,-1.27727,-1.29999,-1.31448,-1.32001,-1.29723,-1.28526,-1.26482,-1.23649,-1.20055,-1.17531,-1.1349,-1.10423,-1.06609,-1.02073,-0.97164,-0.916927,-0.868853,-0.820121,-0.741754,-0.674658,-0.596031,-0.513493,-0.430022,-0.337718,-0.251651,-0.157823,-0.0571387,0.0373697,0.132297,0.214745,0.310089,0.404618,0.496396,0.567312,0.656759,0.742931,0.830606,0.909423,0.987915,1.07739,1.17078,1.25049,1.34151,1.44106,1.53924,1.6376,1.71458,1.76854,3
1.64227,1.54996,1.45799,1.36651,1.27514,1.18411,1.09319,1.00333,0.92253,0.834027,0.745143,0.656336,0.56802,0.481827,0.394824,0.308562,0.22503,0.147988,0.0647293,-0.0196539,-0.100394,-0.180772,-0.260215,-0.340701,-0.416444,-0.494138,-0.559537,-0.626944,-0.697795,-0.766684,-0.832112,-0.891828,-0.947182,-0.999614,-1.05547,-1.09724,-1.13815,-1.17218,-1.19851,-1.21658,-1.23485,-1.24631,-1.24775,-1.24001,-1.23321,-1.20792,-1.17913,-1.14397,-1.11857,-1.07375,-1.02978,-0.978014,-0.921426,-0.862631,-0.794442,-0.736643,-0.666287,-0.602384,-0.529197,-0.456439,-0.389818,-0.309717,-0.228402,-0.147119,-0.0677403,0.0161934,0.0917842,0.177727,0.259135,0.343799,0.429671,0.516641,0.604209,0.693152,0.781222,0.870066,0.959582,1.04948,1.139,1.22026,1.31102,1.40184,1.49333,1.5848,1.6765,1.76112,1.77148,1.74944,1.66286,1.57496,1.48645,1.3969,1.30858,1.21947,1.1294,1.04019,0.950675,0.860987,0.771514,0.680417,0.590851,0.501211,0.411913,0.323638,0.233402,0.145769,0.0585814,-0.0308146,-0.119925,-0.205767,-0.294051,-0.378614,-0.4658,-0.552384,-0.625097,-0.710035,-0.78959,-0.872109,-0.948128,-1.02713,-1.10395,-1.17184,-1.24226,-1.29382,-1.35388,-1.39356,-1.43074,-1.45784,-1.48346,-1.48752,-1.48917,-1.48853,-1.46598,-1.43259,-1.39848,-1.35237,-1.30521,-1.24697,-1.18509,-1.11264,-1.0429,-0.964818,-0.889713,-0.807851,-0.728991,-0.644531,-0.562968,-0.476679,-0.389759,-0.311894,-0.227029,-0.138596,-0.0525903,0.0366208,0.126097,0.213383,0.303398,0.393597,0.483115,0.572395,0.661132,0.752024,0.841195,0.920676,1.01028,1.09013,1.18011,1.26915,1.35869,1.4375,1.52562,1.61172,1.69072,1.71984,1.73549,1.70768,12
1.80634,1.82378,1.79316,1.74023,1.69058,1.59015,1.47565,1.35447,1.23337,1.11631,0.999715,0.908701,0.801279,0.696828,0.601244,0.509604,0.422609,0.340158,0.260579,0.173363,0.0894325,0.00926947,-0.0777755,-0.166463,-0.244744,-0.330365,-0.398227,-0.477421,-0.553066,-0.642622,-0.711078,-0.774929,-0.853883,-0.908441,-0.957383,-1.0224,-1.0822,-1.11712,-1.16138,-1.20296,-1.2133,-1.24065,-1.2609,-1.27352,-1.27848,-1.27586,-1.29061,-1.27245,-1.24672,-1.21384,-1.17425,-1.15134,-1.0987,-1.0624,-1.01231,-0.950107,-0.885324,-0.817643,-0.740451,-0.680028,-0.616653,-0.540594,-0.462113,-0.3953,-0.309719,-0.234979,-0.149495,-0.0724587,0.00862893,0.09337,0.181468,0.259685,0.335745,0.425385,0.513413,0.607583,0.716836,0.827726,0.943672,1.06027,1.18074,1.30085,1.42102,1.53684,1.65211,1.71312,1.7315,1.75531,1.75672,1.74326,1.71502,1.65188,1.54117,1.43205,1.33329,1.21325,1.09223,0.971291,0.879809,0.76366,0.653615,0.552427,0.4771,0.392089,0.300055,0.2259,0.147894,0.0718123,-0.0119847,-0.0920834,-0.169823,-0.239291,-0.314992,-0.384358,-0.466107,-0.525065,-0.608336,-0.673078,-0.751359,-0.820972,-0.860736,-0.917432,-0.987163,-1.03009,-1.08933,-1.11982,-1.1669,-1.2078,-1.21059,-1.23867,-1.25951,-1.27271,-1.27848,-1.27626,-1.26649,-1.24915,-1.2491,-1.21695,-1.2016,-1.1555,-1.1033,-1.07027,-1.01753,-0.970781,-0.898128,-0.844058,-0.778545,-0.711582,-0.629242,-0.56486,-0.488518,-0.418479,-0.332452,-0.257073,-0.165103,-0.0829575,0.00742093,0.0811092,0.145617,0.236704,0.320989,0.400909,0.493266,0.590018,0.68583,0.79524,0.894488,1.00186,1.11695,1.23856,1.36021,1.47921,1.59616,1.67509,1.72932,1.78166,2
1.75004,1.68934,1.63554,1.61767,1.55906,1.47935,1.37651,1.26329,1.15159,1.04138,0.933002,0.826302,0.72177,0.619221,0.519107,0.418436,0.312087,0.218972,0.128874,0.0422847,-0.0409293,-0.11991,-0.216126,-0.2877,-0.354775,-0.433794,-0.505335,-0.578149,-0.634914,-0.695815,-0.77501,-0.823437,-0.879477,-0.933318,-0.975837,-1.02138,-1.0745,-1.11192,-1.1249,-1.15891,-1.18651,-1.20666,-1.22022,-1.2257,-1.2244,-1.21525,-1.19915,-1.17576,-1.14552,-1.10876,-1.06551,-1.05057,-1.01426,-0.992003,-0.94601,-0.890178,-0.836314,-0.773867,-0.713732,-0.663212,-0.590704,-0.532104,-0.449021,-0.383279,-0.314033,-0.239663,-0.158521,-0.0606222,0.0245709,0.113314,0.220104,0.326335,0.423881,0.534314,0.63463,0.736784,0.841241,0.947574,1.05581,1.16573,1.27723,1.39024,1.49984,1.61377,1.68573,1.73958,1.75224,1.7501,1.74311,1.71461,1.66991,1.61805,1.52782,1.43678,1.32253,1.20976,1.10594,0.996875,0.889685,0.784353,0.681115,0.576249,0.46854,0.371612,0.277266,0.170437,0.0646788,-0.022053,-0.123838,-0.204251,-0.280509,-0.369751,-0.44231,-0.527093,-0.599644,-0.668428,-0.731096,-0.789341,-0.87237,-0.895428,-0.947704,-1.0092,-1.04673,-1.08693,-1.11772,-1.16497,-1.20631,-1.2017,-1.22895,-1.27446,-1.30135,-1.30642,-1.30383,-1.2937,-1.27576,-1.25088,-1.21838,-1.17968,-1.13398,-1.11883,-1.06074,-0.997601,-0.954822,-0.889198,-0.838327,-0.799459,-0.732026,-0.657272,-0.580444,-0.524867,-0.440035,-0.374907,-0.304878,-0.214294,-0.13206,-0.0502611,0.0426589,0.140257,0.22694,0.30221,0.406256,0.510915,0.620594,0.721922,0.825435,0.940597,1.04719,1.15569,1.26571,1.37743,1.48991,1.57382,1.62309,1.67395,1.71641,1.74526,18
1.56485,1.4773,1.38791,1.2934,1.19983,1.10627,1.01408,0.921636,0.829766,0.739572,0.649697,0.56213,0.473557,0.388512,0.302151,0.216924,0.134885,0.0503854,-0.030618,-0.109927,-0.187318,-0.267792,-0.341133,-0.415306,-0.486063,-0.556329,-0.622464,-0.67498,-0.733827,-0.795636,-0.842152,-0.895794,-0.947577,-0.975673,-1.02749,-1.05199,-1.08741,-1.11006,-1.13798,-1.14552,-1.15811,-1.16282,-1.15946,-1.14809,-1.14197,-1.11514,-1.09369,-1.05316,-1.02886,-0.98473,-0.944026,-0.906337,-0.850625,-0.793337,-0.744999,-0.679221,-0.617717,-0.555669,-0.489328,-0.415982,-0.355839,-0.280687,-0.203414,-0.125304,-0.0472226,0.0341503,0.117901,0.199061,0.284647,0.369918,0.456293,0.541319,0.629853,0.719193,0.807655,0.897235,0.989011,1.08136,1.1734,1.26686,1.36027,1.4544,1.53599,1.63137,1.71502,1.76892,1.77454,1.71991,1.63526,1.54678,1.45688,1.36392,1.27231,1.19347,1.10418,1.01158,0.934,0.841352,0.750839,0.657677,0.567796,0.47507,0.385944,0.293756,0.201821,0.114027,0.0228434,-0.0679794,-0.158388,-0.248328,-0.332906,-0.42654,-0.514648,-0.596351,-0.682407,-0.767339,-0.850928,-0.932965,-1.0131,-1.091,-1.16618,-1.2341,-1.29623,-1.35849,-1.41482,-1.46392,-1.50443,-1.5223,-1.54133,-1.54866,-1.54371,-1.52681,-1.49879,-1.46058,-1.42495,-1.3699,-1.30868,-1.25155,-1.18037,-1.10581,-1.02838,-0.948641,-0.866957,-0.783638,-0.698963,-0.613102,-0.526259,-0.438557,-0.350114,-0.261034,-0.171382,-0.0812443,0.0093334,0.100296,0.180007,0.266745,0.358725,0.450951,0.543395,0.632864,0.725786,0.815935,0.909247,0.999972,1.0915,1.17954,1.26322,1.35364,1.44247,1.52236,1.61129,1.69574,1.74757,1.75796,1.70517,1.63716,12
1.65645,1.63374,1.59326,1.51732,1.43752,1.35611,1.28273,1.20165,1.12862,1.04701,0.9753,0.89401,0.812848,0.733,0.650963,0.568992,0.488414,0.406645,0.324211,0.241921,0.160406,0.0779038,-0.00222441,-0.083305,-0.165994,-0.24861,-0.329236,-0.407538,-0.489632,-0.571558,-0.650917,-0.724787,-0.803229,-0.880908,-0.960743,-1.03987,-1.11445,-1.18702,-1.26133,-1.32793,-1.39483,-1.44479,-1.49221,-1.52627,-1.53542,-1.52505,-1.49859,-1.45392,-1.40459,-1.3453,-1.27462,-1.20737,-1.14067,-1.07284,-0.997807,-0.919897,-0.840963,-0.765668,-0.688801,-0.61055,-0.529918,-0.450853,-0.370412,-0.28879,-0.20834,-0.126398,-0.0455174,0.0355807,0.117868,0.199255,0.280796,0.363305,0.444949,0.526905,0.608864,0.690915,0.773656,0.855826,0.938067,1.02037,1.10268,1.18516,1.26805,1.35094,1.43383,1.51599,1.59751,1.66394,1.68033,1.66309,1.58789,1.51442,1.43216,1.34967,1.26712,1.19222,1.10946,1.02735,0.944637,0.862642,0.779987,0.698126,0.616106,0.533843,0.452262,0.369845,0.295624,0.21403,0.131804,0.0508106,-0.0312187,-0.113156,-0.188265,-0.267481,-0.348983,-0.433545,-0.513133,-0.594931,-0.66955,-0.747552,-0.827532,-0.906991,-0.98316,-1.06084,-1.13325,-1.2015,-1.27386,-1.34299,-1.4073,-1.4583,-1.50388,-1.52451,-1.52816,-1.52639,-1.49004,-1.43983,-1.39131,-1.32408,-1.25279,-1.17873,-1.1064,-1.04089,-0.960345,-0.883662,-0.806008,-0.727591,-0.646202,-0.566816,-0.484872,-0.402764,-0.324439,-0.245606,-0.162929,-0.0818615,-0.000622779,0.0807658,0.155998,0.237567,0.318179,0.399703,0.482881,0.564164,0.645643,0.727709,0.807762,0.88903,0.969674,1.04931,1.13105,1.21214,1.29341,1.37543,1.45625,1.53643,1.60237,1.64156,37
1.68078,1.6826,1.66758,1.63173,1.57017,1.50791,1.43673,1.34122,1.24219,1.14151,1.03704,0.928832,0.821233,0.716299,0.610833,0.503933,0.399917,0.296074,0.193639,0.0937323,-0.00552747,-0.10132,-0.196248,-0.280225,-0.368167,-0.449592,-0.529115,-0.600079,-0.666391,-0.731725,-0.79512,-0.845642,-0.902882,-0.954775,-1.00083,-1.05266,-1.09786,-1.13672,-1.16877,-1.19334,-1.21026,-1.23822,-1.25864,-1.25772,-1.25587,-1.25212,-1.24032,-1.24235,-1.21765,-1.18623,-1.16188,-1.12477,-1.08397,-1.03713,-0.987786,-0.941385,-0.888723,-0.837677,-0.777853,-0.713507,-0.653494,-0.582813,-0.515663,-0.43581,-0.361131,-0.276482,-0.194737,-0.104844,-0.0127368,0.0841042,0.181768,0.28017,0.383659,0.483075,0.591218,0.695248,0.799424,0.907615,1.01194,1.11936,1.22094,1.31651,1.40801,1.47194,1.5495,1.55501,1.59975,1.58695,1.58401,1.59193,1.59943,1.57072,1.52547,1.46381,1.40528,1.33085,1.2357,1.13219,1.02784,0.923609,0.815435,0.707262,0.603213,0.499325,0.395616,0.29678,0.198622,0.101221,0.00800591,-0.0890303,-0.17873,-0.265053,-0.344535,-0.42124,-0.498647,-0.572731,-0.638107,-0.707145,-0.76001,-0.828425,-0.87997,-0.937727,-0.981674,-1.0449,-1.0723,-1.12624,-1.15677,-1.18757,-1.21417,-1.24125,-1.26057,-1.25257,-1.26098,-1.27053,-1.25744,-1.23653,-1.22669,-1.19076,-1.16558,-1.13316,-1.08023,-1.04838,-0.996942,-0.945378,-0.892152,-0.836205,-0.77397,-0.718308,-0.647061,-0.581574,-0.50287,-0.427347,-0.344863,-0.259838,-0.169213,-0.0786562,0.0186569,0.115662,0.213465,0.316638,0.420035,0.523636,0.627418,0.731801,0.839524,0.941373,1.0479,1.14854,1.25313,1.34932,1.44522,1.517,1.59719,1.63244,1.66533,1.66203,27
1.65801,1.61206,1.56833,1.52544,1.4432,1.35244,1.26263,1.16976,1.07892,0.988652,0.897228,0.810032,0.720468,0.627837,0.540119,0.450762,0.361548,0.273684,0.186102,0.101768,0.0134234,-0.0702054,-0.160227,-0.249757,-0.326609,-0.401313,-0.487501,-0.572699,-0.644153,-0.723183,-0.803482,-0.872234,-0.938452,-1.01069,-1.07535,-1.12205,-1.18176,-1.23649,-1.28488,-1.32696,-1.3606,-1.35626,-1.37176,-1.37792,-1.37457,-1.36132,-1.3395,-1.30833,-1.26996,-1.22416,-1.17242,-1.11524,-1.05332,-0.987565,-0.918106,-0.845903,-0.782373,-0.711543,-0.63172,-0.555198,-0.482502,-0.39781,-0.312179,-0.225572,-0.139948,-0.0820492,-0.00438056,0.0773271,0.157666,0.248744,0.340195,0.422444,0.507427,0.600221,0.687459,0.779291,0.866765,0.957152,1.01801,1.10883,1.19505,1.28243,1.37085,1.46023,1.54935,1.60628,1.64878,1.65883,1.65801,1.62081,1.57665,1.52314,1.43324,1.34288,1.25338,1.16205,1.07266,0.981781,0.892593,0.798242,0.710043,0.622637,0.533341,0.450555,0.363873,0.27385,0.18193,0.0944401,0.00895395,-0.0755002,-0.158969,-0.23736,-0.325138,-0.412133,-0.484127,-0.568548,-0.635713,-0.716651,-0.795725,-0.872859,-0.947592,-1.01953,-1.0684,-1.12971,-1.18909,-1.24273,-1.29065,-1.33137,-1.36432,-1.38876,-1.40346,-1.40904,-1.40372,-1.38935,-1.36507,-1.33241,-1.29182,-1.24413,-1.19059,-1.13139,-1.0693,-1.02144,-0.949607,-0.874919,-0.797862,-0.718821,-0.653871,-0.570842,-0.486441,-0.414498,-0.327518,-0.239766,-0.160899,-0.0732758,0.00682667,0.0923584,0.179425,0.27134,0.361699,0.448024,0.53837,0.626933,0.713823,0.807387,0.895712,0.984456,1.07898,1.16861,1.25943,1.35199,1.44087,1.53078,1.58388,1.62492,1.66035,1.65817,28
