f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,class
0.464691,-1.6024,-1.00453,0.989088,-0.606352,1.3109,-0.262517,0.545811,1.09026,-0.257866,-1.32767,0.460505,1.45343,-0.447576,-0.901112,1.26581,0.246606,-1.07971,0.082041,-1.46461,-0.206052,0.416004,1.04289,-0.957656,0.427297,-1.38204,-1.12723,0.265006,0.166029,-1.4352,1.37866,-1.36212,1.44831,0.614423,-1.53635,0.213967,1.30008,0.784208,-1.19055,-0.370229,-1.14395,1.22823,-1.16615,0.546095,-0.271743,-0.925017,1.01899,-0.0789063,1.38301,1.14339,1.24741,-0.0401683,1.21456,-1.44401,0.0488333,1.19446,-0.962798,-1.47781,0.928642,0.11269,1
-0.475542,0.855211,-1.30277,0.517707,-1.54725,-1.09762,-0.144672,1.23382,0.645074,-0.905087,-0.263141,-1.18438,1.17511,-1.29864,-0.236527,1.30308,1.51956,1.4511,1.13245,-1.60026,-0.213164,0.767965,1.0223,0.507451,-0.96652,-1.50292,0.923703,-0.295242,-0.291033,0.722943,0.353551,0.229328,-1.63175,1.19703,-1.11219,1.55792,0.364607,-0.242015,-0.996943,1.50254,1.34387,-1.05515,0.609483,-1.41263,-0.250034,0.541284,-1.00379,0.216195,1.57228,-0.252884,-0.488063,-0.132658,-0.594783,-1.28506,-0.204746,0.350621,-0.753559,-1.3195,0.961745,1.48259,1
0.75109,-0.230047,-0.358708,-1.43749,1.75858,-0.165844,0.306392,2.04182,0.673389,1.37729,-1.42894,1.45228,-0.352964,0.429884,0.811208,0.0245632,0.628524,0.378094,1.80536,0.533368,1.32537,-0.395277,-0.747754,-1.29779,0.109986,-1.63329,0.496927,-0.0162177,-0.085239,1.03091,0.945358,-1.59918,-0.76556,-0.612073,0.0446027,0.121251,-1.32383,1.48042,-0.248459,-0.266137,-0.34371,-0.486443,1.44903,-0.421187,0.645978,-1.12168,-0.00999527,-0.702538,-1.71683,1.85585,-1.49209,-0.121074,-1.2481,-1.08195,0.435053,-0.715525,0.67023,-0.575983,-1.46994,0.889005,1
1.23719,-1.6818,-0.247843,-1.24293,0.528452,-0.995177,0.513375,-0.491754,0.203626,-0.382198,0.996919,1.38534,-0.76483,0.635331,-1.17433,-1.41469,-0.453072,-1.03729,0.508573,-0.828427,1.00184,1.65458,-1.77823,-1.14898,-0.0458449,0.927238,-0.319241,-1.3804,-0.207007,0.755162,1.32346,-0.158603,1.62701,1.47278,-0.0821696,-0.365724,1.05187,1.15727,-0.639993,0.684084,1.17618,0.765844,-0.798942,-1.18149,1.30251,-1.74615,-1.27681,0.987954,-0.539197,0.67541,-0.400797,-1.53824,-0.2906,0.967521,-1.07277,0.418459,-0.64139,0.955035,1.20791,0.205983,1
0.624454,1.24747,-0.529429,-0.0270476,-1.51989,1.66056,1.43368,-0.730877,0.215289,1.67429,-0.0672491,-1.3551,-0.335433,1.14234,0.0483784,0.367461,-1.28655,-0.220136,1.40874,0.958467,0.0691666,1.06714,0.127627,0.684921,-0.944836,-0.771958,-1.49669,-0.308568,-1.06451,1.50031,1.48859,0.731172,-0.172153,0.598908,0.449761,0.400073,-1.05642,-0.77721,-0.674919,-1.24382,-1.46003,1.50496,0.981593,-0.695625,-0.237707,0.462878,-1.04539,-0.55173,-1.3862,-1.22443,1.55838,-0.361886,-1.36915,-0.702389,1.2005,1.53938,0.247104,-0.673214,-1.39085,0.2878,1
-0.880561,-0.235792,-0.818001,0.661058,1.48159,-0.232256,0.569717,-1.86688,0.733057,-1.3851,0.963194,0.220566,-1.07049,0.598498,0.0535155,0.0304317,-0.223344,1.57386,-1.85219,-0.383762,0.493861,1.49994,1.18123,0.656763,-0.876909,-1.2265,-0.524866,0.057694,1.13103,0.75053,-0.0977858,1.13521,0.36091,-1.2985,-0.506077,0.057694,-0.946978,1.36558,1.24821,0.393549,-0.201663,1.51408,-1.15213,1.37964,-1.01757,1.33233,-0.595578,-1.30624,-1.02982,-0.840325,0.38902,-0.398548,-1.73308,0.106287,0.413068,-0.156051,1.51978,-1.20333,-1.30183,1.49026,1
1.03991,1.34477,1.414,1.55674,1.38388,-1.18005,-1.31931,-1.46399,0.737388,-0.194508,-0.882646,1.46914,0.0144502,-1.37376,1.317,0.994059,-0.830913,1.32267,-0.11306,-0.870718,0.982717,0.271387,1.11686,-0.484194,-0.91039,-0.703509,-0.694803,0.34325,-0.401495,-1.13498,-0.852426,-0.327955,-0.88206,-0.0646545,1.387,-1.1645,0.583785,0.128248,-1.31715,0.815401,-0.693631,-0.859961,1.42172,-1.11093,1.41429,-0.118332,-0.541998,0.498237,0.702482,-0.162317,1.25363,1.54119,-1.50987,0.777859,-1.26592,0.893148,-1.09597,-0.721694,-0.667139,-0.810384,1
1.10586,-0.14463,-1.17489,0.569957,-0.459144,1.66891,-0.326056,0.117475,1.21931,0.183225,0.791578,-1.24476,-0.903107,1.56859,-0.981072,-0.139028,-0.399862,1.14542,1.08114,-0.0101845,-0.642793,-0.233509,-0.804093,1.67644,-0.65596,1.77485,-1.51761,-0.601963,-1.21572,0.725712,1.16174,1.34899,-0.24633,-0.980205,0.209733,-1.46725,-0.42637,1.6197,-1.35686,-0.583511,-1.53075,-1.27575,-0.614062,-0.0398687,-0.42224,-0.814055,-0.731037,0.31409,0.983486,0.98285,1.60414,0.541197,-1.4365,-1.24754,0.967489,-0.207521,-0.681602,1.56585,-0.19522,0.783291,1
-0.131876,-0.0981706,-1.27713,0.501607,1.04347,0.731894,-0.037739,-0.925608,-0.46843,0.249583,0.626345,-0.96226,1.34024,-1.03543,-0.525332,-1.54232,-1.09966,0.617879,-0.929589,0.979062,-0.0343419,0.92983,-1.58043,1.5834,0.482392,0.730435,-1.31097,0.17052,-1.46864,1.25643,-1.4473,1.55036,1.14151,-1.51777,-1.17577,0.345286,-0.277687,1.33313,-0.687306,-1.19255,0.0431549,1.22904,1.1728,-1.42936,-0.525226,0.838532,0.877997,1.5643,0.613685,0.750711,-1.32841,-0.567929,-1.28446,0.847184,1.2348,-0.541999,0.123067,1.30702,-0.0892001,-0.72279,1
1.37946,1.63542,1.69032,-1.30153,-0.751484,0.0215877,1.76706,1.01622,0.2657,1.42137,0.493616,-0.459299,0.328365,-0.127901,0.264586,-0.770153,-1.18109,-1.39874,-1.28158,-0.0780898,-0.0199083,1.4049,-1.33985,1.30731,1.67624,-0.643219,-0.707868,-1.41681,-0.970541,1.18437,0.325159,1.59173,-0.646018,0.320077,-0.135972,0.699194,0.666041,-1.09718,1.29025,0.508671,-1.13419,1.3602,0.226459,-1.11642,-1.24484,-0.255732,-0.494627,-0.326577,-0.84059,0.793083,0.33524,-1.25063,-0.741511,-0.829422,1.23957,-0.957252,-0.338154,-0.824829,-1.26191,0.731722,1
0.448129,0.302723,0.390386,1.55524,1.3611,1.00615,0.636927,-0.513745,-0.690507,-1.51339,-1.03057,-0.815904,-0.36321,-0.243016,0.0635425,1.22858,1.36346,0.750627,0.0773862,0.349701,-0.588864,-0.821097,-1.336,-1.97918,-1.13308,-0.214663,0.458419,0.814113,1.63547,1.31857,0.668559,1.00541,-0.242445,-0.646745,-1.22431,-2.0808,-0.970352,-1.05006,-0.0265627,0.329617,1.38439,0.71909,1.68418,0.904039,-0.259483,-0.421408,-1.45534,-1.62561,-0.935304,-1.00448,-0.891965,-0.739336,0.821474,1.13335,0.524803,1.53817,1.05795,0.100716,-0.0799913,-0.73482,2
0.324933,0.921019,0.67606,1.56715,0.621952,0.23225,0.699974,-0.290799,-1.06151,-1.12909,-1.69772,-0.763594,-0.551801,-0.309845,-0.0373972,1.29471,1.56934,1.37742,0.356294,0.322412,-0.963776,-0.855495,-0.86354,-0.918265,-1.24101,-1.44133,-0.485737,0.660471,1.31007,0.949454,1.1915,1.10044,0.280668,-0.851245,-1.10739,-1.17786,-1.30847,-1.29715,-0.454347,-0.576083,0.327135,0.698902,1.22052,1.53935,1.27,0.374433,0.0758298,-0.45566,-1.58124,-1.84454,-0.89692,-1.6117,0.0499643,-0.201409,0.965748,1.55145,1.34116,0.540995,0.488133,0.0751923,2
0.0651064,0.279656,1.60664,0.907028,0.317899,-0.38201,-0.0719016,-1.6923,-1.05295,-1.09284,-0.390211,0.0933223,0.886289,0.852489,1.24454,0.651296,-0.62919,-0.691653,-1.65576,-1.39944,-1.39719,0.133534,0.939334,0.963669,1.06124,1.58037,0.0721271,0.0803464,-1.09369,-1.81006,-1.78778,-0.505624,0.461452,1.24748,1.69585,0.694171,0.474504,0.362239,-0.0468631,-0.734443,-1.52996,-1.03206,-0.312831,0.705968,0.405638,1.15798,1.35703,0.0836094,-0.150157,-1.37388,-0.855336,-1.6172,-0.786689,-0.442172,0.619588,1.43799,1.2131,1.20435,0.411546,-0.733187,2
-0.197286,0.864866,0.913001,1.1069,1.13042,0.223658,-0.0701582,-0.911538,-1.32593,-1.37266,-0.731299,0.454706,1.01162,1.3924,1.10715,0.242759,0.3193,-1.06318,-1.47105,-1.40972,-0.597992,-0.537277,0.684376,1.57225,1.61199,0.712625,0.27393,0.125251,-1.21471,-1.44148,-1.4365,-0.674246,-0.347806,0.39204,0.908672,0.691739,0.868001,0.458305,-0.557636,-0.825497,-1.48358,-1.45401,-0.54389,0.445882,0.905611,1.56154,0.791405,0.857105,-0.602598,-1.07705,-1.51922,-1.82534,-0.541957,-0.642381,0.202828,1.15985,1.76726,1.27048,0.200007,-0.351932,2
-0.295135,0.276107,1.36786,1.1288,0.68236,0.273832,-0.0839354,-0.640064,-1.38616,-1.13074,-0.587357,0.236415,1.38093,1.13259,1.27628,0.937275,-0.31181,-1.19895,-1.11098,-1.11857,-1.29356,-1.01319,-0.248694,1.63418,1.08095,1.54015,0.538365,0.285187,-1.15761,-1.55746,-1.37114,-0.636382,-0.122462,0.805943,1.2607,0.692055,1.38564,0.290111,-0.4122,-0.604966,-0.988917,-1.89332,-1.33491,0.0454183,0.814176,0.834764,1.68364,1.1145,0.355085,-0.076142,-1.03953,-1.28346,-1.31708,-1.13479,-0.464918,0.569901,0.956511,0.874533,0.811538,-0.451386,2
0.00977447,0.67406,1.1529,1.11156,0.802254,1.24539,0.644239,-0.160593,-1.12054,-0.892842,-1.5871,-1.74984,-1.15598,-0.192857,0.109919,0.37516,1.04396,1.72807,1.35797,1.085,0.542625,-0.357209,-0.297475,-1.02529,-1.60709,-0.884815,-1.18842,-0.793616,0.0741192,0.446714,0.696424,1.42656,0.974293,0.662295,0.836327,0.553876,-0.97944,-0.596789,-1.42949,-1.61393,-1.6702,-0.360616,-0.354601,0.536077,0.604049,1.18022,1.45711,1.58907,0.397496,0.0122083,-0.932197,-0.81451,-1.28087,-0.900667,-1.16844,-0.352029,-0.417062,0.0272153,0.878924,1.64864,2
-0.180797,1.0115,1.33476,0.907221,1.27428,1.27412,1.23824,0.823651,0.0414466,-0.374027,-1.66954,-1.62786,-1.20264,-1.42123,0.166824,-0.481126,0.506634,1.32474,0.607675,1.50324,0.471153,0.918167,0.416223,-0.665234,-0.266577,-1.34291,-0.78929,-1.58618,-1.25835,0.0714315,-0.451843,0.0744955,0.698355,1.86515,0.677141,0.244745,1.1271,-0.652604,-0.194656,-0.232651,-1.52449,-0.995045,-0.407813,-0.946922,-0.854979,0.586765,0.700694,1.19108,1.75873,0.841123,1.51794,0.318538,0.365106,-0.788975,-1.24124,-1.48931,-0.848664,-0.816843,-1.27522,-0.271232,2
0.273324,0.179514,1.27287,1.18009,1.91647,1.64388,0.206684,-0.246586,-0.0182534,-1.86546,-1.67923,-1.48455,-0.566362,-1.32701,-0.400859,0.959994,0.956184,0.431875,1.14515,0.42317,1.02193,-0.0296453,-0.505124,-0.35616,-0.780456,-1.90359,-0.668636,-0.67131,-0.607772,0.640847,0.521512,1.67227,0.732704,1.58584,0.459833,-0.503306,-1.14772,-1.17947,-1.03421,-1.85802,-0.762512,-0.615206,0.0421559,0.656424,1.43395,0.399611,1.53339,0.601042,1.02242,-0.540797,-0.759236,-0.3823,-0.742737,-0.958073,-0.869987,-1.01489,-0.0199381,0.5812,0.962802,1.04225,2
-0.427844,0.863334,0.699321,1.17875,0.920021,1.39513,-0.185129,0.0487195,-1.12135,-0.713443,-1.7298,-1.12093,-1.43876,-0.366396,-0.239663,1.29357,0.954705,1.70419,1.55166,0.46835,-0.206185,-0.312458,-1.03945,-1.21834,-1.04774,-1.00827,-1.35853,0.256318,0.373634,0.556949,0.821843,0.856573,0.695753,-0.152761,-0.11437,-0.732884,-1.48086,-1.69922,-1.7804,-0.259643,-0.305615,0.0288451,1.3849,0.487301,1.20369,1.48125,1.20184,-0.580791,-0.139028,-0.420837,-0.74615,-0.717677,-1.79837,-1.12313,0.0497489,1.10294,1.05385,1.33086,0.535483,1.08648,2
0.0175312,0.143816,0.700657,1.3285,1.23917,0.82489,0.412252,-0.4006,-1.34258,-1.80448,-1.08953,-0.918837,-0.882487,-0.983598,0.151242,0.739828,1.3273,1.37416,0.859969,0.960524,0.336197,-0.466536,-0.773363,-1.09675,-1.23586,-1.69608,-0.502875,0.19318,0.512123,0.891756,0.844134,1.12538,0.197325,-0.137688,-0.0307965,-1.56665,-0.936392,-1.4479,-0.71279,-1.07999,-0.340412,-0.0306041,1.28151,1.49937,1.46989,0.450877,0.560771,0.269737,-1.03838,-0.56473,-1.78347,-1.28128,-1.00903,-0.92341,0.678358,0.766604,1.58671,0.679651,1.46408,1.18958,2
-0.0659947,0.696392,1.08731,0.742894,1.5241,1.07123,-0.0758376,0.302922,-1.02728,-1.64262,-1.72569,-1.04166,-1.28356,-0.786893,-0.0321642,0.23569,1.59347,1.55734,1.21425,0.607592,0.610294,-0.980102,-1.43687,-1.76049,-0.907115,-1.16465,-0.687041,0.422616,0.425377,0.757761,0.951516,1.32184,0.498023,0.244284,0.468612,-0.362217,-1.33883,-0.830411,-1.11244,-0.82087,-0.710277,0.339211,0.883055,0.65346,1.26925,1.41971,0.185452,0.550778,-0.0169366,-1.39465,-1.30851,-1.82992,-1.01576,-0.313383,0.129301,-0.0657801,1.31149,1.40429,0.774959,0.483488,2
-0.360701,0.351873,0.871139,1.15675,1.23273,0.411178,0.0514177,-0.275207,-0.836891,-1.4573,-1.03159,-1.27608,-1.30029,-0.263917,0.345668,0.696812,1.19569,1.00958,0.830534,0.92396,0.142904,-0.569032,-0.889491,-1.85192,-1.45166,-1.02194,-0.542081,0.208144,0.623649,0.923294,1.20816,0.713447,1.12288,0.426695,-0.810182,-0.74251,-0.733768,-1.05893,-1.38584,-1.02021,0.253024,1.25786,1.60168,1.76995,1.31268,0.999061,-0.0741699,-0.832308,-0.818094,-1.7247,-1.57199,-1.35806,-1.22616,0.0903726,0.435061,0.926941,0.821801,0.894838,1.23085,0.444392,2
-0.388282,0.551014,1.0168,1.64405,0.672691,0.435018,0.174119,-0.175727,-1.133,-0.611628,-1.88384,-1.562,-1.40539,0.00670994,0.147175,1.28368,1.26006,1.04582,1.11578,0.0976308,0.308084,-0.725192,-1.30846,-1.64994,-0.703144,-0.649617,-0.52417,0.526746,0.519822,0.816894,0.820612,1.25498,1.10149,0.564024,-0.146744,-1.36468,-1.06525,-1.5004,-0.552696,-0.983043,-0.481795,1.07538,1.05413,1.66157,1.07342,1.49803,0.501735,-0.19103,-0.995087,-1.58501,-1.02019,-1.76075,-0.938417,-0.577749,-0.105855,0.854289,1.18877,0.776962,0.684947,0.256649,2
-0.0597333,0.0417134,0.946039,1.00395,0.771207,0.75893,-0.0640327,-0.416478,-1.52483,-0.801953,-1.4342,-0.914664,-1.10723,0.361235,0.118386,1.5479,1.80445,1.28806,0.170428,-0.376637,-0.281267,-0.555578,-1.73953,-1.41051,-1.36103,-0.0961731,0.610342,0.856306,1.67468,1.54062,1.42708,0.44965,0.156488,-0.573846,-0.719939,-1.36794,-1.78145,-1.45796,-0.0667652,-0.241111,1.16601,0.93616,1.85456,1.05217,0.0576498,0.0259872,-1.09511,-0.802593,-1.65966,-1.11685,-0.522893,-0.574371,-0.0255483,0.514198,1.40249,0.895421,0.602603,0.61489,-0.220779,-0.278926,2
-0.501729,1.04976,1.62356,1.18032,1.02276,0.0638855,0.282485,-1.56616,-1.92491,-1.75387,-1.45552,-0.397754,0.573982,1.04885,0.587171,1.6131,0.16586,0.547393,-0.139757,-1.87568,-1.23811,-1.13292,-0.463518,0.21272,1.23225,1.54816,0.963221,0.376796,0.579148,-0.14396,-0.799864,-1.78019,-0.882669,-0.559946,-0.452986,0.973552,0.722277,1.28551,0.754646,0.909672,0.373367,-0.218414,-0.650881,-0.885125,-1.47321,-0.451218,-0.607028,0.929519,1.34238,1.59078,0.944242,-0.0104417,-0.510864,-1.04643,-1.22303,-0.797937,-0.395933,-0.189686,0.160801,0.871566,2
0.470569,0.790384,1.7368,1.49751,0.539908,0.415054,0.217211,-0.979057,-1.38816,-1.85343,-1.50971,-0.0825031,0.564099,1.24155,1.68758,0.761967,0.9147,0.640154,0.459298,-0.512493,-0.894356,-0.75486,-0.791691,-1.09103,0.39372,0.593359,1.47122,1.60208,0.733196,0.170293,0.00486009,-1.13765,-1.49508,-1.76922,-1.37753,-0.745872,-0.526585,0.940662,0.97571,1.26478,0.622508,0.182859,0.105143,-1.12156,-0.603556,-1.48174,-0.749023,-0.0699372,-0.354167,1.16842,1.32685,0.82625,0.891998,0.156616,0.368479,-0.0362937,-0.936474,-1.40356,-1.39089,-0.679355,2
0.0485985,0.868291,0.884016,1.11816,1.57652,0.352272,0.101229,0.284205,-0.423238,-1.24641,-1.36411,-1.45961,-1.29984,-0.645701,-0.104568,0.719761,1.79013,0.715969,0.755225,-0.108178,-0.0822854,-0.843453,-1.59868,-1.00412,-1.01418,-0.569502,0.211471,0.554104,0.751404,1.22279,1.63674,1.09725,1.08077,0.0109644,-0.259175,-1.10814,-1.2537,-1.66216,-1.38928,-0.722755,0.247579,0.55131,0.80847,0.734594,0.860965,1.03609,0.341078,-0.636975,-0.939535,-1.8862,-1.80363,-0.92811,-0.825826,0.185723,0.312238,1.68495,0.785179,1.55816,0.63759,-0.344447,2
0.638363,0.639724,0.830276,1.13513,0.932698,0.817081,0.19363,-0.648511,-1.0499,-1.72152,-1.00416,-0.0227337,-0.45031,0.222143,1.38995,1.07687,1.04805,0.0726287,0.147929,-0.962624,-1.38966,-0.892717,-1.49747,-0.52879,0.331005,1.26528,1.74258,0.883239,1.38779,0.264593,0.111879,-1.02395,-1.44645,-1.06133,-1.22033,-0.725254,-0.277941,0.423391,1.80008,1.24766,1.64027,0.0788859,0.386904,-1.2021,-1.10244,-1.44036,-0.455125,-0.501333,0.208511,0.728169,1.94609,1.30496,0.487874,-0.0700188,-0.0435168,-0.959069,-1.15762,-1.45869,-0.927965,-0.141754,2
-0.512425,0.766047,0.739937,1.64674,1.33002,0.392165,0.0208454,-1.14881,-0.97849,-0.579629,-0.909786,0.575666,1.39187,1.732,0.603612,0.736947,0.0583029,-1.24971,-1.07247,-1.25838,-0.65429,-0.35867,-0.122059,1.02947,1.19015,1.67979,0.388991,-0.485367,-1.28653,-1.00647,-1.35906,-0.742156,0.260227,0.756617,1.32307,0.966702,1.17968,0.104083,-1.00483,-1.15874,-1.8188,-0.934315,-0.00423787,0.44157,0.330398,0.519001,0.733357,0.429219,-0.311609,-1.35698,-1.58403,-1.99371,-0.420414,-0.633454,0.276214,1.57851,1.53069,0.566836,0.498512,-0.831846,2
0.214655,0.0742418,0.831944,1.08335,1.91443,1.59165,0.487546,0.286923,-0.169174,-0.831505,-1.642,-1.73979,-0.452019,-0.336934,0.0802047,0.176785,1.38948,1.16068,1.44477,0.619698,1.14783,-0.0732347,-0.438896,-0.442295,-1.08342,-1.79628,-1.02468,-0.176225,-0.461986,0.4919,1.34471,1.70132,1.41289,0.785861,0.569007,0.0662348,0.351911,-1.29944,-0.831723,-1.26012,-1.25362,-0.499384,0.0239501,-0.211349,0.164883,0.517312,0.731119,0.929443,0.131779,-0.499565,-0.175947,-1.29956,-1.64757,-1.85452,-1.50926,-0.767195,-0.637027,-0.0112227,1.43901,1.26042,2
0.10866,0.445078,1.32946,1.41293,0.632188,0.570016,-0.409294,-1.55454,-1.6581,-1.53853,-0.891557,0.152289,1.3703,1.40086,1.4993,0.888021,-0.556971,-0.685441,-0.828068,-0.75351,-1.11,-0.658647,0.727444,0.658782,1.662,1.36955,0.696968,-0.569174,-1.34795,-1.32607,-0.758691,-0.190828,-0.0847127,0.564259,1.00064,1.4162,0.617125,0.0856681,-0.849464,-1.67463,-1.03402,-0.950441,-0.0665181,0.0505435,0.936246,1.33739,0.975087,0.534438,-0.659685,-1.31454,-1.81576,-1.06495,-0.276812,-0.169641,0.871937,1.40489,0.636924,0.660125,-0.125838,-1.09095,2
-0.0307729,0.819814,0.562221,1.28261,1.11996,0.640186,0.398468,-0.968327,-0.931917,-1.27058,-1.0593,-0.887491,0.487309,0.333373,0.404757,1.47386,0.747201,1.41691,0.101752,-0.39127,-1.10967,-0.761462,-1.16759,-0.399907,-0.922185,0.549253,1.30324,1.39381,0.87649,0.98572,1.05942,-0.869256,-1.06819,-1.47107,-1.67953,-1.16246,-0.95733,-0.488784,0.7241,0.981146,2.02828,1.90003,0.0642598,0.38325,-1.17541,-0.714566,-1.53159,-0.791461,-0.771705,-0.416256,0.0635664,0.658117,1.59455,0.651852,1.35625,-0.0756373,-0.718215,-0.412789,-0.793139,-1.3639,2
0.527388,0.79123,0.836248,0.781319,0.988685,-0.434984,-0.442062,-1.43535,-0.829984,-1.34461,-0.655851,0.219907,1.03848,1.06769,1.63351,0.801931,-0.322993,-1.35326,-1.94491,-0.937663,-0.465587,0.281541,0.969946,1.79578,1.00327,0.218586,0.494483,-1.50869,-1.40172,-1.21458,-0.757536,0.403138,0.989509,0.759769,0.757433,0.283392,-0.271676,-0.999365,-0.777335,-1.50315,-0.431067,0.357048,0.617424,1.08999,1.88785,0.906844,0.855776,-0.263628,-1.30716,-1.33069,-0.975185,-1.1157,-0.344892,0.617288,1.39912,0.980918,1.15851,-0.248919,-0.430423,-1.46501,2
-0.157267,0.133183,1.11095,1.29195,1.03387,1.14111,0.654728,-0.724072,-1.52705,-0.912352,-1.06306,-0.787603,-0.0985681,0.449107,0.90844,1.52072,1.37214,0.663001,1.16805,-0.190665,-0.946184,-1.38013,-1.7919,-1.54686,-0.60233,-0.501462,0.120011,0.891468,1.27847,1.15907,0.836155,0.489903,-0.491196,-0.351671,-1.16956,-1.84726,-1.15528,-0.989664,-0.357362,-0.0733971,0.823592,1.74905,1.43207,0.844465,-0.248128,-0.105403,-0.565556,-1.78267,-1.7077,-0.64201,-0.798487,-0.485477,0.825335,0.724089,1.09837,1.09542,0.661027,0.63023,-0.35798,-0.747675,2
-0.044454,0.911043,0.630126,1.61514,0.840757,0.300708,0.511983,-0.740314,-0.635132,-1.08365,-1.1487,-0.614912,-0.248599,0.688926,0.889297,1.04174,0.686519,1.39308,0.184595,-0.82989,-1.15901,-1.34787,-1.11095,-1.03245,-0.823938,0.438488,1.37627,1.66888,1.03948,0.587755,0.0812352,-0.104313,-0.20286,-1.03095,-1.66754,-1.28749,-0.762634,0.397156,0.600697,1.42432,0.971585,1.2534,0.821982,0.107565,-0.804669,-1.58267,-0.774942,-1.19458,-1.07205,-0.366821,0.776372,0.837469,1.85219,1.7396,0.557414,0.0866517,-0.583284,-1.41505,-1.43801,-1.2047,2
0.148235,0.878798,1.08835,1.33852,1.4832,0.227911,0.629864,-0.599171,-1.0512,-0.667607,-0.866332,-0.777294,-0.543749,0.000205072,1.17079,1.41597,0.724622,0.252366,0.470026,-0.0641295,-1.71736,-1.42323,-1.18075,-0.488173,-0.758536,1.09219,0.424816,0.827205,1.18027,1.34107,0.167926,0.3443,-0.989245,-1.5221,-0.910998,-1.21085,0.19315,0.0702131,0.844261,0.941643,1.60084,0.79742,0.811225,0.550695,-0.427337,-1.62992,-1.24352,-0.505087,-0.920868,-0.619442,0.531772,1.83628,0.848989,1.20183,0.691669,-0.365803,-1.22303,-1.28736,-2.06305,-1.07047,2
-0.854263,0.936977,1.6112,0.990892,0.90013,0.157132,-0.127905,-0.816296,-1.15266,-1.77709,-0.772113,0.228654,0.357384,1.55946,0.502837,0.919538,0.898413,-0.0367612,-0.383229,-1.32562,-1.33164,-0.704075,-0.124625,1.07103,1.04632,0.843471,1.15038,-0.146179,-0.484178,-1.39892,-1.76918,-0.761092,-1.25403,0.416512,-0.123981,1.63866,1.3898,1.10681,0.307512,-1.09339,-0.999,-0.801588,-0.803485,-0.828331,-0.651698,0.513691,1.41508,1.80911,0.57746,0.433021,-0.878287,-0.401694,-2.08532,-0.983207,-1.10928,0.252117,0.459871,0.522876,0.935533,1.02724,2
-0.0528291,0.977546,1.27843,1.56755,1.27954,0.967438,0.991866,0.520503,-0.309179,-0.361973,-0.948259,-1.80936,-1.53572,-0.586021,-0.464234,0.230148,0.79926,1.50602,1.01507,1.4113,0.682563,0.147101,0.260207,-0.714227,-1.29097,-1.63966,-1.56113,-1.13265,-0.967075,-0.418632,-0.271992,0.427569,0.555057,1.01268,1.24642,1.40684,1.00055,0.240159,-0.926935,-0.908545,-1.15726,-0.951443,-1.27736,-1.07611,-0.504313,0.753409,0.833486,0.75873,1.76314,1.48093,0.94911,0.0783741,-0.438166,-0.983567,-1.36135,-0.782059,-0.967705,-0.811843,-0.237331,0.306909,2
-0.0185276,0.746682,0.990548,1.48524,1.28843,1.07918,0.866468,-0.423216,-0.645404,-0.987846,-1.07636,-1.7364,-0.563931,-0.364408,-0.162911,0.254998,1.46119,1.62154,1.66723,0.38617,0.217437,-0.410781,-1.318,-1.61823,-1.75837,-1.47535,-1.04866,-0.813582,0.139905,0.284958,1.41833,1.10191,0.733285,0.906967,0.686604,0.0788302,-0.598388,-1.57967,-1.24596,-1.16195,-0.579991,-0.282114,0.0776396,0.492462,1.13117,1.06177,0.852445,0.716396,0.437111,-0.635156,-0.569249,-1.68498,-0.910896,-1.49547,-0.728554,0.152755,0.531109,0.690247,1.13956,1.19578,2
-0.388452,0.11547,1.04483,1.37128,1.20907,-0.172848,-0.856895,-0.889506,-1.57464,-0.881363,-0.291831,0.0812742,0.372691,1.55851,1.41723,1.19221,-0.231623,-0.911688,-1.07873,-0.988905,-1.24381,-0.954227,-0.0872079,0.303006,1.13708,0.801653,1.11582,-0.390688,-0.146865,-0.814877,-0.907145,-1.04692,-0.150896,-0.179717,0.553818,0.860658,1.28912,1.1943,0.256916,-1.01725,-1.0213,-1.88886,-0.56607,-0.00980096,0.462382,0.944212,0.983502,0.953438,1.09018,0.419973,-0.756523,-1.9095,-2.01943,-1.5312,-0.775757,0.25463,1.46145,1.51749,0.560878,1.16143,2
0.258378,1.28939,1.38551,0.877966,0.825367,0.744765,0.810308,-0.761432,0.0638908,-0.685584,-1.74023,-0.852675,-0.64527,-0.41665,-0.261211,0.0250849,1.48857,1.13567,1.09506,0.957423,1.01954,-0.21532,-0.249735,-0.381441,-1.04796,-0.742965,-0.381656,-0.268296,0.440245,0.642706,0.493207,2.04509,1.87501,0.503067,0.136546,-0.224264,0.0464881,-1.61329,-0.966075,-0.904748,-1.28122,-1.46533,0.15015,0.136802,1.39756,0.814942,0.933097,0.92216,-0.00725562,-0.214243,-1.24741,-0.906863,-1.83224,-1.91254,-1.82133,-1.18649,-0.258531,-0.21163,1.52367,0.666211,2
